"PBR.Adjusted" "SPY.Adjusted"
"1" 0.0187016329761653 -0.00226228117321803
"2" 0.0198319930732791 0.00438212958372919
"3" -0.00887565779616484 -0.0027364404061645
"4" -0.0266015419967882 -0.00288143835707544
"5" -0.000508616991618638 0.00253874048197122
"6" 0.0181547447169179 0.00791849347438944
"7" -0.00702092009421529 -6.79737020456983e-05
"8" -0.00859254569268586 -0.000680321202983336
"9" 0.00708145889606993 0.000680321202983336
"10" -0.00454656634240269 -0.000136448053726923
"11" -0.00609440497455793 0.00643976962234483
"12" -0.00510733754419501 0.0022275041940274
"13" -0.00051222736757861 0.00537857182541757
"14" -0.00565104134649541 0.0016082533819084
"15" 0.0117796299415889 0.000267928751690683
"16" 0.00861879474892824 0.00560610416578111
"17" -0.0152598732229476 -0.00119878984528565
"18" -0.00102560008734187 0.00392374991930033
"19" -0.0483543336227243 -0.00392374991930033
"20" -0.0157395662461397 -0.0024683938310659
"21" 0.0211102864570747 0.0102347484856402
"22" -0.0348808357010562 -0.011303990461994
"23" -0.0826343493774608 0.0100466864433413
"24" -0.00604227054951378 0.000728090239615398
"25" -0.0134230158551931 -0.00132354977232207
"26" -0.00616147143946444 0.00554859457650014
"27" -0.0231332562206115 -0.000197897590715534
"28" 0.0156889440556292 0.00164589806099258
"29" 0.00558842309192187 0.000854875302906066
"30" -0.00247982092250432 0.00091985395055616
"31" -0.00935467379544708 -0.00118272943187581
"32" 0.0204660604416484 0.00746649511386721
"33" -0.0337112744048778 -0.01254150414767
"34" -0.0362030128373765 -0.00609766908120246
"35" 0.0045976329836086 0.00972564924560793
"36" -0.0232028018921517 -0.0192103757208537
"37" -0.0020142022627514 0.00682200814066647
"38" 0.00134327664449385 0.012519890287483
"39" -0.015556626148264 -0.00197704280644828
"40" 0.00679352926344867 0.0032925489685498
"41" -0.0219038535875629 0.00531082170383446
"42" 0.00276445795150559 0.00891906932423581
"43" 0.140751465000313 0.00136022793473067
"44" 0.0514132487578447 0.00181091060169702
"45" -0.0212955776161423 0.00425519059033341
"46" -0.00524943253993992 0.00378811011881819
"47" 0.0162415776803 -0.00224554570891478
"48" -0.0104105086859025 0.0014121670696321
"49" 0.0115607376514242 0.00530962737281193
"50" 0.0232897355718813 -0.00132105592496412
"51" -0.00112342782377706 -0.00553405292914011
"52" -0.013582626351333 -0.00232576919338001
"53" -0.0201444190481954 0.00696091373811303
"54" -0.0187799750834339 -0.00857953693872826
"55" -0.00177879343223841 0.00800123341849268
"56" -0.00595228948592696 -0.00418609324229635
"57" 0.000596780158518051 0.00797077646392186
"58" -0.000596780158518051 0
"59" -0.0108044515697685 0.00306851111424145
"60" -0.00909392599382919 -0.00396489744033524
"61" -0.0159608806866922 0.00492194078711616
"62" 0.00370577953887574 -0.0101906360449853
"63" -0.00494439094033483 0.00405028064691404
"64" 0.0141499350616705 -0.00450165621426279
"65" -0.0166310908119649 0.00674480102175234
"66" 0.0508582309156345 0.00345063981255578
"67" 0.0146502160335507 0.0121743560376997
"68" -0.0229490107810189 0.00327197226605058
"69" -0.0125788357501033 -0.00245288812418565
"70" -0.0475251660648297 -0.0234466410061485
"71" 0.0138108419908609 0.0146550658995723
"72" -0.037476658165756 -0.014719290261322
"73" 0.023665816174895 -0.00627367814647162
"74" 0.0432969662218103 0.00865614511119084
"75" 0.0221499580250222 0.00442840173292325
"76" 0.0360502443587225 0.0102562272405482
"77" 0.0292650127093048 0.000633416958385702
"78" -0.00389003129733245 0.00404562073422365
"79" 0.00389003129733245 -0.00176807670181134
"80" 0.0649543610639496 0.00667626775911323
"81" 0.00944399031255028 0.00238292791190275
"82" -0.0237791675348862 -0.00880618320092186
"83" 0.0222114250053589 0.00924456147377661
"84" -0.00682245618714061 0.0100893789242225
"85" 0.00995559967754467 0.00253736202548538
"86" 0.0155203047511367 0.00505636023138401
"87" -0.00928337048794692 0.00454074808789606
"88" -0.00675855607189391 -0.00282015380928602
"89" -0.0157730493694461 0.00324850026153811
"90" -0.00159136693762862 0.000795327365051612
"91" -0.0155123924372385 0.0102806558616102
"92" 0 0.00537176295904995
"93" 0.00161610918390931 -0.00470632303760965
"94" 0.008040678592804 0.00963058264395578
"95" 0.00956448244223651 -5.98834549165872e-05
"96" 0.00316765541503683 0.00143661290124086
"97" -0.0326842118521338 -0.00744508044675118
"98" -0.0137099735389881 -0.00289702581797524
"99" 0.00495711507338159 -0.000846828209797756
"100" 0.004386005768648 0.00597113741502575
"101" -0.0198902228434532 -0.00651556948432308
"102" 0.0155042170748052 0.00368539351662545
"103" -0.0239098735581171 -0.0144561826581295
"104" 0.0139707086787171 0.00549125331991185
"105" -0.0139707086787171 -0.0048184635969708
"106" -0.0396034078849463 -0.0140997928386399
"107" 0.0081631377264757 0.0090120798742932
"108" -0.0336610228218372 0.0126403728563789
"109" 0 0
"110" -0.0280165458275734 -0.0103690157827776
"111" -0.0320077684356352 -0.00831165412279766
"112" 0.0424534028144321 0.0150941850759061
"113" -0.0450077365961232 -0.0062925092477828
"114" 0 0.00769232071284076
"115" -0.016763813342441 0.00787457813161563
"116" -0.0418249281426317 -0.0139133543819776
"117" -0.0471981660040721 -0.0250903745942388
"118" -0.0193762446543619 0.00320502285291546
"119" -0.0354018806066829 -0.0127163313970211
"120" 0.00822429769911937 0.00956807926834813
"121" 0.017712617595627 0.00985235674348228
"122" 0.00510752828029881 0.00585266364725623
"123" -0.0243102897338137 -0.00410592481750172
"124" -0.00898885196740773 0.00584279814259947
"125" -0.0367860398405639 -0.00093007113919974
"126" 0.0185621619746161 0.000433989607449448
"127" -0.0632623471434752 0.0107309730625813
"128" -0.00984406945738892 0.00568879464711181
"129" 0.0131041254232374 0.00717147254890182
"130" 0 0.00036306451603263
"131" 0.0714310029580445 0.0135292419675359
"132" -0.0114287117804177 0.000417326480704361
"133" 0.0257200401225584 0.00381368071387378
"134" 0.00223787856073177 -0.00375369073891818
"135" 0.035861983471094 0.00256382773805441
"136" 0.0178129797175894 0.00546255455454059
"137" -0.0142248319197584 0.00177511691879761
"138" 0.0254609166692101 0.00194882402259111
"139" 0.0221005164707444 -0.00212632580471617
"140" -0.0227989297832178 -0.00367204496125773
"141" 0.0145684050895341 0.0024297662966557
"142" -0.0041409174219873 0.00106504962385578
"143" -0.0245024612737423 -0.00307974967764491
"144" -0.0273004660179121 0
"145" -0.00657660805800653 0.000711726339291729
"146" 0.0331682625565115 0.0114918929167365
"147" 0.00141727366199129 0.00169753083175728
"148" -0.0301963810653105 -0.00146344753750505
"149" -0.0176734862875509 -0.0056982842973019
"150" -0.00521413436992058 -0.00324605008134782
"151" 0.0402542489210056 0.00365815794647784
"152" 0.0240975644667749 -0.00288965830957455
"153" -0.0226638035581237 -0.00118211813088909
"154" -0.00646798036168894 0.00295211305253229
"155" 0.00646798036168894 -0.00514269726434335
"156" 0.0523312846328348 -0.0140843986297474
"157" -0.019218200320426 -0.0033110959849596
"158" -0.0210089792669637 -0.00641286688814269
"159" -0.0272614454305375 0.00490398796192437
"160" -0.00803220394028514 -0.00617933930666137
"161" 0.0514399222113098 0.00907368982895917
"162" 0.0422693911177738 0.00336673039204083
"163" -0.0284379913646235 -0.00372778917036332
"164" -0.0271509082403321 -0.0162149148615907
"165" -0.0149308693987504 0.00354446498371264
"166" -0.0202612226186902 0.00158513450193354
"167" -0.0117648523032936 -0.00317256905489938
"168" 0.00589976715030183 0.0045118716034267
"169" 0.0109689673865896 0.00823878346344742
"170" 0.0572391180241749 0.00126631098024976
"171" 0.00752665359853788 0.000481985325970768
"172" 0.0400855107631526 0.00953036584910016
"173" 0.00587664474972627 0.00736984712148381
"174" 0.00195113873615105 0.00313356377355145
"175" -0.0343721315156236 -0.00265967225608144
"176" 0.0153490377884311 0.00224638847329306
"177" 0.0177226407683833 0.00577081637901156
"178" 0.0142123219246972 0.00445290201010362
"179" 0.0463740235990211 0.0115073756433528
"180" 0.00244673392067174 -0.00167731713322183
"181" -0.0266189638968104 -0.00701605421456097
"182" 0.00438196346711361 -0.00463804586644923
"183" -0.00815315954762452 -0.00235670969706003
"184" -0.0171486226683344 -0.00289458554434674
"185" 0 0.00383797759091564
"186" -0.0135443559959354 -0.00460736544530338
"187" 0.00582718165621543 -0.00534251064758706
"188" 0.0089975768234849 0.00788525165831455
"189" 0.011450509012684 -0.000945544499289852
"190" -0.00570883104104114 -0.0092637180949966
"191" -0.00127313587982769 0.00754851366659715
"192" -0.00191264494499155 -0.0086826316028441
"193" -0.016731379493399 -0.0117148144906807
"194" -0.00585752127300276 0.000725044524628515
"195" 0.0193930073064967 0.021328694582234
"196" -0.000640406170683505 0.00642249579932042
"197" 0.00702208045540775 0.00398595254320977
"198" -0.00191027781339281 -0.00728023479951201
"199" 0.00127394678991477 0.0138690407325948
"200" 0.00824088625344466 0.00666095274295042
"201" -0.0197647725812566 0.00673167324590818
"202" 0.0447038439567322 5.73438141246996e-05
"203" -0.00493831909968279 0.00577479418427185
"204" -0.0295155853191522 -0.00480034131444551
"205" -0.00703555474428219 0.00331702094130826
"206" 0.020959818301423 0.00455706363183328
"207" 0.0866448073564134 0.00158988730765497
"208" -0.00115370685452554 0.00531985482988695
"209" 0.00690062996937835 -0.00497913555193374
"210" -0.00114665890892285 -0.00284081386483415
"211" -0.0267459403057559 0.00238698859840092
"212" 0.0186814898840577 0.00351215178303299
"213" -0.0222234499059031 -0.0031720846671659
"214" 0.00883151938464977 0.00509289370249988
"215" -0.0303506538462699 -0.0127240265966284
"216" -0.0164484507967932 0.0134011513802212
"217" 0.0116030509503009 0.000169310645564025
"218" -0.0264547891071998 -0.00203230403286447
"219" 0.0234143662804711 0.0079923302106657
"220" 0.0364765025552329 0.00497721592750189
"221" 0.0139944413915942 0.00434148544593338
"222" 0.0358296744109605 -0.00350535464641943
"223" -0.01576600142847 -0.0021761586112703
"224" -0.0423128937812405 -0.0031328398912942
"225" 0.0205104790356261 0.00803635107399625
"226" 0.0149685302313749 0.0049899129415012
"227" -0.0283991845393103 -0.000996069488829576
"228" -0.0630895962377589 0.0002767900536913
"229" -0.01196871353635 0.002432122887285
"230" 0.0100883003481296 -0.000662700965432528
"231" -0.115589619986288 -0.00260000942166094
"232" -0.00494166304368759 -0.00433001984841397
"233" -0.0078154227725924 -0.000111182156403267
"234" -0.00644013394067056 -0.00440502370199614
"235" -0.0021560128450635 0.011114861374323
"236" -0.00216051584880761 0.00253909774698435
"237" 0.00861458207084631 -0.00358958846389434
"238" -0.0401074577100609 -0.0112946539574299
"239" 0 -0.00330689670442741
"240" 0.0184303562289267 -0.000111995317624292
"241" 0.00145976715050677 0.0062123266276366
"242" -0.0117388784756196 -0.00318510845053765
"243" 0.0117388784756196 0.0169282503988892
"244" -0.0102639605135639 -0.00115648069680319
"245" -0.0170944949896468 0.00579999227065109
"246" 0.0170944949896468 0.00532834188142139
"247" 0.00661049991306939 0.0021891350839649
"248" -0.0117823380945223 0.00507104048298856
"249" 0.0125139726511421 -5.43765439147137e-05
"250" -0.000731634556619731 -0.000163073496342925
"251" 0.00874620345603594 0.00472169524681654
"252" -0.0339514841941626 -0.00962985207134359
"253" -0.0151289570939248 -0.000164181101187211
"254" 0.00304412490055084 -0.0029022122852842
"255" -0.0199545825277094 0.00612303649672707
"256" -0.0172012623233742 0.00021832780973341
"257" -0.0126986805691574 0.000653366456850435
"258" 0.0252378727782578 0.00271894536776696
"259" -0.0300416108022676 -0.0133943571902257
"260" -0.00321567827709623 0.0108388300137623
"261" 0.0230811344079931 0.00537548898145257
"262" -0.0134655577741718 -0.00130059790501225
"263" -0.00479614457471023 -0.00423830926774382
"264" -0.0194181485194846 0.00293630025211389
"265" 0.0210194206273298 0.000651314659363855
"266" -0.0275767835136635 -0.00822677505236236
"267" -0.0334478297433281 -0.0215668301287328
"268" 0.00339547776558735 -0.00493171042298357
"269" -0.0119353738959806 0.00593714782483001
"270" -0.0278277208817932 -0.00965157003259787
"271" 0 0.0105449115478615
"272" -0.0115301851861127 -0.00587600635690499
"273" -0.030799454654745 -0.0227622086037806
"274" 0.0146118518078175 0.00697986804233519
"275" -0.0229260386066414 -0.00125482796224752
"276" 0.0400052993219244 0.0131008882698058
