consec,tiempo,anio,timestre,periodo,clave,entidad,inpc_general,inpc_sub,inpc_ser,inpc_viv,inpc_edu,inpc_otros,itaee,itaee_des,itaee_log,itaeepc,itaeepc_des,itaee_logc,itaee_c,itaee_c1,itaee_c2,inpc_general_c1,desocup,desocup_des,salario,salario_log,uscpi,uscpi_log,usmexcpi,usmexcpi_log,usmextiponom,usmextiponom_0,indusmextipo,indusmextipo_0,mxfondeo,mxfondeo_0,usfondeo,usfondeo_0,tipcamnom,ied,ied_mxp,ied_mxp_log,usindpro,usindpro_log,mexindpro,mexindpro_log,mexindpro_e0,inpc12mes,inpc12mes_e0,inpcsub12mes,inpcsub12mes_e0,inpp_e,inpp_e0,inpp_pet,pib1mes_e,pibp12mes_e,pibp12mes_e0,incgb,incgb_0,poblacion,poblacion_0,m1,m1des,pea,pearel,peareal_log,fecanticon,fecanticon_0,tmortinf,tmortinf_0,tmortfet,tmortfet_0,rsid,rsid_0,noresid,noresid_0,carret_2c,carret_4c,carretera_0,isremp,isremp_0,gtosegpub,gtopgj,gtopgj_pc
225,17,2005,1,2005Q1,7,Chiapas,76.14694,78.58947,82.44739,86.58013,78.29496,80.15791,103.4656076405,104.3277897812,2.0147960127,4.17773E-05,0.00004,1.5519445099,3.6381006311,2.4528868651,1.4615623525,4.9173420662,0,0,170.2017839577,2.2309641078,191.9333333333,2.2831504058,2151.6339911111,3.3327683966,11.1800333333,1.0484430984,85.9477666667,1.9342345961,9.0395081967,0.9561448029,2.47,0.3926969533,11.1800333333,0.059588,0.6661958263,-0.1763980925,95.0837666667,1.9781063776,105.0543786291,2.0214141584,0.8588461538,4.2459540058,4.2459540058,3.7337391304,3.7337391304,68.5153910385,3.0020930451,69.6415394524,3.8832258065,3.7029032258,3.7029032258,2.8,0.4471580313,2476601.20082717,6.3938560792,901083632.11,891980048.628647,1540468,62.2008904577,1.793796602,3.1,0.4913616938,164,2.214843848,7.6088394866,0.8813184225,178155,5.2507980155,55097,4.7411279524,11344,544,4.0751087964,30,1.4771212547,525388265,10554294,5.6295731085
226,18,2005,2,2005Q2,7,Chiapas,77.0369,79.26554,82.84727,86.47908,78.64552,81.05111,109.2389914122,107.1408501004,2.0383776817,4.39437E-05,0.00004,1.1956878523,2.7914230562,7.3862880944,2.4528868651,6.0021451713,2.0912147558,4.6470412905,174.3826695077,2.2415033217,194.5,2.2889196057,2124.4071333333,3.327237751,10.9708,1.0402382978,85.0989666667,1.9299242866,9.6752307692,0.9856613324,2.9433333333,0.4688394489,10.9708,0.166071,1.8219317268,0.2605320986,95.5753333333,1.9803458214,105.7389947332,2.0242351772,2.9395238095,4.2745454545,4.2745454545,3.5203846154,3.5203846154,69.0860805746,2.1501394706,70.0650893379,3.5688827543,3.8180645161,3.8180645161,2.8,0.4471580313,2485883.20648898,6.3954807205,904567451.25,912183867.112582,1612541,64.8679308743,1.8120300452,3.1,0.4913616938,92,1.9637878273,9.2260935634,0.9650178546,182793,5.2619595605,56087,4.7488622109,11344,544,4.0751087964,30,1.4771212547,525388265,10554294,5.6279484672
227,19,2005,3,2005Q3,7,Chiapas,78.2523,79.83023,83.60685,86.49853,80.03088,82.26673,106.2549060599,107.0182300028,2.0263489917,4.25837E-05,0.00004,2.5769857458,6.1133089576,8.0192056831,7.3862880944,5.7145084271,2.2114238441,4.5414834584,176.0290460016,2.2455843353,196.8666666667,2.2941721879,2106.52968,3.3235675825,10.7146,1.0299759625,83.6201333333,1.9223108557,9.6333846154,0.9837789,3.46,0.5390760988,10.7146,1.212305,12.989363153,1.1135878589,95.2240333333,1.9787465726,107.8074637235,2.032648829,2.42625,3.89,3.89,3.326,3.326,69.7580586092,1.8165505853,70.5950598643,3.0102311853,3.743030303,3.743030303,2.8,0.4471580313,2495200,6.3971053617,922228910.03,941974237.948271,1630717,65.3541599872,1.8152732369,3.1,0.4913616938,126,2.1003705451,16.8540958359,1.2267054591,187347,5.2726467431,58046,4.7637722975,11344,544,4.0751087964,30,1.4771212547,525388265,10554294,5.626323826
228,20,2005,4,2005Q4,7,Chiapas,79.44102,80.70932,84.34451,86.71999,81.91639,83.04468,104.7352726906,105.1470942029,2.0200929678,4.17617E-05,0.00004,2.0971558831,4.9473698246,0.7468076688,8.0192056831,4.7907516226,2.0941973996,4.6338447033,179.5093881591,2.2540871667,197.8666666667,2.2963726376,2125.4525055556,3.3274514049,10.7101333333,1.0297948775,83.0368333333,1.9192707787,8.86875,0.9478624128,3.98,0.5998830721,10.7101333333,0.007776,0.0832819968,-1.0794488706,95.9855666667,1.9822059332,110.9397675584,2.0450872516,2.6873913043,3.6,3.6,3.2685384615,3.2685384615,70.3599299351,1.6215768888,71.3154785517,3.0660100917,3.7396774194,3.7396774194,2.8,0.4471580313,2507924.5988395,6.3993144752,988699936.963333,970030427.73286,1579149,62.9663667213,1.7991086344,3.1,0.4913616938,112,2.0492180227,6.5354422058,0.8152749785,188669,5.2757005476,59151,4.7719620912,11344,544,4.0751087964,30,1.4771212547,525388265,10554294,5.6241147125
229,21,2006,1,2006Q1,7,Chiapas,79.54372,81.41733,85.10113,87.72071,81.91639,83.86574,107.229790565,108.1733183704,2.0303154578,4.25394E-05,0.00004,1.2506764844,2.9216558794,3.6381006311,0.7468076688,4.4608227199,1.671847359,5.0049608363,181.1499886987,2.2580383113,198.9333333333,2.2987075597,2112.7309866667,3.324844202,10.5923666667,1.0249930059,81.3455666667,1.9103338889,7.793015873,0.8917055608,4.4566666667,0.6490101525,10.5923666667,0.331287,3.5091133759,0.5451974001,96.8866666667,1.9862640145,112.1336544515,2.0497359761,6.0990909091,3.5487741935,3.5487741935,3.1558333333,3.1558333333,71.5038202924,1.8541105101,72.389921816,3.7506451613,3.635483871,3.635483871,2.8,0.4471580313,2520714.08843551,6.4015235887,1022304395.49333,1011894432.04302,1553255,61.6196421136,1.7897191716,3,0.4771212547,104,2.0170333393,10.1761680709,1.0075842712,193602,5.2869098395,59797,4.7766793961,11372,538,4.0759117615,29,1.4623979979,612505014,10554294,5.621905599
230,22,2006,2,2006Q2,7,Chiapas,79.82588,82.37867,86.25199,88.90328,82.03904,85.3881,112.2883138048,110.3893794797,2.0503345602,4.43202E-05,0.00004,-0.4402239813,-1.0085330278,2.7914230562,3.6381006311,3.6203170169,1.6760742402,5.1969086969,182.8755161057,2.2621555648,202.3,2.3059958828,2249.69842,3.3521243033,11.1752333333,1.0482565998,87.2077333333,1.9405549986,7.0633870968,0.8490130077,4.9066666667,0.6907865553,11.1752333333,0.245625,2.7449166875,0.4385291675,97.5026666667,1.9890164937,114.1407970358,2.0574409009,5.0354545455,3.7044420557,3.7044420557,3.1738054731,3.1738054731,73.3192701368,2.5827578314,74.004572462,4.0691838625,3.5044117647,3.5044117647,2.8,0.4471580313,2533568.79970692,6.4037327022,1062766869.59333,1072556845.61002,1555418,61.392372695,1.7881144183,3,0.4771212547,85,1.9294189257,5.3442313738,0.7278852523,193139,5.2858699785,60541,4.7820495902,11372,538,4.0759117615,29,1.4623979979,612505014,10554294,5.6196964855
231,23,2006,3,2006Q3,7,Chiapas,81.49841,83.24812,87.05258,89.72745,84.48385,85.52432,112.75059675,113.1917212387,2.0521188491,4.42769E-05,0.00004,-1.9859515177,-4.469844467,6.1133089576,2.7914230562,4.1482614569,1.92490919,5.5466318932,184.9450815521,2.2670427861,203.4333333333,2.3084221152,2224.3567055556,3.3472044335,10.9477,1.0393228879,85.3814666667,1.9313636108,7.0169230769,0.8461467156,5.2466666667,0.7198834733,10.9477,0,0,0,97.8556,1.9905856842,113.2200484855,2.0539233365,4.44,3.5384375,3.5384375,3.2173637962,3.2173637962,74.5410103318,2.8800889375,75.2869518484,4.4604259973,3.4184848485,3.4184848485,2.8,0.4471580313,2546489.06526021,6.4059418156,1075776029.83333,1098420539.32961,1588239,62.3697553493,1.7949740405,3,0.4771212547,91,1.9590413923,3.5889686437,0.554969664,192467,5.284356277,61752,4.7906510279,11372,538,4.0759117615,29,1.4623979979,612505014,10554294,5.6174873721
232,24,2006,4,2006Q4,7,Chiapas,83.17787,84.28163,87.85833,89.99382,87.08189,86.14062,109.9169139675,110.2395982289,2.0410645266,4.29451E-05,0.00004,-1.759271104,-3.9699203764,4.9473698246,6.1133089576,4.7039300351,2.2503074405,5.6637571186,186.7690534728,2.2713049178,201.7,2.3047058982,2202.2836777778,3.34287326,10.8875666667,1.0369308273,82.6356333333,1.9171673599,7.0258333333,0.8466978433,5.2466666667,0.7198834733,10.8875666667,0.036672,0.3992688448,-0.3987345768,98.0027333333,1.9912381885,112.9463419301,2.0528721697,3.646,3.499375,3.499375,3.2980194333,3.2980194333,74.6686673238,2.5813001856,75.6465213886,4.6734094972,3.4645454545,3.4645454545,2.8,0.4471580313,2559475.219398,6.4081509291,1134794071.55667,1112852159.24525,1571186,61.3870370024,1.7880766716,3,0.4771212547,110,2.0413926852,5.8574025449,0.7677050716,189079,5.2766432967,62135,4.7933363027,11372,538,4.0759117615,29,1.4623979979,612505014,10554294,5.6152782586
233,25,2007,1,2007Q1,7,Chiapas,83.78939,85.40342,88.46244,91.08101,87.08189,86.52347,110.3626760455,111.4512961421,2.0428222226,4.29005E-05,0.00004,-0.0220708269,-0.0508070459,2.9216558794,4.9473698246,5.3375301029,2.2754715337,5.7892145516,189.7840571132,2.2782597265,203.7556666667,2.3091096958,2251.9411106,3.3525570293,11.0222,1.0422682871,83.2954,1.9206210181,7.0219354839,0.8464568349,5.2566666667,0.7207104386,11.0222,0.004644,0.0511870968,-1.2908395018,98.9154,1.9952639116,116.2834849679,2.0655180389,1.189047619,3.6367142857,3.6367142857,3.4131655556,3.4131655556,75.4247734088,2.3184768318,76.4262285293,3.3684375,3.3674193548,3.3674193548,7.1,0.8512583487,2572527.59812776,6.4103600426,1140576843.18333,1128513636.72757,1573567,61.1681290084,1.7865251966,2.9,0.4623979979,153,2.1846914308,6.0928138645,0.7848179106,190986,5.281001533,62777,4.7978005577,10706,538,4.0509208369,28,1.4471580313,623624534,10554294,5.6130691451
234,26,2007,2,2007Q2,7,Chiapas,83.97574,86.28953,89.30086,92.24244,87.1717,87.34856,111.1558490737,109.6972535929,2.0459323204,4.29896E-05,0.00004,2.1825712839,5.153979463,-1.0085330278,2.9216558794,5.1986398396,2.2355583043,5.4654863462,191.9345545207,2.283153169,207.6623333333,2.3173577295,2247.8215581,3.3517618321,10.8774333333,1.0365264302,83.9746666667,1.9241482886,7.2020967742,0.8574589527,5.25,0.7201593034,10.8774333333,-0.035497,-0.386116251,0.4132819192,100.0926666667,2.0004022599,115.4359435188,2.062341057,1.7,3.7773793103,3.7773793103,3.3978596154,3.3978596154,76.4060580567,1.790966104,77.2080683481,3.0861601457,3.4309090909,3.4309090909,7.1,0.8512583487,2585646.53917045,6.4125691561,1144371120.05667,1156111586.94209,1603000,61.9960994558,1.7923643663,2.9,0.4623979979,89,1.9493900066,11.6906692485,1.0678393737,190582,5.2800818802,62628,4.7967685429,10706,538,4.0509208369,28,1.4471580313,623624534,10554294,5.6108600316
235,27,2007,3,2007Q3,7,Chiapas,85.28865,87.03244,90.44065,92.91309,88.9809,88.6709,107.7108204397,107.7511883475,2.0322593339,4.14459E-05,0.00004,2.1515346921,5.0788586548,-4.469844467,-1.0085330278,4.6506919583,2.1016907552,5.1713090525,194.1544665999,2.2881473861,208.2353333333,2.3185544224,2279.7253639,3.3578825312,10.9626666667,1.0399162091,84.0425666667,1.9244993073,7.2564615385,0.8607248977,5.0733333333,0.7052933977,10.9626666667,1.064264,11.6671714773,1.0669655809,100.3760666667,2.0016301734,115.7224699267,2.0634176945,2.41,3.79015625,3.79015625,3.4718518519,3.4718518519,77.4386147751,1.6562300791,78.0425853178,2.9796159795,3.508125,3.508125,7.1,0.8512583487,2598832.3819693,6.4147782695,1178347419.94,1203457355.3947,1608591,61.8966814159,1.791667365,2.9,0.4623979979,135,2.1303337685,10.0539936697,1.0023386074,190484,5.2798585023,63304,4.8014311527,10706,538,4.0509208369,28,1.4471580313,623624534,10554294,5.6086509182
236,28,2007,4,2007Q4,7,Chiapas,86.59246,88.03204,91.41898,93.37519,91.14977,89.67287,105.5533000027,105.4761424707,2.0234718156,4.04096E-05,0.00004,2.8528187516,6.7894101054,-3.9699203764,-4.469844467,4.1051664343,1.9592497693,4.9743633492,196.1457083583,2.2925788103,209.7163333333,2.3216322559,2283.7286874667,3.3586445074,10.8527,1.035537798,82.4491666667,1.9161862705,7.4270967742,0.8708190828,4.4966666667,0.652890695,10.8527,13.116893,142.3537046611,2.1533687739,100.6158666667,2.0026664724,115.3218362289,2.0619115489,1.5428571429,3.8551612903,3.8551612903,3.6700921429,3.6700921429,78.4538017717,2.1475593624,78.79478091,3.0759419088,3.4925806452,3.4925806452,7.1,0.8512583487,2612085.46769857,6.416987383,1247395881.15,1222539761.79175,1663400,63.6809178172,1.8040093142,2.9,0.4623979979,153,2.1846914308,7.1695148301,0.8554897674,189727,5.2781291396,62448,4.7955185339,10706,538,4.0509208369,28,1.4471580313,623624534,10554294,5.6064418047
237,29,2008,1,2008Q1,7,Chiapas,86.61132,88.67901,91.98905,94.50851,91.14977,89.9325,110.30660403,111.715844073,2.0426015143,4.20151E-05,0.00004,-0.7659761313,-1.7482626275,-0.0508070459,-3.9699203764,3.3678846451,2.7122337066,4.8856487801,198.8683960375,2.298565771,212.1003333333,2.326541351,2298.3663086222,3.3614192468,10.8026,1.0335282953,81.8994333333,1.9132808969,7.5048333333,0.8753410519,3.1766666667,0.5019716459,10.8026,0.507471,5.4820062246,0.7389395243,100.2688,2.0011658174,116.4028017497,2.0659634337,0.5834615385,3.663375,3.663375,3.6834005268,3.6834005268,80.1924481472,2.6619457853,80.4232939641,2.6704285714,3.7710322581,3.7710322581,7.1,0.8512583487,2625406.13927238,6.4191964965,1251018674.12667,1236479566.25835,1627164,61.9776108412,1.7922348307,2.8,0.4471580313,114,2.0569048513,10.6907894737,1.0290097774,191698,5.2826175819,62724,4.7974337461,10724,560,4.0524630775,28,1.4471580313,649325852,10554294,5.6042326912
238,30,2008,2,2008Q2,7,Chiapas,87.10835,89.39633,91.9354,96.18311,91.14977,88.2224,116.8847987069,115.9991534755,2.0677580333,4.42948E-05,0.00004,-3.7289544056,-8.2279451651,5.153979463,-0.0508070459,3.7303749869,2.3154294673,5.1190115697,203.3945251996,2.3083392588,216.7566666667,2.3359724637,2247.3106660889,3.351663113,10.4266,1.0181427128,80.1090333333,1.9036814912,7.5375,0.8772273251,2.0866666667,0.3194530785,10.4266,0.167805,1.749635613,0.24294761,98.8521333333,1.9949860463,115.8726575245,2.0639809676,0.5872173913,3.8758275862,3.8758275862,3.8811583333,3.8811583333,82.6664825058,3.4201664475,82.5131053074,2.6336792938,3.6216129032,3.6216129032,7.1,0.8512583487,2638794.74135358,6.4214056099,1236774961.75,1251245720.78421,1623757,61.534039558,1.7891154264,2.8,0.4471580313,74,1.8692317197,11.2183082791,1.0499273702,194242,5.2883431411,63647,4.803777938,10724,560,4.0524630775,28,1.4471580313,649325852,10554294,5.6020235778
239,31,2008,3,2008Q3,7,Chiapas,89.33935,90.5418,93.13207,96.85053,92.15818,89.99344,113.1813007657,112.8227114512,2.0537746809,4.26737E-05,0.00004,-1.3340738653,-3.0251176588,5.0788586548,5.153979463,4.7494010047,2.2428071004,5.2244510081,206.0057945265,2.3138794364,219.2776666667,2.3409944012,2260.6955180333,3.3542420733,10.3229,1.0138017203,78.8620666667,1.896868154,8.0783076923,0.9073203909,1.94,0.2878017299,10.3229,-26.009988,-268.4985051252,-2.4289418721,95.7144666667,1.9809775837,113.2364384737,2.0539862014,-0.7595238095,4.3239032258,4.3239032258,4.1782758621,4.1782758621,83.9983006971,3.531292459,83.9383741315,2.3184357506,3.3943333333,3.3943333333,7.1,0.8512583487,2652251.62036268,6.4236147234,1236470987.77333,1263179982.74556,1679484,63.3229512278,1.8015611474,2.8,0.4471580313,91,1.9590413923,0.7959833456,-0.0990960189,198853,5.2985321474,65323,4.8150661218,10724,560,4.0524630775,28,1.4471580313,649325852,10554294,5.5998144643
240,32,2008,4,2008Q4,7,Chiapas,91.0921,91.35591,93.59558,97.07277,94.00644,90.14454,112.7197464197,112.0781180147,2.0520000031,0.000042284,0.00004,-0.1216619335,-0.279744937,6.7894101054,5.0788586548,5.1963415752,2.6403182991,6.0699167836,209.7325901141,2.3216659202,213.0753333333,2.3285331765,2793.9043168444,3.4462115287,13.056,1.1158101414,94.2403666667,1.9742369672,8.1246031746,0.9098021582,0.5066666667,-0.2952776668,13.056,0.170227,2.222483712,0.3468385868,91.6574666667,1.9621678495,109.1938813697,2.0381983036,-3.5268181818,4.5628125,4.5628125,4.4157,4.4157,84.5411568235,3.2454192433,85.6673363276,1.7223081479,3.3303225806,3.3303225806,7.1,0.8512583487,2665777.12448682,6.4258238369,1367038079.35,1338990801.00557,1624010,60.9206968235,1.7847648622,2.8,0.4471580313,114,2.0569048513,5.9433310297,0.7740299201,200837,5.3028437255,66274,4.8213431834,10724,560,4.0524630775,28,1.4471580313,649325852,10554294,5.5976053508
241,33,2009,1,2009Q1,7,Chiapas,91.8505,92.77655,94.36558,97.36795,94.00644,91.66456,108.3781548961,110.1488240288,2.034941753,4.04491E-05,0.00004,-0.0737386885,-0.1696455439,-1.7482626275,6.7894101054,6.0490707219,2.7087051288,7.845974744,211.1771067615,2.3246468355,212.015,2.3263665882,3054.5763950889,3.4849509913,14.3860666667,1.1579420685,102.4870333333,2.0106689219,7.6424590164,0.8832331184,0.1833333333,-0.7367585652,14.3860666667,0.069256,0.9963214331,-0.001600527,86.7287,1.9381628367,104.4461705341,2.0188925214,-8.0639090909,4.2902,4.2902,4.0898846154,4.0898846154,85.1639555251,2.6122352482,86.3442483802,-3.3228125,3.3909705882,3.3909705882,7.1,0.8512583487,2679371.60368873,6.4280329504,1413616105.40333,1396459421.04309,1671812,62.3956750791,1.7951544878,2.8,0.4471580313,105,2.0211892991,4.8547371615,0.6861657219,202398,5.3062062167,67084,4.8266189503,10872,560,4.0581222158,28,1.4471580313,667096467,431537938,7.2069860317
242,34,2009,2,2009Q2,7,Chiapas,92.8378,93.90975,95.17124,97.33736,94.00644,93.57621,107.2675815629,106.945255787,2.0304684892,3.98315E-05,0.00004,1.7433859193,4.0959562785,-8.2279451651,-1.7482626275,6.5773832245,1.6830101309,7.7905285344,211.1745958703,2.3246416717,214.263,2.3309471814,2841.7585269333,3.4535871718,13.3135333333,1.12429333,95.5819,1.9803756593,5.6706451613,0.7536324723,0.18,-0.7447274949,13.3135333333,0.200178,2.6650764756,0.4257096758,84.2523666667,1.9255821091,104.0040417201,2.0170502168,-10.1865384615,4.0260714286,4.0260714286,3.97415,3.97415,85.4466843712,1.4365756641,86.2075437092,-6.3066666667,3.2456,3.2456,7.1,0.8512583487,2693035.40971587,6.4302420638,1404347545.35,1421534775.50508,1684487,62.5497531121,1.7962255998,2.8,0.4471580313,101,2.0043213738,7.4846297781,0.8741703231,203387,5.3083231904,67709,4.8306463997,10872,560,4.0581222158,28,1.4471580313,667096467,431537938,7.2047769182
243,35,2009,3,2009Q3,7,Chiapas,93.89558,94.40492,95.70988,97.57259,94.91353,94.25809,109.7574332498,109.1350369269,2.0404339422,4.05492E-05,0.00004,3.9573279189,9.5401368564,-3.0251176588,-8.2279451651,5.0999139797,2.3697858821,9.222645058,214.3883187865,2.3312011186,215.718,2.3338863851,2855.1180148,3.4556240643,13.2648666667,1.122702889,94.9470666667,1.977481552,4.5738461538,0.6602815526,0.1566666667,-0.8050233968,13.2648666667,0.138244,1.8337882275,0.2633491803,85.2687333333,1.9307898116,106.1386501912,2.0258735602,-6.1714285714,4.48,4.48,4.1392857143,4.1392857143,86.3381905772,1.1932442455,86.8878680469,-7.1774193548,2.51125,2.51125,7.1,0.8512583487,2706768.89610943,6.4324511773,1411022987.73,1441654787.54077,1740606,64.3056746552,1.8082492989,2.8,0.4471580313,111,2.0453229788,5.3512969025,0.7284590473,204888,5.3115165231,67882,4.8317546294,10872,560,4.0581222158,28,1.4471580313,667096467,431537938,7.2025678048
244,36,2009,4,2009Q4,7,Chiapas,94.76038,95.10289,96.22059,97.81415,96.05369,94.77771,112.4044186361,111.0846808996,2.0507833838,4.13165E-05,0.00004,3.1811379492,7.5997790401,-0.279744937,-3.0251176588,4.0270012438,2.5973591519,8.4440187582,215.9566976075,2.3343666777,216.152,2.3347592583,2835.6057349333,3.452645846,13.0660666667,1.1161448697,92.7862,1.9674833888,4.5833333333,0.6611814434,0.12,-0.920818754,13.0660666667,0.677127,8.8473865238,0.9468150011,86.6353666667,1.9376952178,109.3413194262,2.0387843102,2.4528571429,5.0444444444,5.0444444444,4.6692307692,4.6692307692,87.5249820548,1.5063844168,87.9448233503,-7.0333333333,-0.11,-0.11,7.1,0.8512583487,2720572.41821356,6.4346602908,1518424211.12333,1487624414.6614,1775238,65.2523707186,1.8145962949,2.8,0.4471580313,106,2.0253058653,13.6201826343,1.1341829311,193698,5.2871251365,65352,4.8152588831,10872,560,4.0581222158,28,1.4471580313,667096467,431537938,7.2003586913
245,37,2010,1,2010Q1,7,Chiapas,96.32414,97.2532,97.56465,99.03304,96.05369,96.76508,108.1942961858,110.3402173813,2.0342043661,3.95672E-05,0.00004,2.4996538895,5.92452835,-0.1696455439,-0.279744937,4.870566845,2.4904748508,7.6941187686,219.124864151,2.3406916599,217.0196666667,2.3364990921,2776.7286367778,3.4435334392,12.7726666667,1.1062815784,89.1750666667,1.9502434427,4.6059016393,0.6633146592,0.1333333333,-0.8750612634,12.7726666667,0.07289852,0.9311084965,-0.0309997104,88.4122,1.9465121974,112.0859596285,2.0495512144,4.8803703704,4.241,4.241,4.3,4.3,89.0045475187,1.9156372189,89.5185265753,4.075,1.6203225806,1.6203225806,7.6,0.8808135923,2734446.33318454,6.4368694042,1531353579.33333,1511940493.37615,1759039,64.3288909588,1.8084060642,2.7,0.4313637642,114,2.0569048513,8.4203960705,0.9253325199,193074,5.2857237941,66176,4.8207005127,10852,536,4.0564474585,30,1.4771212547,686703517,479980485,7.244354176
246,38,2010,2,2010Q2,7,Chiapas,96.15867,97.9537,98.00834,99.54516,96.05369,97.31726,111.6612148047,111.8505592878,2.0479023484,4.06278E-05,0.00004,2.58176412,6.1249848369,4.0959562785,-0.1696455439,3.577066669,2.5408275832,7.8855977274,220.1259726963,2.342671288,218.0506666667,2.3385574188,2728.7470933333,3.4359632861,12.5641,1.0991313844,87.9627333333,1.9442987161,4.5987301587,0.6626379271,0.1933333333,-0.7136932612,12.5641,0.36639862,4.6034689015,0.6630852136,90.2724,1.9555549889,112.5118003895,2.0511980742,6.99,4.3214285714,4.3214285714,4.0807692308,4.0807692308,89.515594034,2.0203482785,90.1020273239,4.365,2.0466666667,2.0466666667,7.6,0.8808135923,2748391,6.4390785177,1530850799.55667,1549897292.09542,1796468,65.3643531797,1.8153409679,2.7,0.4313637642,120,2.079181246,6.5546015238,0.8165462946,194471,5.2888548474,66820,4.8249064713,10852,536,4.0564474585,30,1.4771212547,686703517,479980485,7.2421450625
247,39,2010,3,2010Q3,7,Chiapas,97.14106,98.38158,98.71134,99.8972,97.72356,97.97485,120.228442592,119.3397986282,2.0800072214,4.35231E-05,0.00004,0.172094285,0.39704789,9.5401368564,4.0959562785,3.4564779301,2.7169804697,7.5499201757,222.5231061656,2.3473751136,218.254,2.3389622119,2788.1619619444,3.445317998,12.7960333333,1.1070753627,89.5384333333,1.9520094912,4.59796875,0.6625660153,0.1866666667,-0.7289332277,12.7960333333,0.08381755,1.0725321637,0.0304103249,91.6459666667,1.9621133564,113.4257217956,2.0547115516,5.8828571429,4.1032258065,4.1032258065,3.8464285714,3.8464285714,90.292418221,1.9448341761,90.8687251276,4.618125,2.8206896552,2.8206896552,7.6,0.8808135923,2762406.77946822,6.4412876312,1568334541.09667,1601819920.56091,1775295,64.2662410618,1.8079828987,2.7,0.4313637642,156,2.1931245984,9.1270769951,0.9603317142,193381,5.2864138017,66915,4.8255234823,10852,536,4.0564474585,30,1.4771212547,686703517,479980485,7.239935949
248,40,2010,4,2010Q4,7,Chiapas,99.1344,99.27523,99.4317,100.04234,100.05324,98.61111,120.9469060837,119.1605386558,2.0825947632,0.000043561,0.00004,0.7030074451,1.6319069495,7.5997790401,9.5401368564,4.6158742715,2.8857572469,7.1988234403,224.2353532,2.350704085,218.8976666667,2.3402411322,2721.1892265,3.4347587429,12.3883333333,1.0930128824,85.3925666667,1.9314200675,4.57296875,0.6601982336,0.1866666667,-0.7289332277,12.3883333333,1.57742917,19.5417183677,1.29096275,92.0355,1.963955376,114.9106932895,2.0603604449,4.1843478261,3.824137931,3.824137931,3.6384615385,3.6384615385,91.0958201752,1.7366419944,91.5240971307,5.084137931,3.1222222222,3.1222222222,7.6,0.8808135923,2776494.03423748,6.4434967447,1682050545.92,1648873215.41835,1717410,61.8553463045,1.7913772427,2.7,0.4313637642,124,2.0934216852,8.4033613445,0.9244530386,195937,5.2921164543,64592,4.8101787321,10852,536,4.0564474585,30,1.4771212547,686703517,479980485,7.2377268356
249,41,2011,1,2011Q1,7,Chiapas,99.81397,100.83121,100.34464,100.22093,100,100.61773,114.6042979364,116.9952523762,2.059200905,4.10672E-05,0.00004,2.7349614272,6.5000015933,5.92452835,7.5997790401,3.6230066523,2.338939361,6.281106849,226.8214790464,2.355684178,221.6663333333,2.3456997375,2678.3265028,3.4278635188,12.0651,1.0815309259,83.11,1.9196532823,4.5433870968,0.6573797403,0.1566666667,-0.8050233968,12.0651,0.0083127,0.1002935568,-0.9987269668,92.6324333333,1.9667630726,115.9944753846,2.064437305,4.3642105263,3.9096774194,3.9096774194,3.6071428571,3.6071428571,93.0950123785,1.951421735,93.1995291047,4.251,3.6265517241,3.6265517241,7.6,0.8808135923,2790653.12880543,6.4457058581,1730556355.98667,1708903874.62737,1870559,67.0294341024,1.8262655529,2.6,0.414973348,292,2.4653828514,0,0,201009,5.303215503,64482,4.8094384993,11156,568,4.0690758098,30,1.4771212547,686703517,479980485,7.2355177221
250,42,2011,2,2011Q2,7,Chiapas,100.21957,101.29762,99.89027,100.51689,100,99.1777,118.5004472802,119.0652814602,2.0737199896,4.22479E-05,0.00004,1.6704566268,3.9212988937,6.1249848369,5.92452835,4.2231241343,1.9051957524,5.841853007,230.3997957583,2.3624820898,225.5306666667,2.3532056037,2632.3248952889,3.4203394911,11.7259,1.0691461861,82.3417,1.9156198291,4.5020634921,0.6534116155,0.0933333333,-1.0299632234,11.7259,0.35237994,4.1319719384,0.6161573634,92.8555,1.9678076329,116.4620656659,2.0661844888,4.0244444444,4.0793103448,4.0793103448,3.5888888889,3.5888888889,94.509493704,2.3576738586,94.379113403,4.3110344828,3.6453846154,3.6453846154,7.6,0.8808135923,2804884.42952852,6.4479149716,1752857962.85333,1773876226.93269,1929995,68.8083608609,1.8376412123,2.6,0.414973348,377,2.5763413502,0,0,199436,5.2998035551,62684,4.7971567019,11156,568,4.0690758098,30,1.4771212547,686703517,479980485,7.2333086086
