consec,tiempo,anio,timestre,periodo,clave,entidad,inpc_general,inpc_sub,inpc_ser,inpc_viv,inpc_edu,inpc_otros,itaee,itaee_des,itaee_log,itaeepc,itaeepc_des,itaee_logc,itaee_c,itaee_c1,itaee_c2,inpc_general_c1,desocup,desocup_des,salario,salario_log,uscpi,uscpi_log,usmexcpi,usmexcpi_log,usmextiponom,usmextiponom_0,indusmextipo,indusmextipo_0,mxfondeo,mxfondeo_0,usfondeo,usfondeo_0,tipcamnom,ied,ied_mxp,ied_mxp_log,usindpro,usindpro_log,mexindpro,mexindpro_log,mexindpro_e0,inpc12mes,inpc12mes_e0,inpcsub12mes,inpcsub12mes_e0,inpp_e,inpp_e0,inpp_pet,pib1mes_e,pibp12mes_e,pibp12mes_e0,incgb,incgb_0,poblacion,poblacion_0,m1,m1des,pea,pearel,peareal_log,fecanticon,fecanticon_0,tmortinf,tmortinf_0,tmortfet,tmortfet_0,rsid,rsid_0,noresid,noresid_0,carret_2c,carret_4c,carretera_0,isremp,isremp_0,gtosegpub,gtopgj,gtopgj_pc
1180,36,2009,4,2009Q4,23,Quintana Roo,96.53907,97.74423,98.34789,97.6319,97.2302,99.46673,123.0221653722,123.0294369116,2.089983367,9.43325E-05,9.14071E-05,3.1452929769,7.5110070194,-6.0819948101,-7.183299242,5.3811605837,5.8102359353,5.4934850084,189.3521241096,2.2772701813,216.152,2.3347592583,2835.6057349333,3.452645846,13.0660666667,1.1161448697,92.7862,1.9674833888,4.5833333333,0.6611814434,0.12,-0.920818754,13.0660666667,23.4399301389,306.267689857,2.4861011827,86.6353666667,1.9376952178,109.3413194262,2.0387843102,2.4528571429,5.0444444444,5.0444444444,4.6692307692,4.6692307692,87.5249820548,1.5063844168,87.9448233503,-7.0333333333,-0.11,-0.11,5.8,0.7634279936,1304133.35502859,6.1153220027,1518424211.12333,1487624414.6614,661566,50.72840116,1.7052511746,2.1,0.3222192947,66,1.8195439355,9.3056549749,0.9687469462,122418,5.0878452799,88502,4.9469530852,4245,546,3.6804261709,28,1.4471580313,73726528,64216299,6.6923232694
1181,37,2010,1,2010Q1,23,Quintana Roo,97.83572,98.59235,98.70617,98.01318,97.35658,99.86671,126.2024816245,125.8456383254,2.1010678949,9.59852E-05,9.84909E-05,2.4152792517,5.7189381807,1.3464702675,-6.0819948101,3.7677266131,4.9243462779,5.2628868645,190.6704082747,2.2802832965,217.0196666667,2.3364990921,2776.7286367778,3.4435334392,12.7726666667,1.1062815784,89.1750666667,1.9502434427,4.6059016393,0.6633146592,0.1333333333,-0.8750612634,12.7726666667,7.9374893905,101.3829061554,2.0059647362,88.4122,1.9465121974,112.0859596285,2.0495512144,4.8803703704,4.241,4.241,4.3,4.3,89.0045475187,1.9156372189,89.5185265753,4.075,1.6203225806,1.6203225806,5.9,0.7708520116,1314811.95784496,6.1188636452,1531353579.33333,1511940493.37615,668482,50.8424034335,1.7062260724,2,0.3010299957,67,1.8260748027,6.8063658372,0.8329152884,124869,5.0964546337,89097,4.9498630811,4271,600,3.6876181296,30,1.4771212547,80100292,69511504,6.7231930401
1182,38,2010,2,2010Q2,23,Quintana Roo,96.45223,98.91341,98.85934,98.59241,97.38185,99.58396,128.5333487875,128.1798778301,2.1090158227,0.000096964,0.0001001482,1.8115528804,4.2594738244,10.7436395932,1.3464702675,2.7101433426,5.1873435309,5.4654707017,192.7255339299,2.2849392575,218.0506666667,2.3385574188,2728.7470933333,3.4359632861,12.5641,1.0991313844,87.9627333333,1.9442987161,4.5987301587,0.6626379271,0.1933333333,-0.7136932612,12.5641,2.7805155652,34.9346756123,1.5432567149,90.2724,1.9555549889,112.5118003895,2.0511980742,6.99,4.3214285714,4.3214285714,4.0807692308,4.0807692308,89.515594034,2.0203482785,90.1020273239,4.365,2.0466666667,2.0466666667,5.9,0.7708520116,1325578,6.1224052877,1530850799.55667,1549897292.09542,701390,52.912012722,1.723554282,2,0.3010299957,59,1.7708520116,9.2033094729,0.963944026,124875,5.0964755012,89450,4.9515803449,4271,600,3.6876181296,30,1.4771212547,80100292,69511504,6.7196513976
1183,39,2010,3,2010Q3,23,Quintana Roo,96.74158,99.18985,99.55986,99.86336,98.267,99.59775,128.7394485009,129.500786322,2.1097116443,9.63307E-05,0.0001000109,2.8748256801,6.8435370293,5.0022701914,10.7436395932,2.9087906223,4.8155410342,4.5110110899,194.6844789591,2.2893313292,218.254,2.3389622119,2788.1619619444,3.445317998,12.7960333333,1.1070753627,89.5384333333,1.9520094912,4.59796875,0.6625660153,0.1866666667,-0.7289332277,12.7960333333,26.7104869858,341.7882818203,2.5337571689,91.6459666667,1.9621133564,113.4257217956,2.0547115516,5.8828571429,4.1032258065,4.1032258065,3.8464285714,3.8464285714,90.292418221,1.9448341761,90.8687251276,4.618125,2.8206896552,2.8206896552,5.9,0.7708520116,1336432.19747108,6.1259469302,1568334541.09667,1601819920.56091,690528,51.6695124008,1.7132343632,2,0.3010299957,77,1.8864907252,10.8480332044,1.0353510058,123136,5.0903850417,89765,4.9531070352,4271,600,3.6876181296,30,1.4771212547,80100292,69511504,6.7161097552
1184,40,2010,4,2010Q4,23,Quintana Roo,99.71854,99.64186,99.9254,99.95141,100,99.8749,132.2623688487,132.0857586407,2.1214362967,0.000098163,0.0001012904,1.649027576,3.8700344737,7.5110070194,5.0022701914,3.2934541425,5.0807863366,4.764350337,195.6933145628,2.2915759892,218.8976666667,2.3402411322,2721.1892265,3.4347587429,12.3883333333,1.0930128824,85.3925666667,1.9314200675,4.57296875,0.6601982336,0.1866666667,-0.7289332277,12.3883333333,29.9780511806,371.3780907089,2.5698162791,92.0355,1.963955376,114.9106932895,2.0603604449,4.1843478261,3.824137931,3.824137931,3.6384615385,3.6384615385,91.0958201752,1.7366419944,91.5240971307,5.084137931,3.1222222222,3.1222222222,5.9,0.7708520116,1347375.2720982,6.1294885726,1682050545.92,1648873215.41835,704565,52.2916677031,1.7184324927,2,0.3010299957,83,1.9190780924,6.5563198624,0.8166601333,123742,5.0925171311,89259,4.950652017,4271,600,3.6876181296,30,1.4771212547,80100292,69511504,6.7125681127
1185,41,2011,1,2011Q1,23,Quintana Roo,100.44084,100.32429,100.17807,100.3336,100.01843,100.08749,133.4199235312,133.007616571,2.1252206874,9.82179E-05,9.85456E-05,1.9893545866,4.6871907669,5.7189381807,7.5110070194,2.6627493517,4.3342958749,4.6674142441,197.3486489007,2.2952341575,221.6663333333,2.3456997375,2678.3265028,3.4278635188,12.0651,1.0815309259,83.11,1.9196532823,4.5433870968,0.6573797403,0.1566666667,-0.8050233968,12.0651,43.7117093184,527.3861440977,2.7221287155,92.6324333333,1.9667630726,115.9944753846,2.064437305,4.3642105263,3.9096774194,3.9096774194,3.6071428571,3.6071428571,93.0950123785,1.951421735,93.1995291047,4.251,3.6265517241,3.6265517241,5.9,0.7708520116,1358407.95163197,6.1330302151,1730556355.98667,1708903874.62737,677143,49.8482800536,1.6976501782,2,0.3010299957,80,1.903089987,0,0,125761,5.099545982,88934,4.9490678261,4381,600,3.6973165417,30,1.4771212547,80100292,69511504,6.7090264702
1186,42,2011,2,2011Q2,23,Quintana Roo,99.5972,100.70452,100.0343,101.47155,100.02764,98.88257,134.0081931347,134.0889601396,2.1271313515,9.78497E-05,0.0001001018,2.2843233903,5.4006365907,4.2594738244,5.7189381807,3.2606503758,4.1698856829,4.4730006414,198.4492178955,2.2976493917,225.5306666667,2.3532056037,2632.3248952889,3.4203394911,11.7259,1.0691461861,82.3417,1.9156198291,4.5020634921,0.6534116155,0.0933333333,-1.0299632234,11.7259,89.9726978997,1055.0108583022,3.0232569295,92.8555,1.9678076329,116.4620656659,2.0661844888,4.0244444444,4.0793103448,4.0793103448,3.5888888889,3.5888888889,94.509493704,2.3576738586,94.379113403,4.3110344828,3.6453846154,3.6453846154,5.9,0.7708520116,1369530.96978202,6.1365718576,1752857962.85333,1773876226.93269,698369,50.9932973704,1.7075130956,2,0.3010299957,70,1.84509804,0,0,123465,5.0915438607,87462,4.9418194042,4381,600,3.6973165417,30,1.4771212547,80100292,69511504,6.7054848277
1187,43,2011,3,2011Q3,23,Quintana Roo,100.25517,101.34005,100.66773,101.91038,103.05171,99.15975,137.5497803304,138.0557913945,2.1384599011,0.00009962,0.0001001389,1.9588938763,4.6137906136,6.8435370293,4.2594738244,3.6319336525,4.635828846,4.3029539548,199.524793605,2.2999968702,226.452,2.3549761607,2787.5986144,3.44523024,12.3163333333,1.0904814343,86.025,1.9346246813,4.4430769231,0.6476838323,0.0833333333,-1.079181246,12.3163333333,42.242052636,520.2672009492,2.7162264477,93.9838666667,1.9730533087,117.9813495643,2.0718133597,3.0770588235,3.9142857143,3.9142857143,3.5125,3.5125,95.7806225057,2.5626370821,95.6851655172,3.773,3.504,3.504,5.9,0.7708520116,1380745.0662658,6.1401135001,1808984386.87,1846321323.42787,694130,50.2721332822,1.7013273148,2,0.3010299957,93,1.9684829486,0,0,121210,5.0835384512,88049,4.9447244279,4381,600,3.6973165417,30,1.4771212547,80100292,69511504,6.7019431853
1188,44,2011,4,2011Q4,23,Quintana Roo,102.16103,101.76537,101.13667,101.99823,105.51316,99.50739,137.3809681189,137.1290560245,2.1379265725,9.86896E-05,0.0001012216,0,0,3.8700344737,6.8435370293,2.4493840363,4.3581274621,4.0682195963,201.0903087642,2.303391141,226.1076666667,2.3543152883,3094.9811013333,3.4906580015,13.6344,1.134636031,93.6730666667,1.9716147384,4.4232258065,0.6457391107,0.0733333333,-1.1346985739,13.6344,70.2896623212,958.3573719519,2.9815274879,95.0770333333,1.9780756221,119.6225905173,2.0778132032,3.1180952381,3.6923076923,3.6923076923,3.396,3.396,98.116954732,3.2245610154,97.652774401,3.8973076923,3.594137931,3.594137931,5.9,0.7708520116,1392050.98685778,6.1436551425,1947630152.25333,1911018541.75216,705607,50.68830141,1.704907738,2,0.3010299957,67,1.8260748027,0,0,117882,5.0714474955,88674,4.9477962995,4381,600,3.6973165417,30,1.4771212547,80100292,69511504,6.6984015428
1189,45,2012,1,2012Q1,23,Quintana Roo,103.84666,103.3051,102.4899,102.31113,106.26765,101.82364,139.6735698681,139.271539297,2.1451142333,9.95216E-05,9.85333E-05,0,0,4.6871907669,3.8700344737,3.3908716813,3.8118709066,4.1217411381,202.5737490943,2.3065831658,227.9066666667,2.3577570292,2961.3000164444,3.471482409,12.9858666667,1.1134709394,88.6636333333,1.9477455242,4.4871428571,0.6519698964,0.1033333333,-0.9857595609,12.9858666667,101.0590921058,1312.3398955407,3.1180463317,96.3341333333,1.9837801946,120.4963085103,2.0809737422,4.1768181818,3.8222222222,3.8222222222,3.4916666667,3.4916666667,99.3286497866,2.8148117961,98.8630692651,3.4342857143,3.5035714286,3.5035714286,5.9,0.7708520116,1403449.48343903,6.147196785,1981670537.31667,1957052142.43562,717007,51.0889069012,1.7083266106,2,0.3010299957,0,0,0,0,119621,5.0778074287,85192,4.930398814,0,0,0,30,1.4771212547,0,0,0
1190,46,2012,2,2012Q2,23,Quintana Roo,102.90304,104.06605,103.14359,103.03741,106.26775,102.55917,141.2454886477,141.4914066083,2.1499745854,9.98243E-05,0.0001000404,0,0,5.4006365907,4.6871907669,3.319209777,3.775491323,4.0911386613,203.6740182942,2.3089356317,229.7926666667,2.361336165,3096.6077597,3.4908861977,13.5507666667,1.1319638671,93.1418666667,1.9691449374,4.4890322581,0.6521527262,0.1533333333,-0.814363423,13.5507666667,55.3759416185,750.3864638189,2.8752849912,97.0312,1.9869114024,122.0109256834,2.0863987221,3.802,3.95,3.95,3.4791666667,3.4791666667,99.8041197632,2.367303206,99.5312373372,3.7219230769,3.4188461538,3.4188461538,5.9,0.7708520116,1414941.31404722,6.1507384275,2041933880.91,2066031191.46736,732135,51.743135403,1.7138527415,2,0.3010299957,0,0,0,0,118758,5.074662875,85997,4.9344833012,0,0,0,30,1.4771212547,0,0,0
1191,47,2012,3,2012Q3,23,Quintana Roo,104.23953,104.91599,103.66869,103.39678,108.34164,102.88531,143.8960391844,144.2411334386,2.1580488399,0.0001008716,0.0001003109,0,0,4.6137906136,5.4006365907,3.9742189854,4.538363806,4.1997494933,204.8268559683,2.3113868988,230.2966666667,2.362287652,3026.1629474889,3.4808923094,13.1633333333,1.119365879,89.9697,1.9540962723,4.4830769231,0.6515761908,0.1433333333,-0.8436527991,13.1633333333,81.2229873195,1069.1652564161,3.0290448375,97.099,1.9872147572,122.0605247292,2.0865752326,4.1426315789,3.8375,3.8375,3.5517241379,3.5517241379,100.2095775729,1.9631576074,99.9078595202,3.8458064516,3.5270967742,3.5270967742,5.9,0.7708520116,1426527.24292705,6.15428007,2063921620.23,2105253914.54772,724373,50.7787708641,1.7056821843,2,0.3010299957,0,0,0,0,116908,5.0678442309,86414,4.9365841086,0,0,0,30,1.4771212547,0,0,0
1192,48,2012,4,2012Q4,23,Quintana Roo,106.09645,105.32616,103.48312,103.85263,111.19257,101.53428,0,0,0,0,0,0,0,0,4.6137906136,3.8521733777,4.5268380718,4.2472913999,205.5256647408,2.3128660615,230.3796666667,2.3624441456,2993.2331894,3.4761405521,12.9453666667,1.112114356,87.0965,1.9400007031,4.5038709677,0.6535859398,0.16,-0.7958800173,12.9453666667,137.1153303249,1775.0082266763,3.2492003702,97.7009666667,1.9898988607,119.6407042915,2.0778789609,3.1746666667,3.6909090909,3.6909090909,3.4523809524,3.4523809524,100.2251704399,0.9232742979,100.2652541139,3.8709090909,3.45,3.45,5.9,0.7708520116,1438208.04058106,6.1578217124,2156542785.46667,2117548618.58108,715183,49.7273676561,1.6965954702,2,0.3010299957,0,0,0,0,116224,5.0652958182,87456,4.94178961,0,0,0,30,1.4771212547,0,0,0
1193,49,2013,1,2013Q1,23,Quintana Roo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6985333333,1.9943106991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449984.48382089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,50,2013,2,2013Q2,23,Quintana Roo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461857.35581892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,51,2013,3,2013Q3,23,Quintana Roo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473827.44616036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,52,2013,4,2013Q4,23,Quintana Roo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485895.55089575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
