"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",5.537989948,7.15252748501666,1.75613909744769,7.1677620757674,1.7613427139234,7.09976921057716,1.73799827571653
"2007Q1",3.3976145906,3.41999473233678,1.78598531102186,3.43312568601377,1.79033909152055,3.37322946744477,1.77039256282565
"2007Q2",0.8887833779,1.71455511877127,1.67215431713087,1.74219808425925,1.67708416471669,1.61819604626155,1.6548548171177
"2007Q3",2.8002806954,3.13287507040364,1.65209745215104,3.11407542252467,1.65437045857795,3.2035277799295,1.64352694793192
"2007Q4",0.3682001789,-0.957247292543409,1.58838157730437,-0.964279308026602,1.59268662202251,-0.932547026986756,1.57316655289188
"2008Q1",3.3037436986,0.421620482856232,1.52445276920137,0.383375549121816,1.53214419775767,0.544681199811784,1.49943636694315
"2008Q2",1.3757161564,-2.10325717739682,1.62514558747067,-2.12255122594819,1.63126367383854,-2.03703898991386,1.60397051788708
"2008Q3",-1.087276605,-1.66773726173955,1.73769452881416,-1.66049800495173,1.74266464022344,-1.6938671303461,1.7196355750935
"2008Q4",-2.1449656362,-1.05463573255777,1.71655703976625,-1.0534925661266,1.72183729666292,-1.05872429823652,1.69753764514391
"2009Q1",-7.5962464021,-4.34568369103728,1.68522294090834,-4.28191391747085,1.69524274482489,-4.53825783602568,1.65459654703965
"2009Q2",-7.9826957103,-6.14949295611545,1.88309869498475,-6.15683169872995,1.88644979863169,-6.12158061880933,1.87029818552854
"2009Q3",-3.4534942197,-2.51815510023144,1.80978195449432,-2.51877134474055,1.81577702003459,-2.51594440710945,1.78811009492124
"2009Q4",-0.6969745109,-1.64756424570154,1.86230383674703,-1.63433408618171,1.8661642389149,-1.69696587287849,1.84781775237887
"2010Q1",5.3360463539,5.09005379425285,1.80078524027572,5.07167159042072,1.80553348895685,5.15550017139312,1.78377739000153
"2010Q2",6.1769182536,6.75293244397277,1.80186592800977,6.7531099267642,1.80745902555085,6.75230195105969,1.7818549572019
"2010Q3",4.6766249203,4.7333454275665,1.7653352267287,4.7597582127654,1.76830885195189,4.6349742374306,1.75421597726401
"2010Q4",5.5956837169,5.05895757274457,1.82144634683826,5.02375692006114,1.82532797566889,5.18327909742376,1.80767052395667
"2011Q1",2.9048966142,2.82579061067948,1.76854496490758,2.81523786853256,1.77215553893578,2.86282823048018,1.75581394903122
"2011Q2",0.9709306099,1.55532587115901,1.73273464563338,1.55109409201508,1.73647733625672,1.57023556012467,1.71948323356307
"2011Q3",3.0808841114,2.16006874502249,1.73249877040179,2.15941743227953,1.73634499102015,2.16235431093338,1.71893364753281
