"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.1504987935,1,0,0,1,2.0631172478,8.2737597992,4.5577675027,2.1775999025,1.4741627762,3.5318820027,1.9822059332,3.7396774194,6.6859139754
"2007Q1",2.792545569,1,0,0,0,2.0308974203,5.1589658793,8.2737597992,3.8777103915,1.5910006651,3.4248436613,1.9862640145,3.635483871,6.6835451442
"2007Q2",2.5766905277,1,1,0,0,2.0585977156,5.090495502,5.1589658793,4.5101173606,1.3802739828,3.375204015,1.9890164937,3.5044117647,6.6811763129
"2007Q3",1.2846568193,1,0,1,0,2.075432501,7.7183591444,5.090495502,4.8939063348,1.958613981,3.432216309,1.9905856842,3.4184848485,6.6788074816
"2007Q4",2.5917751921,1,0,0,1,2.080778602,4.1504987935,7.7183591444,4.4830395567,2.1096663665,3.4292525754,1.9912381885,3.4645454545,6.6764386504
"2008Q1",3.5687038275,1,0,0,0,2.0428590415,2.792545569,4.1504987935,3.5907983232,2.553880229,3.4014483755,1.9952639116,3.3674193548,6.7796737375
"2008Q2",3.038267657,1,1,0,0,2.0696463988,2.5766905277,2.792545569,2.2422627783,1.9580010771,3.2557080583,2.0004022599,3.4309090909,6.7773049062
"2008Q3",-0.6537255925,1,0,1,0,2.080976162,1.2846568193,2.5766905277,2.2281382232,1.538892863,3.5007720602,2.0016301734,3.508125,6.774936075
"2008Q4",-6.7387636678,1,0,0,1,2.0918911466,2.5917751921,1.2846568193,2.8561638852,2.0490873833,3.2964705946,2.0026664724,3.4925806452,6.7725672437
"2009Q1",-9.0423874665,1,0,0,0,2.0580875825,3.5687038275,2.5917751921,2.9045417192,2.3492372419,3.084070823,2.0011658174,3.7710322581,6.7866169908
"2009Q2",-13.0409628598,1,1,0,0,2.0826449472,3.038267657,3.5687038275,3.6857438392,2.7547795298,3.9848971919,1.9949860463,3.6216129032,6.7842481596
"2009Q3",-8.7810284534,1,0,1,0,2.0781277472,-0.6537255925,3.038267657,4.3100733989,3.5706971316,3.2920063521,1.9809775837,3.3943333333,6.7818793283
"2009Q4",-1.9047502356,1,0,0,1,2.0615923151,-6.7387636678,-0.6537255925,5.6436510288,4.0057099913,3.477254875,1.9621678495,3.3303225806,6.779510497
"2010Q1",0.5799278063,1,0,0,0,2.0169266349,-9.0423874665,-6.7387636678,6.4070399486,5.7444305748,3.6046888777,1.9381628367,3.3909705882,6.7755170665
"2010Q2",4.9184809621,1,1,0,0,2.0219596696,-13.0409628598,-9.0423874665,5.6509748992,5.7660606629,2.5769295233,1.9255821091,3.2456,6.7731482352
"2010Q3",3.3336447509,1,0,1,0,2.0382129187,-8.7810284534,-13.0409628598,4.6469264728,6.5651277066,3.2439183742,1.9307898116,2.51125,6.7707794039
"2010Q4",3.6882505566,1,0,0,1,2.0532402924,-1.9047502356,-8.7810284534,2.8613085592,7.3286464814,3.3276663909,1.9376952178,-0.11,6.7684105727
"2011Q1",5.332982104,1,0,0,0,2.0194379545,0.5799278063,-1.9047502356,2.7479366446,5.8377300832,3.4846422597,1.9465121974,1.6203225806,6.9659220461
"2011Q2",5.309906806,1,1,0,0,2.0428116637,4.9184809621,0.5799278063,2.7288704694,5.3567565243,3.3213575402,1.9555549889,2.0466666667,6.9635532149
"2011Q3",7.2462330343,1,0,1,0,2.0524546666,3.3336447509,4.9184809621,2.9052507559,5.9407418376,3.4509907758,1.9621133564,2.8206896552,6.9611843836
