"cte","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",292.526087804265,0.145014577013821,0.49961904122268,1.12765632960548,-124.64660758908,-0.343909355744998,-0.0393456697086844,-1.15478578373499,1.89916216080431,-1.81763117897758,-11.6316084250689,0.136524516089098,-1.79950122617092
"2007Q1",308.000029255509,0.254967461768333,0.549875314049918,1.20713917642776,-130.616352297296,-0.312965213767402,-0.0226560026125051,-1.14425984631167,1.85865567859543,-1.54365499380257,-13.5134631439201,0.0797594824443381,-1.77836258919679
"2007Q2",309.65908043341,0.306015856590948,0.573011747788802,1.24213534910799,-131.130875993049,-0.313701606957625,-0.0159352593479484,-1.13500571399419,1.80390797666535,-1.47703858069523,-14.0313516331382,0.0574858741671936,-1.70723958824331
"2007Q3",307.497716750589,0.27744379546987,0.503325260786169,1.22102969547793,-128.543150922739,-0.296053359052055,-0.0255774638729185,-1.14526162310146,1.81497190841734,-1.4425459520377,-15.4683640897787,0.0955009699614349,-1.77821318708171
"2007Q4",308.499786655642,0.299841693526252,0.512621045292439,1.28275981267919,-129.815660637802,-0.299764660894793,-0.0217425181659343,-1.12736381822965,1.83296975438196,-1.43113271374643,-14.8645118545237,0.0781096920035663,-1.72561304993508
"2008Q1",289.763277641244,0.208767255991278,0.50366366194724,1.22667584740319,-122.857364301648,-0.346089066002632,-0.0272422178459165,-1.19638140503916,1.93948422721632,-1.38122319692273,-12.9737643698175,0.101228214863794,-1.57706144508596
"2008Q2",252.528433286284,0.493388361935951,0.725905977203682,1.50881847076458,-106.404994354705,-0.463024733987933,-0.0146539418794748,-1.1361927420631,1.46701120795227,-1.12153186057617,-14.2773588078141,0.041395075350344,-0.453214372801335
"2008Q3",317.283308630339,0.267589727702515,0.301314710800371,0.886360576761086,-140.211317445698,-0.223631094772053,-0.0278862668380393,-1.11158130286917,2.15460477048407,-1.83071815556054,-5.05691855333534,0.0704395708650277,-2.88280656561563
"2008Q4",290.408222942216,0.395884307064187,0.600888657713074,1.2160656215622,-128.008484029288,-0.307644202780077,-0.019899836437012,-1.22416258841553,2.12840519750486,-1.38961932918614,-6.17812803261584,0.0668606580164546,-2.20252535712461
"2009Q1",305.541587578258,0.513233573721256,0.649717746355535,1.28414720148804,-134.994441582453,-0.282920505547887,-0.00794722712571223,-1.20234369260559,2.19733236181712,-1.35948912272819,-6.37843404579583,0.0200238337292252,-2.32558660589373
"2009Q2",336.262218219577,0.119356624972021,0.334476260880123,1.02533741603041,-148.4862421019,-0.22806745422636,-0.0213076219211168,-1.26952431421541,2.38798608200189,-1.83857916226033,-5.49416316603458,0.0760285686859513,-3.06116069324316
"2009Q3",317.63395995538,0.169994632729777,0.352956292098983,1.2351840484271,-137.77766409931,-0.322153297947274,-0.0268208562105462,-1.34399074606598,2.03592584704679,-1.63914804233576,-9.47048586778085,0.100213397532918,-2.1690228546493
"2009Q4",307.604446227994,0.0981605383768357,0.254248571713839,1.31061472293218,-132.743764113884,-0.33558360995377,-0.0158074853716357,-1.13974587693564,1.74320513099804,-1.95609721216743,-10.2351514426025,0.0718467750477036,-1.90999989891223
"2010Q1",302.940108906227,0.138890076173491,0.310265959381502,1.38043484166812,-130.547426686926,-0.352705773703511,-0.0110455823436047,-1.13080804491309,1.64554448209464,-1.91340030253501,-10.7527691932696,0.0576415295605939,-1.68990959232507
"2010Q2",312.776746742396,0.167768164708811,0.31488329439314,1.38436101981091,-134.606105002356,-0.32184162764148,-0.0158814422470936,-1.14776925913867,1.71584972885534,-1.81024085631329,-11.3153249962367,0.0614915930534943,-1.80909306279923
"2010Q3",304.727446193958,0.4099795403398,0.802227737854146,1.8365446865789,-123.671515413316,-0.377340354556511,-0.038795758450371,-1.24556780595253,1.36888959509585,-0.945492213970742,-22.3669483392258,0.131818505591847,-0.624356394108454
"2010Q4",325.758646132559,0.34968599676389,0.610896018288245,1.6324517769879,-135.039273235,-0.324966255944014,-0.0245946521316732,-1.13718642656748,1.38734583102528,-1.27803426772761,-19.919422015068,0.106633441175364,-1.06318654011004
"2011Q1",318.57253863011,0.279151220187105,0.556407047031609,1.56927033477349,-132.528868156668,-0.343631715645382,-0.0228241020993972,-1.10860777504653,1.34076086489576,-1.47500780252382,-18.663732303441,0.108610751422438,-1.08131195517829
"2011Q2",334.706113068469,0.337839766339784,0.534892996006251,1.5394048118345,-139.224333442528,-0.292668604330667,-0.0266188860842818,-1.14527090200704,1.50285907496397,-1.3801979990993,-19.3517907395117,0.110913346817121,-1.32671954782442
"2011Q3",331.315061060609,0.334762893358019,0.518443574969206,1.54145513592648,-138.128189523616,-0.306437786443582,-0.0233206635996409,-1.12111944342073,1.44151194499507,-1.43084049282026,-18.8855350516232,0.0947445591996666,-1.26218182736324
