"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.0852801796,1,0,0,1,2.0460611741,1.8226783971,3.0081063395,3.0731406299,5.4792032856,4.6360454425,1.9822059332,3.7396774194,6.9352418213
"2007Q1",2.3782588665,1,0,0,0,2.0266820185,4.7812622246,1.8226783971,3.4278547121,5.1938802915,4.7456538856,1.9862640145,3.635483871,6.9557992832
"2007Q2",3.0343262885,1,1,0,0,2.0394992862,4.3815897039,4.7812622246,3.0542462521,5.0757142871,4.5139516137,1.9890164937,3.5044117647,6.9554606431
"2007Q3",2.5764183619,1,0,1,0,2.0525380253,6.0690823338,4.3815897039,3.5204445529,5.99178187,3.7773962519,1.9905856842,3.4184848485,6.955122003
"2007Q4",4.0678083043,1,0,0,1,2.0634504897,4.0852801796,6.0690823338,4.3293097943,6.004368404,4.1210671382,1.9912381885,3.4645454545,6.9547833628
"2008Q1",0.7572073241,1,0,0,0,2.0368897578,2.3782588665,4.0852801796,4.2315880777,5.51574958,4.912693273,1.9952639116,3.3674193548,6.973692358
"2008Q2",1.3941768417,1,1,0,0,2.0524812219,3.0343262885,2.3782588665,4.1838035009,6.2352214483,4.4477033328,2.0004022599,3.4309090909,6.9733537178
"2008Q3",1.1217187658,1,0,1,0,2.0635855561,2.5764183619,3.0343262885,4.0757557209,6.3414288277,4.5232022728,2.0016301734,3.508125,6.9730150777
"2008Q4",-1.3145326701,1,0,0,1,2.080766898,4.0678083043,2.5764183619,3.6612602722,6.3261408235,4.6773235137,2.0026664724,3.4925806452,6.9726764375
"2009Q1",-6.1321504406,1,0,0,0,2.0401658795,0.7572073241,4.0678083043,4.0792570386,5.362454132,4.7407109582,2.0011658174,3.7710322581,6.9907817831
"2009Q2",-8.0850739359,1,1,0,0,2.0584942357,1.3941768417,0.7572073241,5.1181024443,5.6628690795,4.6362665802,1.9949860463,3.6216129032,6.990443143
"2009Q3",-3.5785811983,1,0,1,0,2.0684299988,1.1217187658,1.3941768417,5.651877059,6.091854082,3.9923416916,1.9809775837,3.3943333333,6.9901045029
"2009Q4",-2.0359235522,1,0,0,1,2.0750201001,-1.3145326701,1.1217187658,6.5124284126,6.0582002395,4.635353839,1.9621678495,3.3303225806,6.9897658627
"2010Q1",3.8720851778,1,0,0,0,2.0126827481,-6.1321504406,-1.3145326701,6.2331477803,5.737780077,4.6200868529,1.9381628367,3.3909705882,7.0070298588
"2010Q2",5.4889770542,1,1,0,0,2.0218802779,-8.0850739359,-6.1321504406,5.9896608079,6.730431019,4.6964635496,1.9255821091,3.2456,7.0066912186
"2010Q3",2.6523743439,1,0,1,0,2.0526035165,-3.5785811983,-8.0850739359,5.0697814812,7.9419356088,4.1702675273,1.9307898116,2.51125,7.0063525785
"2010Q4",2.6296421943,1,0,0,1,2.0660869486,-2.0359235522,-3.5785811983,3.8406354084,7.3664160806,4.1034415071,1.9376952178,-0.11,7.0060139383
"2011Q1",3.5046942259,1,0,0,0,2.0291815981,3.8720851778,-2.0359235522,4.859128474,6.4863392906,4.6582421456,1.9465121974,1.6203225806,7.0263684411
"2011Q2",2.7713009679,1,1,0,0,2.0450873588,5.4889770542,3.8720851778,4.2805566625,6.8083754591,4.1950892112,1.9555549889,2.0466666667,7.026029801
"2011Q3",3.7026130895,1,0,1,0,2.0639725155,2.6523743439,5.4889770542,4.1316518572,7.2662901333,4.1343712533,1.9621133564,2.8206896552,7.0256911608
