"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.4138762411,1,0,0,1,2.0549850867,1.4082280509,2.611478593,3.7885974672,2.4124011462,-1.8855340321,1.9822059332,3.7396774194,6.9021071298
"2007Q1",1.8620436674,1,0,0,0,2.0450258988,4.7107458124,1.4082280509,4.5202402097,2.4176642057,-1.9796736422,1.9862640145,3.635483871,6.9139780533
"2007Q2",-0.0236230232,1,1,0,0,2.0662514151,8.3592703425,4.7107458124,4.0740972818,2.7637147833,2.4814903611,1.9890164937,3.5044117647,6.9123751099
"2007Q3",2.8383257262,1,0,1,0,2.0623692114,5.8022606055,8.3592703425,4.0134603794,2.8092119538,-2.5179853073,1.9905856842,3.4184848485,6.9107721665
"2007Q4",2.5000793431,1,0,0,1,2.0737433055,4.4138762411,5.8022606055,4.2868957327,2.7389393837,3.0711470983,1.9912381885,3.4645454545,6.9091692231
"2008Q1",6.8263894262,1,0,0,0,2.0530382841,1.8620436674,4.4138762411,4.0961980965,3.0812225762,2.9318769805,1.9952639116,3.3674193548,6.9259904834
"2008Q2",6.6493525877,1,1,0,0,2.0661488095,-0.0236230232,1.8620436674,3.8652706642,2.8403303824,2.6304329841,2.0004022599,3.4309090909,6.92438754
"2008Q3",2.3236540823,1,0,1,0,2.0745242088,2.8383257262,-0.0236230232,3.99736055,2.6825100057,2.568407658,2.0016301734,3.508125,6.9227845966
"2008Q4",-1.8029640864,1,0,0,1,2.084467507,2.5000793431,2.8383257262,3.7348248518,2.7993072542,2.6428925062,2.0026664724,3.4925806452,6.9211816532
"2009Q1",-10.4462910511,1,0,0,0,2.0817168342,6.8263894262,2.5000793431,3.8289343942,2.3039477496,3.1586740765,2.0011658174,3.7710322581,6.9510646657
"2009Q2",-11.6242506741,1,1,0,0,2.0941070329,6.6493525877,6.8263894262,4.8459022741,2.6235133111,-2.4767416059,1.9949860463,3.6216129032,6.9494617223
"2009Q3",-7.0317971252,1,0,1,0,2.0845002497,2.3236540823,6.6493525877,5.5519034285,3.3897278366,2.947238754,1.9809775837,3.3943333333,6.9478587789
"2009Q4",4.4088197719,1,0,0,1,2.0765658858,-1.8029640864,2.3236540823,5.6539723021,3.4652613759,-2.7758529779,1.9621678495,3.3303225806,6.9462558355
"2010Q1",4.5457876392,1,0,0,0,2.0338004115,-10.4462910511,-1.8029640864,5.5483947254,3.6835971759,-2.8469174078,1.9381628367,3.3909705882,6.9833385461
"2010Q2",7.3808514603,1,1,0,0,2.0404401421,-11.6242506741,-10.4462910511,5.3540020048,3.596256921,-1.7367147704,1.9255821091,3.2456,6.9817356027
"2010Q3",5.4115268875,1,0,1,0,2.0528346856,-7.0317971252,-11.6242506741,4.4386704289,4.6937957304,1.4572324323,1.9307898116,2.51125,6.9801326593
"2010Q4",2.2377238583,1,0,0,1,2.0953030724,4.4088197719,-7.0317971252,3.7583818299,4.3732962826,2.6825331664,1.9376952178,-0.11,6.9785297159
"2011Q1",5.9584430058,1,0,0,0,2.0531069504,4.5457876392,4.4088197719,4.6087736034,4.1792660752,3.6259454413,1.9465121974,1.6203225806,7.0339559134
"2011Q2",3.7559635143,1,1,0,0,2.0713669854,7.3808514603,4.5457876392,3.8238677364,4.0518910993,-1.4040723889,1.9555549889,2.0466666667,7.03235297
"2011Q3",6.7957606061,1,0,1,0,2.0757227897,5.4115268875,7.3808514603,3.2647085712,3.8880294251,-2.1851843292,1.9621133564,2.8206896552,7.0307500267
