"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",1.7826372829,2.40779576744072,2.40779576744072,4.21846170799752,4.28272227034467,4.00015754863539
"2007Q1",2.9103708417,3.18115022616989,3.18115022616989,3.17812648992052,3.17864328999601,3.17628233049073
"2007Q2",0.4462223717,0.990896697920105,0.990896697920105,0.797598085214114,0.793209737154523,0.813257240263338
"2007Q3",1.4641429282,2.91852733235449,2.91852733235449,2.66257494846317,2.65655463550979,2.6841261891794
"2007Q4",0.4583269978,2.00347347156998,2.00347347156998,0.227063721082516,0.191788905081786,0.355334033659019
"2008Q1",0.5423134981,-2.83542878354292,-2.83542878354292,-2.58148427388724,-2.57738266326623,-2.59668472967012
"2008Q2",3.8835695747,-0.584565258816287,-0.584565258816287,-1.55521929165485,-1.58959289272753,-1.43873433814829
"2008Q3",0.1342736875,-1.20586877693862,-1.20586877693862,-2.09213641189098,-2.12076317855936,-1.99233772767551
"2008Q4",-1.1807403502,-3.28194616134553,-3.28194616134553,-2.96587101593554,-2.95980800460125,-2.9879107346834
"2009Q1",-7.2024574673,-6.10463897058686,-6.10463897058686,-4.73842538937486,-4.70131968387031,-4.86662588961204
"2009Q2",-13.0880567192,-7.52406968489969,-7.52406968489969,-5.4468946008243,-5.33336584511452,-5.79145433399909
"2009Q3",-1.5417579447,2.6959650269634,2.6959650269634,1.32169963898388,1.30861228447418,1.37199854776108
"2009Q4",4.1101018685,2.61882014323719,2.61882014323719,3.86225514253131,3.89064786315959,3.75914732692068
"2010Q1",8.9666349693,9.50404456782782,9.50404456782782,8.72197526073544,8.70261648527757,8.79085455831105
"2010Q2",15.239313688,15.5849307319511,15.5849307319511,14.9838621729381,14.9665670300429,15.0454412171183
"2010Q3",7.5398844733,5.44625263670547,5.44625263670547,8.75162303159147,8.82096763825855,8.49872469843775
"2010Q4",6.3539613848,7.77614396270522,7.77614396270522,5.84619136238789,5.79856470676554,6.0178186606502
"2011Q1",5.9981847022,7.46991950393702,7.46991950393702,6.61560259487837,6.59472490422154,6.69088026352993
"2011Q2",4.8175246812,2.83138111023841,2.83138111023841,2.68890277248998,2.6911929690544,2.68069184319543
"2011Q3",4.6594888625,2.40115578782476,2.40115578782476,1.58278170265955,1.5691530273741,1.63062228140508
