"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",4.1262422526,5.22530452542342,2.67402199080574,5.24093808340599,2.68484135803926,5.16973184197268,2.63520275567298
"2007Q1",5.6037759305,6.33304644392798,2.53714836072976,6.37676102082004,2.54506240690284,6.17347217969103,2.50804723325278
"2007Q2",5.7325700425,8.31044890087156,2.48991169856988,8.31093749003886,2.49751233481483,8.30865650350634,2.46182770114527
"2007Q3",5.2907517279,7.08186553784119,2.46502973992597,7.09168590224211,2.47479063495895,7.0469538459957,2.43001203414913
"2007Q4",5.0202646679,3.54347303072637,2.47187512091497,3.55398180190162,2.47887743853988,3.50466779734749,2.44584431323528
"2008Q1",0.4300379211,0.434741150588221,2.41398539178509,0.424656704983681,2.4229027007986,0.470905006247773,2.38173247993358
"2008Q2",3.9390243358,0.0926776826751544,2.38275045866605,0.0616647739460382,2.39450963087547,0.199782209288565,2.34168553763178
"2008Q3",3.5213639641,3.71327383649523,2.46091646266231,3.68554428731172,2.46694338434833,3.81586904883283,2.43848823959863
"2008Q4",0.428741961,-0.463435117315288,2.42735075213217,-0.463326510006501,2.43586980977751,-0.463824384506181,2.3965682252414
"2009Q1",-4.3850152343,-4.63390479631122,2.41788452212058,-4.65320161278377,2.42616121737505,-4.56528023610056,2.38821803839892
"2009Q2",-3.6102736094,-3.6546899422998,2.3748580953513,-3.6512227436224,2.38305309080215,-3.66706809588332,2.34536778078372
"2009Q3",-6.1206510737,-4.94056124781869,2.31826407217879,-4.88538281360811,2.32668027318979,-5.13522103073707,2.28832599457461
"2009Q4",-5.6851286695,-2.54153319938445,2.29558427159042,-2.53872610879999,2.30189977840114,-2.55181550192551,2.27230082766205
"2010Q1",6.0372830159,5.20893539308001,2.34661275486279,5.16050604287497,2.35160648440229,5.38743843113379,2.32811414804179
"2010Q2",10.6863839779,7.94407572505228,2.3292106681821,7.95044079529481,2.33340228235094,7.92017120781407,2.31340091494662
"2010Q3",6.2547339781,8.56497224156736,2.32753413085149,8.6170234281194,2.3391747469918,8.39239184692136,2.28851504645675
"2010Q4",4.1553659001,2.4227957302945,2.38049941818326,2.37375840795876,2.38992873718068,2.59081311766789,2.34790444681847
"2011Q1",-3.6839200571,-3.3758124674574,2.33926367047961,-3.3396480377379,2.34552853288757,-3.5058222236227,2.31660179915544
"2011Q2",-7.5479232405,-3.39532198729144,2.34545681186376,-3.38308394495395,2.35295883065748,-3.43923757180207,2.31833635407598
"2011Q3",8.6199960704,2.80218183152759,2.26871072017796,2.5547087167946,2.30121190224577,3.3857603670444,2.19015921994457
