"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",-3.2487905611,1,0,0,1,2.0861773067,0.4850027552,10.43955897,3.6202633786,2.0271239093,1.8304441263,1.9822059332,3.7396774194,6.9529641595
"2007Q1",-8.2121168072,1,0,0,0,2.0655422857,18.7553222821,0.4850027552,3.6106041376,2.3426847155,1.0685293599,1.9862640145,3.635483871,6.9699792248
"2007Q2",-0.4517651448,1,1,0,0,2.048209371,0.6031424078,18.7553222821,3.1295898591,1.9642364847,1.5965899921,1.9890164937,3.5044117647,6.9680153753
"2007Q3",-3.9687347007,1,0,1,0,2.0691618229,-2.0386839489,0.6031424078,3.841669535,2.8263778541,1.4835841522,1.9905856842,3.4184848485,6.9660515259
"2007Q4",-4.8243088488,1,0,0,1,2.0718337093,-3.2487905611,-2.0386839489,4.2305784701,2.1011648908,1.537640184,1.9912381885,3.4645454545,6.9640876765
"2008Q1",-4.4299349601,1,0,0,0,2.02832764,-8.2121168072,-3.2487905611,5.2415757713,2.2932990303,-2.5176810006,1.9952639116,3.3674193548,6.9986609634
"2008Q2",0.5600335626,1,1,0,0,2.0462429347,-0.4517651448,-8.2121168072,4.8348897697,2.0201937951,-1.3617691699,2.0004022599,3.4309090909,6.996697114
"2008Q3",6.8656402787,1,0,1,0,2.051574474,-3.9687347007,-0.4517651448,4.8446647469,1.9386421222,-2.0886572541,2.0016301734,3.508125,6.9947332646
"2008Q4",9.4172222208,1,0,0,1,2.0503597486,-4.8243088488,-3.9687347007,4.1617550505,2.3924319991,-1.9430482075,2.0026664724,3.4925806452,6.9927694151
"2009Q1",2.1675967431,1,0,0,0,2.0086495215,-4.4299349601,-4.8243088488,3.2564350935,1.7963086334,-1.5040638815,2.0011658174,3.7710322581,7.0183864082
"2009Q2",-8.018031942,1,1,0,0,2.0486683443,0.5600335626,-4.4299349601,5.0504542183,1.9817934404,-1.8594506156,1.9949860463,3.6216129032,7.0164225587
"2009Q3",-6.771553273,1,0,1,0,2.0804125662,6.8656402787,0.5600335626,5.009769505,2.2453417805,-1.8377406436,1.9809775837,3.3943333333,7.0144587093
"2009Q4",-11.6336384924,1,0,0,1,2.0894454337,9.4172222208,6.8656402787,5.627437027,1.9108111834,-0.8297062286,1.9621678495,3.3303225806,7.0124948599
"2010Q1",-9.737806888,1,0,0,0,2.0179626993,2.1675967431,9.4172222208,5.9568606475,2.3281976682,-2.3459314898,1.9381628367,3.3909705882,7.1475315142
"2010Q2",-7.437561944,1,1,0,0,2.0123710419,-8.018031942,2.1675967431,6.0942332832,2.6896380926,1.3895718743,1.9255821091,3.2456,7.1455676647
"2010Q3",7.8084811056,1,0,1,0,2.0499610147,-6.771553273,-8.018031942,5.9126400802,2.8673598433,1.7337037544,1.9307898116,2.51125,7.1436038153
"2010Q4",5.9643934404,1,0,0,1,2.035732407,-11.6336384924,-6.771553273,5.2191983224,3.6809682801,-2.8221783224,1.9376952178,-0.11,7.1416399659
"2011Q1",5.8969221742,1,0,0,0,1.9734685807,-9.737806888,-11.6336384924,6.7596669805,3.0004681411,-2.3413611553,1.9465121974,1.6203225806,7.2145695405
"2011Q2",4.051941889,1,1,0,0,1.9788058271,-7.437561944,-9.737806888,5.4793138914,3.4106730935,-2.6036504448,1.9555549889,2.0466666667,7.2126056911
"2011Q3",-5.1496171558,1,0,1,0,2.0826139421,7.8084811056,-7.437561944,4.4909717423,3.5683011513,2.0396901982,1.9621133564,2.8206896552,7.2106418416
