"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",0.9884779892,2.21406811149799,2.21406811149799,3.07712849961276,3.11279055087732,2.95890544821447
"2007Q1",-0.5892371046,-0.492151880607199,-0.492151880607199,-0.798841111326353,-0.804180422838919,-0.779754686002107
"2007Q2",0.1112661355,-0.661762785296974,-0.661762785296974,-0.0588230719471834,-0.0461860450064734,-0.105331194416997
"2007Q3",3.5528164245,3.38548298824436,3.38548298824436,4.3517155376909,4.38062432088783,4.25040443878083
"2007Q4",2.1722848116,2.72955372279449,2.72955372279449,1.65893029003453,1.63690248088711,1.73738598338946
"2008Q1",1.4635221126,1.08505150063857,1.08505150063857,0.360452254597267,0.337498971349066,0.440139511381575
"2008Q2",1.7318753737,-0.423881177803849,-0.423881177803849,-0.356635155879764,-0.358420294743516,-0.350031669078817
"2008Q3",2.2735067751,1.32359107148981,1.32359107148981,0.963557724775829,0.955683939046122,0.990943702780345
"2008Q4",2.5439871532,1.61959970681071,1.61959970681071,1.35917422725087,1.35688249582982,1.36746331154212
"2009Q1",-2.2565901028,-0.798717049887664,-0.798717049887664,-1.30816676087008,-1.31494403833984,-1.28220164630965
"2009Q2",-5.6923610214,-3.44629798636549,-3.44629798636549,-2.35094031734021,-2.33822858804815,-2.39680749115426
"2009Q3",-2.9698343525,-1.57401026683014,-1.57401026683014,-1.10994249343695,-1.09566415793269,-1.16031981179135
"2009Q4",0.3066817947,-1.01546477924023,-1.01546477924023,-1.40370140247663,-1.40072074208966,-1.41473156631969
"2010Q1",0.0912911943,-1.09788689709286,-1.09788689709286,0.464229554251582,0.493016014420482,0.35580815717143
"2010Q2",6.6217745125,7.49038299032263,7.49038299032263,6.58870335448957,6.56001181222918,6.69375953409407
"2010Q3",4.9134983465,4.62625137096534,4.62625137096534,3.69983901079809,3.66808603907909,3.8040350470696
"2010Q4",2.303224969,2.76689995639409,2.76689995639409,3.24381134980578,3.24652010324282,3.23427374727709
"2011Q1",3.2226842664,3.23537469338424,3.23537469338424,3.18414341024074,3.18334463076118,3.18698037546564
"2011Q2",-0.1815684861,-0.367454526250584,-0.367454526250584,-0.647737268926798,-0.652573997254401,-0.630849802121662
"2011Q3",0.4131458527,0.421817882838792,0.421817882838792,0.599451967855292,0.603854364783795,0.583834600157325
