"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",3.5071519444,1,0,0,1,2.0575140316,14.2897442403,5.6704844759,4.1312414476,3.1099533848,3.4688456205,1.9822059332,3.7396774194,6.4265824883
"2007Q1",-0.3604745958,1,0,0,0,2.0548005032,11.9934851093,14.2897442403,4.8329796976,3.4256558291,3.2143204329,1.9862640145,3.635483871,6.3345600239
"2007Q2",4.2901446222,1,1,0,0,2.0565044682,4.4209378823,11.9934851093,3.4073808731,3.0492392711,3.384080422,1.9890164937,3.5044117647,6.3329347671
"2007Q3",6.008062694,1,0,1,0,2.0599557826,5.5182566172,4.4209378823,4.0886360355,2.8264190501,2.6238142656,1.9905856842,3.4184848485,6.3313095102
"2007Q4",5.6831701513,1,0,0,1,2.0724843905,3.5071519444,5.5182566172,5.258603974,3.4893519197,3.0595118067,1.9912381885,3.4645454545,6.3296842534
"2008Q1",5.5832364281,1,0,0,0,2.0532321535,-0.3604745958,3.5071519444,4.5633731927,3.127435369,2.5538365567,1.9952639116,3.3674193548,6.3613300447
"2008Q2",3.4005986293,1,1,0,0,2.0747477379,4.2901446222,-0.3604745958,4.6878024944,3.1546650829,2.8885167493,2.0004022599,3.4309090909,6.3597047879
"2008Q3",2.5893759432,1,0,1,0,2.0852946804,6.008062694,4.2901446222,4.8880338756,3.1054159983,2.1911545549,2.0016301734,3.508125,6.3580795311
"2008Q4",-2.1031215913,1,0,0,1,2.0964902227,5.6831701513,6.008062694,4.0039123536,3.4579016887,3.4125139277,2.0026664724,3.4925806452,6.3564542743
"2009Q1",-11.2538790155,1,0,0,0,2.0768271237,5.5832364281,5.6831701513,4.4152857696,3.4199239771,2.4771372294,2.0011658174,3.7710322581,6.7160263134
"2009Q2",-13.5039929522,1,1,0,0,2.089270791,3.4005986293,5.5832364281,6.4480259062,3.0276879624,2.9409576686,1.9949860463,3.6216129032,6.7144010565
"2009Q3",-10.0936098885,1,0,1,0,2.0963970684,2.5893759432,3.4005986293,6.4117310195,3.2582688539,2.3911546861,1.9809775837,3.3943333333,6.7127757997
"2009Q4",-2.2915552303,1,0,0,1,2.0872590666,-2.1031215913,2.5893759432,7.4171303823,3.4303939368,3.2453816664,1.9621678495,3.3303225806,6.7111505429
"2010Q1",7.6381488659,1,0,0,0,2.0249765032,-11.2538790155,-2.1031215913,7.3876696082,4.152730215,2.7938610679,1.9381628367,3.3909705882,6.7256370157
"2010Q2",13.0107283057,1,1,0,0,2.0262668504,-13.5039929522,-11.2538790155,6.2135224419,4.4926801661,2.8754273141,1.9255821091,3.2456,6.7240117589
"2010Q3",10.6377479165,1,0,1,0,2.0501876288,-10.0936098885,-13.5039929522,5.2415046694,4.6596231117,2.4826718114,1.9307898116,2.51125,6.722386502
"2010Q4",7.2714505416,1,0,0,1,2.0771911673,-2.2915552303,-10.0936098885,3.7610402323,4.1883314459,-2.650475209,1.9376952178,-0.11,6.7207612452
"2011Q1",7.669729259,1,0,0,0,2.0569427235,7.6381488659,-2.2915552303,4.0137723557,4.2268945468,3.0243422362,1.9465121974,1.6203225806,6.7562358577
"2011Q2",4.4917274848,1,1,0,0,2.0793865242,13.0107283057,7.6381488659,3.0245560734,4.2754986677,2.7760894087,1.9555549889,2.0466666667,6.7546106009
"2011Q3",7.1486909558,1,0,1,0,2.0940909557,10.6377479165,13.0107283057,3.2265621107,3.6141003643,3.0201184526,1.9621133564,2.8206896552,6.752985344
