"cte","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",356.894328206432,0.77760363468043,0.862230222760977,-0.112662216256783,-65.4398116651593,-0.24133082564645,0.0461027172970501,-1.20598198415659,-1.80738442731801,-0.706079966696684,-83.337800799424,-0.0774585165009226,-5.12600841126906
"2007Q1",361.688858182198,0.820944817845079,0.950334322334603,-0.0313129331608357,-64.3802521930772,-0.279869065315127,0.0397790784511233,-1.19774392458377,-1.99104901422717,-0.831990792927827,-81.755068896653,-0.0895956070796674,-6.41456211643422
"2007Q2",367.94089184314,0.797167197303119,1.04784167507122,0.0228881907168293,-65.7587149312276,-0.370356472858275,0.0473072462180706,-1.13826840274494,-2.23876887152451,-1.04091280944034,-74.4146105675944,-0.113335041142881,-8.7328858224783
"2007Q3",359.519180514315,0.807763701160401,1.1288093155143,0.0284048843153053,-73.8873062850742,-0.238122565118683,0.103769088035177,-1.12327754790518,-1.56632096781561,-0.986313216698515,-76.3521880332682,-0.0244187113545248,-5.04991485201931
"2007Q4",378.849578340629,0.693185874350123,1.23251985272398,0.197374964102901,-66.4082390288567,-0.252375287963716,0.0352575580719757,-1.19896986364137,-2.10709837942879,-0.895307660750547,-82.8762070265553,-0.0766868141179396,-7.87673639032664
"2008Q1",374.933599815282,0.902055271162714,1.40022288683415,0.448709124188989,-72.012387638619,-0.242298478708124,0.0263775508398167,-1.12462568363051,-1.96327226081782,-0.934809904538769,-72.4846496011999,-0.0450568843261033,-8.69363223878094
"2008Q2",382.834645307954,1.25315222792121,1.58610334227915,0.595373021778057,-75.3134384266504,-0.313736600940576,0.0216958366106058,-1.05026799749696,-2.24516667205677,-1.03875456804067,-60.767667319937,-0.10333571291308,-11.9323273160515
"2008Q3",391.350959716541,1.32069030467605,1.20504508044077,0.328391424817928,-76.3853312465593,-0.402590017201303,0.120728334443162,-1.1330773412063,-2.10057642380779,-1.1586175833029,-74.552514527672,-0.0402981593218401,-8.93606116078839
"2008Q4",386.164672033212,1.28669784592915,1.25113742465798,0.471755171877896,-77.1760013808859,-0.315764072480807,0.0405334478194099,-1.10666042283814,-2.04758699884345,-1.00119298348248,-68.8625817536414,-0.0809035578301194,-9.65929933370827
"2009Q1",389.775284906323,1.27179340103781,1.25837779694294,0.472569309951834,-74.8665155822211,-0.287449035803894,0.0339224479902675,-1.14624378216634,-2.05214301988234,-0.841531482317159,-75.304262610286,-0.0922833947105447,-9.1063727133138
"2009Q2",382.933283105,1.33057587672428,1.25811947717496,0.492164451241528,-75.7353675027404,-0.276605642032859,0.0332660630531387,-1.11982709170641,-1.95989184258377,-0.804123205162486,-71.9718033739671,-0.0739663095375732,-8.89954708311989
"2009Q3",400.151254183762,1.58949083937326,1.55477612997206,0.546459082097686,-77.8931439607555,-0.464583169240621,0.0669135371456881,-1.06554177463715,-2.4474800722569,-1.29739796532511,-67.6756710951776,-0.135981411173314,-11.4014482514171
"2009Q4",374.891847858755,1.31614595743557,1.34487329999753,0.41426436454934,-73.3085111008246,-0.298623764375711,0.0415324229119683,-1.11609298423756,-1.95190764876804,-0.872022856325937,-76.0702232468281,-0.0791277979583317,-7.29364533903987
"2010Q1",380.031964078723,1.26283136625323,1.30231225175414,0.478348725282514,-76.8606212346584,-0.259739663827368,0.0309064140610716,-1.05035530955526,-1.86945708699306,-0.830830056772385,-71.3204913925578,-0.0267338860753301,-8.42570817648444
"2010Q2",362.076041617377,1.22489914516552,1.31239597225981,0.57465110693429,-81.5482488321129,-0.206098368817373,0.0161071646970259,-0.994916629801437,-1.58652787047363,-0.879854368458461,-59.5588772535123,-0.0410908719933034,-7.93869653366145
"2010Q3",374.366781253316,1.38052842172622,1.36406166349635,0.578355955292981,-82.8450196658017,-0.382294766069608,0.0527725237892167,-1.0062248925433,-1.98049922788838,-1.26899468760362,-55.0020336986426,-0.0547583395529736,-10.1413632886684
"2010Q4",367.304083014234,1.26827909640871,1.26364982974889,0.502284695966053,-80.2304404792734,-0.303847005857922,0.0382547380641301,-1.03833858615178,-1.82039218136879,-1.06383173832449,-59.9263040174744,-0.0278713503381523,-8.72160492863862
"2011Q1",359.022037897186,0.951565793754658,0.988573806193626,0.226038046562188,-72.7708885777958,-0.212484219831864,0.015875157974483,-1.13795568421248,-1.70260366614222,-0.791974293159531,-71.7787985383026,-0.0549952269289367,-6.5574207366433
"2011Q2",361.99846890311,0.859495743534118,0.955150911075222,0.106408511423223,-69.0401107868117,-0.236498646642852,0.0236902920365204,-1.18910900302197,-1.80584997596917,-0.642999299440227,-78.3059391555975,-0.0550208409521094,-6.23034322974288
"2011Q3",366.386467011736,0.947322849198704,1.02527434254487,0.178627484971883,-72.9096271154511,-0.282384403444179,0.0386960719348613,-1.12832279190539,-1.87605864054085,-0.928104436990777,-72.8428911693601,-0.0802698257208364,-7.09172950207471
