"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"2006Q4",11.6456989592809,11.6456989592809,11.6456989592809,11.6456989592809,12.2401118571087,12.2401118571087,12.2401118571087,12.2401118571087,11.8407285316422,11.8407285316422,11.8407285316422,11.8407285316422,11.6499265383527,11.6499265383527,11.6499265383527,11.6499265383527,11.6643009895452,11.6643009895452,11.6643009895452,11.6643009895452,10.8761716826052,11.6456989592809,12.2401118571087,11.8407285316422,11.6499265383527,11.6643009895452,10.8761716826052
"2007Q1",8.4324626983431,8.4324626983431,8.4324626983431,8.4324626983431,8.80677341456794,8.80677341456794,8.80677341456794,8.80677341456794,8.87349877137376,8.87349877137376,8.87349877137376,8.87349877137376,8.4330331087736,8.4330331087736,8.4330331087736,8.4330331087736,8.83146771839881,8.83146771839881,8.83146771839881,8.83146771839881,10.2728664284939,8.4324626983431,8.80677341456794,8.87349877137376,8.4330331087736,8.83146771839881,10.2728664284939
"2007Q2",7.35445064029801,7.35445064029801,7.35445064029801,7.35445064029801,8.79523099374285,8.79523099374285,8.79523099374285,8.79523099374285,9.16251952344021,9.16251952344021,9.16251952344021,9.16251952344021,7.36039470034831,7.36039470034831,7.36039470034831,7.36039470034831,9.16190503347599,9.16190503347599,9.16190503347599,9.16190503347599,9.22062345802237,7.35445064029801,8.79523099374285,9.16251952344021,7.36039470034831,9.16190503347599,9.22062345802237
"2007Q3",8.0058188366686,8.0058188366686,8.0058188366686,8.0058188366686,8.18218492994481,8.18218492994481,8.18218492994481,8.18218492994481,8.2964557353996,8.2964557353996,8.2964557353996,8.2964557353996,8.00876675101108,8.00876675101108,8.00876675101108,8.00876675101108,8.60729163450077,8.60729163450077,8.60729163450077,8.60729163450077,9.22844587754344,8.0058188366686,8.18218492994481,8.2964557353996,8.00876675101108,8.60729163450077,9.22844587754344
"2007Q4",4.99953085625089,4.99953085625089,4.99953085625089,4.99953085625089,4.19892010104331,4.19892010104331,4.19892010104331,4.19892010104331,3.49213015636542,3.49213015636542,3.49213015636542,3.49213015636542,4.97996284390899,4.97996284390899,4.97996284390899,4.97996284390899,3.41030984341825,3.41030984341825,3.41030984341825,3.41030984341825,3.14746577897131,4.99953085625089,4.19892010104331,3.49213015636542,4.97996284390899,3.41030984341825,3.14746577897131
"2008Q1",0.851147346707592,0.851147346707592,0.851147346707592,0.851147346707592,1.28012727648274,1.28012727648274,1.28012727648274,1.28012727648274,1.3542674395099,1.3542674395099,1.3542674395099,1.3542674395099,0.851350532763377,0.851350532763377,0.851350532763377,0.851350532763377,1.32852825958832,1.32852825958832,1.32852825958832,1.32852825958832,1.50022592763457,0.851147346707592,1.28012727648274,1.3542674395099,0.851350532763377,1.32852825958832,1.50022592763457
"2008Q2",0.916346897673463,0.916346897673463,0.916346897673463,0.916346897673463,-0.145191838885353,-0.145191838885353,-0.145191838885353,-0.145191838885353,-0.48915570171863,-0.48915570171863,-0.48915570171863,-0.48915570171863,0.91386825961456,0.91386825961456,0.91386825961456,0.91386825961456,-0.31903983626745,-0.31903983626745,-0.31903983626745,-0.31903983626745,0.190358768240685,0.916346897673463,-0.145191838885353,-0.48915570171863,0.91386825961456,-0.31903983626745,0.190358768240685
"2008Q3",3.49362139693039,3.49362139693039,3.49362139693039,3.49362139693039,3.61866422310186,3.61866422310186,3.61866422310186,3.61866422310186,3.58708874759662,3.58708874759662,3.58708874759662,3.58708874759662,3.49418585797559,3.49418585797559,3.49418585797559,3.49418585797559,3.5796788249404,3.5796788249404,3.5796788249404,3.5796788249404,1.26996013495386,3.49362139693039,3.61866422310186,3.58708874759662,3.49418585797559,3.5796788249404,1.26996013495386
"2008Q4",0.20980802994319,0.20980802994319,0.20980802994319,0.20980802994319,-1.47795249653632,-1.47795249653632,-1.47795249653632,-1.47795249653632,-0.132080177834951,-0.132080177834951,-0.132080177834951,-0.132080177834951,0.190470303829215,0.190470303829215,0.190470303829215,0.190470303829215,-0.160227867222375,-0.160227867222375,-0.160227867222375,-0.160227867222375,0.0201982961823433,0.20980802994319,-1.47795249653632,-0.132080177834951,0.190470303829215,-0.160227867222375,0.0201982961823433
"2009Q1",-5.93864831465993,-5.93864831465993,-5.93864831465993,-5.93864831465993,-6.85411499250415,-6.85411499250415,-6.85411499250415,-6.85411499250415,-7.2564653685651,-7.2564653685651,-7.2564653685651,-7.2564653685651,-5.9243844918642,-5.9243844918642,-5.9243844918642,-5.9243844918642,-7.44906172086058,-7.44906172086058,-7.44906172086058,-7.44906172086058,-7.94932419288648,-5.93864831465993,-6.85411499250415,-7.2564653685651,-5.9243844918642,-7.44906172086058,-7.94932419288648
"2009Q2",-7.08826943130606,-7.08826943130606,-7.08826943130606,-7.08826943130606,-8.04593411843769,-8.04593411843769,-8.04593411843769,-8.04593411843769,-8.44180998908655,-8.44180998908655,-8.44180998908655,-8.44180998908655,-7.08766860716884,-7.08766860716884,-7.08766860716884,-7.08766860716884,-8.38276565939236,-8.38276565939236,-8.38276565939236,-8.38276565939236,-8.27021812594944,-7.08826943130606,-8.04593411843769,-8.44180998908655,-7.08766860716884,-8.38276565939236,-8.27021812594944
"2009Q3",-6.02748378957676,-6.02748378957676,-6.02748378957676,-6.02748378957676,-5.53583962988796,-5.53583962988796,-5.53583962988796,-5.53583962988796,-5.33891267795212,-5.33891267795212,-5.33891267795212,-5.33891267795212,-6.02336845941704,-6.02336845941704,-6.02336845941704,-6.02336845941704,-5.10980967839316,-5.10980967839316,-5.10980967839316,-5.10980967839316,-4.81536718391385,-6.02748378957676,-5.53583962988796,-5.33891267795212,-6.02336845941704,-5.10980967839316,-4.81536718391385
"2009Q4",-6.88187549691321,-6.88187549691321,-6.88187549691321,-6.88187549691321,-4.90223751325766,-4.90223751325766,-4.90223751325766,-4.90223751325766,-4.81583741941188,-4.81583741941188,-4.81583741941188,-4.81583741941188,-6.88684447695971,-6.88684447695971,-6.88684447695971,-6.88684447695971,-5.02404091698531,-5.02404091698531,-5.02404091698531,-5.02404091698531,-4.58223583784616,-6.88187549691321,-4.90223751325766,-4.81583741941188,-6.88684447695971,-5.02404091698531,-4.58223583784616
"2010Q1",7.19793486200541,7.19793486200541,7.19793486200541,7.19793486200541,5.94002658165516,5.94002658165516,5.94002658165516,5.94002658165516,5.87796598514115,5.87796598514115,5.87796598514115,5.87796598514115,7.19950543395453,7.19950543395453,7.19950543395453,7.19950543395453,6.02440756210672,6.02440756210672,6.02440756210672,6.02440756210672,5.5721164360923,7.19793486200541,5.94002658165516,5.87796598514115,7.19950543395453,6.02440756210672,5.5721164360923
"2010Q2",10.1805490159141,10.1805490159141,10.1805490159141,10.1805490159141,7.96572656673288,7.96572656673288,7.96572656673288,7.96572656673288,8.26901343156828,8.26901343156828,8.26901343156828,8.26901343156828,10.1887788481196,10.1887788481196,10.1887788481196,10.1887788481196,8.06756269397084,8.06756269397084,8.06756269397084,8.06756269397084,8.34269329695212,10.1805490159141,7.96572656673288,8.26901343156828,10.1887788481196,8.06756269397084,8.34269329695212
"2010Q3",7.25230329674827,7.25230329674827,7.25230329674827,7.25230329674827,5.81708399362276,5.81708399362276,5.81708399362276,5.81708399362276,5.8130248494881,5.8130248494881,5.8130248494881,5.8130248494881,7.25329778191139,7.25329778191139,7.25329778191139,7.25329778191139,5.61976307348669,5.61976307348669,5.61976307348669,5.61976307348669,4.5498559993971,7.25230329674827,5.81708399362276,5.8130248494881,7.25329778191139,5.61976307348669,4.5498559993971
"2010Q4",7.3282621896218,7.3282621896218,7.3282621896218,7.3282621896218,7.33124311741369,7.33124311741369,7.33124311741369,7.33124311741369,6.87559446277862,6.87559446277862,6.87559446277862,6.87559446277862,7.32875225957969,7.32875225957969,7.32875225957969,7.32875225957969,7.42572767172629,7.42572767172629,7.42572767172629,7.42572767172629,7.94673271068723,7.3282621896218,7.33124311741369,6.87559446277862,7.32875225957969,7.42572767172629,7.94673271068723
