"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",2.0014817726,1,0,0,1,2.0507078499,4.3956550729,3.3444153127,4.4357925065,3.4567339954,3.2580846613,1.9822059332,3.7396774194,6.3562147231
"2007Q1",3.8447335479,1,0,0,0,2.0448603119,8.2946081502,4.3956550729,5.0846544216,3.7356134374,2.8520458098,1.9862640145,3.635483871,6.3950116469
"2007Q2",1.7713351074,1,1,0,0,2.0546077022,6.0071780211,8.2946081502,4.1757278111,2.9141499268,3.7485868525,1.9890164937,3.5044117647,6.3931804421
"2007Q3",4.7002483961,1,0,1,0,2.049587003,4.6895406123,6.0071780211,4.286554103,3.3937342419,3.1367731716,1.9905856842,3.4184848485,6.3913492372
"2007Q4",4.623213844,1,0,0,1,2.0593143307,2.0014817726,4.6895406123,5.7533830913,3.5196402989,2.8551228859,1.9912381885,3.4645454545,6.3895180323
"2008Q1",-0.7199645912,1,0,0,0,2.0612447882,3.8447335479,2.0014817726,6.2743260877,3.4392923549,3.5336434422,1.9952639116,3.3674193548,6.4468864847
"2008Q2",2.3473246824,1,1,0,0,2.0622331741,1.7713351074,3.8447335479,5.5543535733,3.0246716818,-2.2173223841,2.0004022599,3.4309090909,6.4450552799
"2008Q3",0.3456823332,1,0,1,0,2.069534715,4.7002483961,1.7713351074,5.7224944398,3.4196291257,-3.1326351882,2.0016301734,3.508125,6.443224075
"2008Q4",-0.5779992646,1,0,0,1,2.0789423873,4.623213844,4.7002483961,5.3496162621,3.5795504283,3.5514335929,2.0026664724,3.4925806452,6.4413928701
"2009Q1",-7.3690348465,1,0,0,0,2.0581067116,-0.7199645912,4.623213844,4.7847447551,3.460133835,2.7022709857,2.0011658174,3.7710322581,6.5087009609
"2009Q2",-11.0965818972,1,1,0,0,2.072309669,2.3473246824,-0.7199645912,6.5591260893,3.0430023914,2.3368093306,1.9949860463,3.6216129032,6.5068697561
"2009Q3",-6.8530396525,1,0,1,0,2.0710334054,0.3456823332,2.3473246824,6.1614465587,3.7418360984,-2.0596035088,1.9809775837,3.3943333333,6.5050385512
"2009Q4",-4.348743935,1,0,0,1,2.0764248858,-0.5779992646,0.3456823332,6.3703772858,4.2608853022,3.3142272746,1.9621678495,3.3303225806,6.5032073463
"2010Q1",3.6076486288,1,0,0,0,2.0248629007,-7.3690348465,-0.5779992646,7.2694010304,4.6786303948,3.5248019299,1.9381628367,3.3909705882,6.5434477543
"2010Q2",9.6478642648,1,1,0,0,2.0212281278,-11.0965818972,-7.3690348465,7.2014546163,4.6666107517,3.3958625672,1.9255821091,3.2456,6.5416165495
"2010Q3",5.0615796872,1,0,1,0,2.0402020926,-6.8530396525,-11.0965818972,6.3654193891,5.7760557198,3.6959841457,1.9307898116,2.51125,6.5397853446
"2010Q4",4.8239378928,1,0,0,1,2.0571155632,-4.348743935,-6.8530396525,4.9688550869,5.312293889,2.8242951689,1.9376952178,-0.11,6.5379541397
"2011Q1",6.0373520823,1,0,0,0,2.0402547182,3.6076486288,-4.348743935,5.1044031481,5.1575517835,3.29028007,1.9465121974,1.6203225806,6.586874327
"2011Q2",3.1479063128,1,1,0,0,2.0612283046,9.6478642648,3.6076486288,3.1189434004,4.7820823131,3.7772657588,1.9555549889,2.0466666667,6.5850431221
"2011Q3",5.0358310536,1,0,1,0,2.0616460191,5.0615796872,9.6478642648,3.3694380247,5.7758637734,3.7986609291,1.9621133564,2.8206896552,6.5832119172
