"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",1.681710439,1,0,0,1,2.0364720407,0.3100368953,-0.8218009761,3.4057649714,3.1943788356,3.1410100388,1.9822059332,3.7396774194,6.8613198481
"2007Q1",2.6560760415,1,0,0,0,2.0098466309,6.8959641033,0.3100368953,3.5754665283,3.3684964221,2.3414653322,1.9862640145,3.635483871,6.8595174418
"2007Q2",-0.4969077065,1,1,0,0,2.0222493483,3.0032024042,6.8959641033,2.6637971939,3.3948189524,1.1206341487,1.9890164937,3.5044117647,6.8577150354
"2007Q3",1.0595020948,1,0,1,0,2.0323625066,1.6404647093,3.0032024042,3.3046732319,4.1742115793,2.2520355848,1.9905856842,3.4184848485,6.8559126291
"2007Q4",3.7444679422,1,0,0,1,2.0437148838,1.681710439,1.6404647093,3.9826921451,3.7118572236,2.9082077288,1.9912381885,3.4645454545,6.8541102228
"2008Q1",0.209619889,1,0,0,0,2.0212312906,2.6560760415,1.681710439,4.3842375574,4.3978473304,1.3456986426,1.9952639116,3.3674193548,6.8523078164
"2008Q2",4.6195040454,1,1,0,0,2.020085926,-0.4969077065,2.6560760415,4.2786261937,3.4869475536,1.7295306369,2.0004022599,3.4309090909,6.8505054101
"2008Q3",3.2128333781,1,0,1,0,2.0369396608,1.0595020948,-0.4969077065,4.7273618037,3.5909084617,3.0499798046,2.0016301734,3.508125,6.8487030037
"2008Q4",-0.7119302209,1,0,0,1,2.0596798315,3.7444679422,1.0595020948,5.0165731111,3.1326451946,3.0987474087,2.0026664724,3.4925806452,6.8469005974
"2009Q1",-6.110072961,1,0,0,0,2.0221407054,0.209619889,3.7444679422,4.827845335,3.6786098816,1.8483269866,2.0011658174,3.7710322581,6.8450981911
"2009Q2",-6.5524623251,1,1,0,0,2.0396985829,4.6195040454,0.209619889,5.6460607774,3.8979564001,2.7137409837,1.9949860463,3.6216129032,6.8432957847
"2009Q3",-3.4470976285,1,0,1,0,2.0506733612,3.2128333781,4.6195040454,6.1889017268,3.7018349608,3.6651411903,1.9809775837,3.3943333333,6.8414933784
"2009Q4",-0.8246648466,1,0,0,1,2.0565768994,-0.7119302209,3.2128333781,6.4272459149,5.27822979,2.9617497477,1.9621678495,3.3303225806,6.8396909721
"2010Q1",3.4281307575,1,0,0,0,1.9947597069,-6.110072961,-0.7119302209,6.3393703602,6.1957029909,2.2630829733,1.9381628367,3.3909705882,6.8870395739
"2010Q2",5.696645055,1,1,0,0,2.0102664452,-6.5524623251,-6.110072961,6.1551022968,6.753670735,2.5225730662,1.9255821091,3.2456,6.8852371676
"2010Q3",2.4594370779,1,0,1,0,2.0354386943,-3.4470976285,-6.5524623251,5.3389452479,7.1478600998,2.6522197367,1.9307898116,2.51125,6.8834347612
"2010Q4",4.4527004989,1,0,0,1,2.0529805762,-0.8246648466,-3.4470976285,4.1430700253,7.1788677656,-2.3430841938,1.9376952178,-0.11,6.8816323549
"2011Q1",6.0508958024,1,0,0,0,2.0093983827,3.4281307575,-0.8246648466,4.7487331865,6.03430988,1.7575658157,1.9465121974,1.6203225806,6.9592302441
"2011Q2",2.0469088085,1,1,0,0,2.0343276477,5.696645055,3.4281307575,4.1930307362,5.4073975471,2.6167160623,1.9555549889,2.0466666667,6.9574278378
"2011Q3",2.9017651611,1,0,1,0,2.0459906598,2.4594370779,5.696645055,3.5846395737,5.3788733107,3.3649468375,1.9621133564,2.8206896552,6.9556254315
