"cte","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",195.070092640682,5.52790023568522,10.9364675885027,15.8272062376569,-366.914906384341,0.291834572389743,0.00158721641740097,0.531149548747534,2.22480854800749,-0.133061908641658,122.078280479429,-0.465069493897856,42.3704974823321
"2007Q1",272.126439569887,5.61128856952324,11.1751717090984,16.2113949209173,-383.136329983877,0.377928057191126,0.00112003278822345,0.510364926306928,2.34472472284903,-0.0483686714171642,119.722465523046,-0.546745878158654,36.5377758066226
"2007Q2",221.287249976026,5.23114568664575,10.5982352100253,15.4152960145696,-362.730611743538,0.296460401012589,0.000862267495462541,0.457346656773543,2.13668152080087,-0.0866524795600081,114.069558996941,-0.493819626994633,39.767442311501
"2007Q3",154.028618718334,4.62578612054085,9.4222180624909,13.9669521415099,-326.457713389405,0.178005776558351,-2.8096763310462e-05,0.368910502565133,1.72475616500589,-0.128203981922526,98.5031027806827,-0.434351200964553,43.7589727979229
"2007Q4",208.681341001301,5.04348665741362,10.0848919922689,14.964880745754,-351.676797152054,0.269304702694064,0.000153282583721385,0.449614231628353,1.9940345267412,-0.0525440847655541,107.876476728582,-0.5410538242492,40.2663002932546
"2008Q1",175.505391992754,4.77055173701023,9.6393347479602,14.4520355711528,-339.563487803803,0.239760935406947,-1.64633902467251e-05,0.374880732223977,2.05722337241375,-0.0714685546502983,109.61332820229,-0.418536464355743,41.0263390622059
"2008Q2",168.604969209258,4.92114674354466,9.62558583008754,14.3622127862907,-342.188881249414,0.184012775606353,0.0010446521816675,0.398804012944869,1.91376152393796,-0.0196439448421874,115.137920947716,-0.707300018209507,41.4259575957604
"2008Q3",196.592205770082,5.31273017074498,10.3783563478563,15.3028197143554,-364.431613544233,0.257828682464541,0.000460218460789759,0.516457683193224,2.14090134738701,-0.0241995007463341,125.43990739434,-0.695876969527397,40.648453066344
"2008Q4",171.260448860386,5.23268026426478,10.2594424999935,15.1895635692082,-358.03940014561,0.245220504958294,-0.000166642612908855,0.514755313207896,2.12531064995901,-0.0730225315244614,124.647986787659,-0.5608663759017,42.6544957116112
"2009Q1",267.885567292968,6.23398704450833,11.887954019326,17.3987089527711,-408.608350079143,0.431341841068348,-0.000445221054788313,0.736459668864765,2.56838340774447,-0.0602165552675816,138.398240377581,-0.597257097320116,38.9466311921004
"2009Q2",96.6432923722533,4.74191155872315,9.79728198173566,14.3805123602486,-330.010336416527,0.106258868795511,0.000857341253930024,0.371847399640248,1.66168530287361,-0.239158589111937,106.671972070138,-0.308845671764939,50.8146805612203
"2009Q3",208.270853708922,5.31014310992279,10.7997636150917,15.700141068734,-369.237096989007,0.246678850236335,0.00203345174556186,0.530065909209195,1.9126206815676,-0.0873490417280715,115.740331828128,-0.677868605926601,43.2760884439768
"2009Q4",198.429912671113,5.28737217259777,10.7400978100555,15.7000316656423,-366.125752959637,0.252742436959422,0.00244212747670119,0.515730773805705,1.99578347357998,-0.104172534812771,115.913728981258,-0.533006542614472,43.6360281010294
"2010Q1",223.955714541773,5.3178715130327,10.58107909193,15.5452008694404,-364.906363012451,0.262247396289705,0.00278434178334801,0.410779820290187,2.07951656248405,0.0638583562839146,118.483641896466,-0.784378141485266,38.8997802652339
"2010Q2",186.374725192933,5.26972723904152,10.4415095061563,15.2953343590207,-353.831540418781,0.227410080120322,0.00100444626535861,0.413544045125891,1.98855753551889,-0.0696417018443862,112.731458895122,-0.505365548769167,42.7496455279591
"2010Q3",207.824573480654,5.40183694608416,10.6613479831472,15.5964992019066,-362.90739364217,0.251521714838469,0.0013981945744135,0.461065098907962,2.00794527109276,-0.0476176695508635,114.985870968247,-0.614148847733106,41.6321772500831
"2010Q4",214.243844641619,5.41757443513613,10.6925004841283,15.6345572930847,-364.193433179767,0.253357169699449,0.00153365844029434,0.467645730234004,1.99709353418986,-0.0471456977955658,114.941512167008,-0.668607212044741,41.1155721808083
"2011Q1",201.405138216099,5.37490580504587,10.6110299716187,15.5479611234859,-359.789941259865,0.249978724403058,0.0011663447557844,0.440055453339367,2.03656769395875,-0.0732400104524736,114.434811233712,-0.540499337425748,41.7785720946633
"2011Q2",204.472719742798,5.36204701519981,10.6100683703014,15.54016767974,-360.07090366447,0.24756029189823,0.00103715911020286,0.439127600305911,2.02824924814767,-0.0686327848556077,114.38921551121,-0.558790880369386,41.4419525338234
"2011Q3",171.480871106981,5.28428697312176,10.557423373358,15.4176013070165,-353.076308657254,0.235746940025067,0.000510509645920877,0.441032176062264,2.00038248666745,-0.163884982042224,112.505642395408,-0.359262694684476,44.6875419694442
