"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",16.5484168939,17.1340589377579,17.1340589377579,17.644504266021,17.6569410830698,17.6001592497765
"2007Q1",12.8828784361,12.9041210386186,12.9041210386186,12.8765216404599,12.8762625095443,12.8774575166832
"2007Q2",14.7396575914,12.7276864453476,12.7276864453476,11.760775263291,11.7309662539936,11.8642043450355
"2007Q3",6.3736476201,7.70951554185129,7.70951554185129,8.79299849653612,8.8206881523921,8.69606344676962
"2007Q4",3.8993387398,4.88071815853449,4.88071815853449,5.24071391269712,5.2519153495209,5.20054332977149
"2008Q1",2.4849954117,2.0848073351873,2.0848073351873,0.0665207254609225,-0.0883620514080625,0.516696615955486
"2008Q2",0.5144709352,-0.906943487123254,-0.906943487123254,-0.461264630195421,-0.453635988520816,-0.489735689418637
"2008Q3",1.4865595487,2.63676031118564,2.63676031118564,1.93268142051097,1.92245427998144,1.97082043898122
"2008Q4",0.5318929127,-0.59723999426624,-0.59723999426624,-0.0159606987080189,-0.00621564268868421,-0.0519569236391593
"2009Q1",-7.1000745422,-7.25371478144532,-7.25371478144532,-5.75721697444369,-5.7200725456573,-5.88777248184295
"2009Q2",-15.1464599666,-11.6992335911624,-11.6992335911624,-11.349980578826,-11.3501285691029,-11.3493953894795
"2009Q3",-7.183299242,-10.0843505496827,-10.0843505496827,-9.07761273387203,-9.0738543877813,-9.09250207636273
"2009Q4",-6.0819948101,-6.6108556827357,-6.6108556827357,-6.49489752156141,-6.49088958680123,-6.50923673375265
"2010Q1",1.3464702675,1.93245019095729,1.93245019095729,1.58114874890527,1.57153815112627,1.61592801856765
"2010Q2",10.7436395932,10.4497704057392,10.4497704057392,10.5030000328945,10.5058833995221,10.4926320333704
"2010Q3",5.0022701914,5.09107684837552,5.09107684837552,5.4960210718013,5.50602843759627,5.46112956488386
"2010Q4",7.5110070194,7.60197933602445,7.60197933602445,6.01039392721302,5.9504114088395,6.21292357280849
"2011Q1",5.7189381807,5.6655439701687,5.6655439701687,7.65060670973665,7.73244883781521,7.37953384868048
"2011Q2",4.2594738244,4.53950220494232,4.53950220494232,5.12075253075507,5.13271822572804,5.07862768188533
"2011Q3",6.8435370293,7.16971299537398,7.16971299537398,5.29353679419916,5.22791661438909,5.51869939017671
