"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",1.7826372829,1,0,0,1,2.0420967345,2.9205221414,-0.2994056506,3.1337148429,3.1685724902,2.5460512813,1.9822059332,3.7396774194,6.6958247996
"2007Q1",2.9103708417,1,0,0,0,2.0292537764,6.3420835334,2.9205221414,3.2604237057,2.9617722697,2.8655311716,1.9862640145,3.635483871,6.7270839063
"2007Q2",0.4462223717,1,1,0,0,2.0509416175,5.177664727,6.3420835334,2.3516464754,2.9729742259,2.8538084972,1.9890164937,3.5044117647,6.7251599261
"2007Q3",1.4641429282,1,0,1,0,2.0478503545,9.9821833433,5.177664727,2.7547733724,3.7237712326,-3.3933396411,1.9905856842,3.4184848485,6.7232359458
"2007Q4",0.4583269978,1,0,0,1,2.0497704342,1.7826372829,9.9821833433,3.520062107,3.6315910341,2.3812830035,1.9912381885,3.4645454545,6.7213119656
"2008Q1",0.5423134981,1,0,0,0,2.0417129196,2.9103708417,1.7826372829,3.6360021734,3.7739362299,2.9152706985,1.9952639116,3.3674193548,6.7676310116
"2008Q2",3.8835695747,1,1,0,0,2.0528752257,0.4462223717,2.9103708417,4.1359824398,2.8586759088,2.6664417027,2.0004022599,3.4309090909,6.7657070314
"2008Q3",0.1342736875,1,0,1,0,2.0541629457,1.4641429282,0.4462223717,4.1893364205,3.3337172159,2.9240564395,2.0016301734,3.508125,6.7637830511
"2008Q4",-1.1807403502,1,0,0,1,2.0517563755,0.4583269978,1.4641429282,3.6740767832,3.5040997474,2.8561000918,2.0026664724,3.4925806452,6.7618590709
"2009Q1",-7.2024574673,1,0,0,0,2.0440617938,0.5423134981,0.4583269978,3.6242833774,3.7765349085,3.0835479944,2.0011658174,3.7710322581,6.8631900579
"2009Q2",-13.0880567192,1,1,0,0,2.0694220899,3.8835695747,0.5423134981,4.343602358,4.0938523871,2.4365546572,1.9949860463,3.6216129032,6.8612660777
"2009Q3",-1.5417579447,1,0,1,0,2.0547456978,0.1342736875,3.8835695747,4.9320222379,4.1703307289,2.9663396378,1.9809775837,3.3943333333,6.8593420974
"2009Q4",4.1101018685,1,0,0,1,2.0465979713,-1.1807403502,0.1342736875,5.7493394258,5.309988067,2.8529925927,1.9621678495,3.3303225806,6.8574181172
"2010Q1",8.9666349693,1,0,0,0,2.0115982692,-7.2024574673,-1.1807403502,5.6441270981,6.0035040345,2.7636991903,1.9381628367,3.3909705882,5.3813893443
"2010Q2",15.239313688,1,1,0,0,2.0085015504,-13.0880567192,-7.2024574673,5.5729093851,5.2351382149,2.6284255454,1.9255821091,3.2456,5.3794653641
"2010Q3",7.5398844733,1,0,1,0,2.0479977751,-1.5417579447,-13.0880567192,4.6940035828,6.3572016027,2.6518761325,1.9307898116,2.51125,5.3775413839
"2010Q4",6.3539613848,1,0,0,1,2.0640908427,4.1101018685,-1.5417579447,3.6376739979,6.8252912011,2.5963554039,1.9376952178,-0.11,5.3756174036
"2011Q1",5.9981847022,1,0,0,0,2.0488918087,8.9666349693,4.1101018685,5.0427791183,5.5881947004,2.9704073339,1.9465121974,1.6203225806,6.9154187466
"2011Q2",4.8175246812,1,1,0,0,2.0701022135,15.239313688,8.9666349693,4.3013465437,5.5344493233,2.7973168499,1.9555549889,2.0466666667,6.9134947664
"2011Q3",4.6594888625,1,0,1,0,2.0795673407,7.5398844733,15.239313688,4.0425334323,5.9431286104,-1.9513558455,1.9621133564,2.8206896552,6.9115707861
