"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",5.9803879927,1,0,0,1,2.0687737637,9.5190242038,4.4923008811,2.4069193942,2.4870711595,3.643538232,1.9822059332,3.7396774194,7.5150660211
"2007Q1",3.483732495,1,0,0,0,2.029253447,7.2305237933,9.5190242038,3.1217049258,2.3548477241,3.4308799807,1.9862640145,3.635483871,7.6806879481
"2007Q2",4.4933005064,1,1,0,0,2.0549974933,5.7747491972,7.2305237933,2.5910233381,2.6722785633,3.6989918701,1.9890164937,3.5044117647,7.6775859091
"2007Q3",3.112229127,1,0,1,0,2.0742875828,6.5825181962,5.7747491972,3.012063436,2.7724522327,3.619224662,1.9905856842,3.4184848485,7.6744838701
"2007Q4",1.518028959,1,0,0,1,2.0939992689,5.9803879927,6.5825181962,3.3213795281,2.7800615738,3.6991509729,1.9912381885,3.4645454545,7.671381831
"2008Q1",3.6247535376,1,0,0,0,2.0441255316,3.483732495,5.9803879927,3.9693595765,3.6148384474,3.5865801397,1.9952639116,3.3674193548,7.580208486
"2008Q2",2.8394331439,1,1,0,0,2.0740859403,4.4933005064,3.483732495,3.7355211432,2.7959632512,3.5054662067,2.0004022599,3.4309090909,7.577106447
"2008Q3",-3.0309750332,1,0,1,0,2.0875977586,3.112229127,4.4933005064,3.4426858804,2.9653967568,3.7152099968,2.0016301734,3.508125,7.5740044079
"2008Q4",0.4040203604,1,0,0,1,2.1005424459,1.518028959,3.112229127,3.6825961956,3.5382836268,3.8232845433,2.0026664724,3.4925806452,7.5709023689
"2009Q1",-11.4085332659,1,0,0,0,2.0595890422,3.6247535376,1.518028959,3.4446081287,3.5518804855,3.4465317242,2.0011658174,3.7710322581,7.6152048623
"2009Q2",-14.8104334948,1,1,0,0,2.0862456144,2.8394331439,3.6247535376,3.8014910292,4.0440887443,3.6767332539,1.9949860463,3.6216129032,7.6121028233
"2009Q3",-6.5318916046,1,0,1,0,2.0742307873,-3.0309750332,2.8394331439,4.6955153034,4.6522733851,3.4657636121,1.9809775837,3.3943333333,7.6090007842
"2009Q4",-6.4139535928,1,0,0,1,2.102293549,0.4040203604,-3.0309750332,4.6256471967,6.1102856083,3.7999778386,1.9621678495,3.3303225806,7.6058987452
"2010Q1",1.0551736883,1,0,0,0,2.0069809342,-11.4085332659,0.4040203604,4.9101268256,7.7731308721,3.629451334,1.9381628367,3.3909705882,7.6479497115
"2010Q2",6.3338482276,1,1,0,0,2.0166320227,-14.8104334948,-11.4085332659,5.1124729896,8.054286273,3.6162554198,1.9255821091,3.2456,7.6448476724
"2010Q3",1.8131319401,1,0,1,0,2.0448942409,-6.5318916046,-14.8104334948,4.640181006,8.5569741389,3.4512735862,1.9307898116,2.51125,7.6417456334
"2010Q4",-0.7352770645,1,0,0,1,2.0735046497,-6.4139535928,-6.5318916046,4.4818425321,8.9722420012,3.6049061775,1.9376952178,-0.11,7.6386435944
"2011Q1",1.9549328962,1,0,0,0,2.0115394871,1.0551736883,-6.4139535928,5.2752383604,8.6736220765,3.2152992589,1.9465121974,1.6203225806,7.710544607
"2011Q2",0.602860512,1,1,0,0,2.043303554,6.3338482276,1.0551736883,4.4233793754,7.7651555877,3.926983506,1.9555549889,2.0466666667,7.707442568
"2011Q3",2.4194644448,1,0,1,0,2.0526980381,1.8131319401,6.3338482276,3.5067445528,6.8673673834,3.7596848596,1.9621133564,2.8206896552,7.704340529
