"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",4.3617672042,5.24258528463479,5.24258528463479,5.53396205462165,5.54037873001888,5.51084118278089
"2007Q1",5.226810231,4.60967148553784,4.60967148553784,4.7294883800618,4.73450057514182,4.71114917209476
"2007Q2",-1.1526283907,-2.19928377403286,-2.19928377403286,-2.1624746552757,-2.1620734825164,-2.16394743916486
"2007Q3",-0.8223389331,0.45452357052254,0.45452357052254,-1.10291909794581,-1.12210155741648,-1.03025539495879
"2007Q4",4.4832409744,4.40891375309777,4.40891375309777,2.97418503174857,2.91161199069258,3.17674669088095
"2008Q1",-0.707071561,-1.00895912903468,-1.00895912903468,-0.0761991890890438,-0.0556015405314542,-0.150108776723958
"2008Q2",0.8108271289,-0.329269925708187,-0.329269925708187,-0.759004749788902,-0.777071806337491,-0.697540771159562
"2008Q3",-1.6523959766,-0.755677182674535,-0.755677182674535,0.016519052109121,0.0370903620478657,-0.0550896138518674
"2008Q4",-1.2036497168,-2.01050872658372,-2.01050872658372,-1.56109310871893,-1.55109143971028,-1.59847246642882
"2009Q1",0.4060017689,0.688977205923619,0.688977205923619,1.09985181452796,1.10625918155661,1.0768610431403
"2009Q2",-3.6813366525,-1.70583508870646,-1.70583508870646,-0.21058091923821,-0.196163655520837,-0.263912066552459
"2009Q3",3.2267080319,1.70602833940501,1.70602833940501,2.30087608846229,2.30431779150926,2.2872573242492
"2009Q4",1.0610717109,0.953973036103595,0.953973036103595,1.15459976669652,1.15869200919853,1.13981027424463
"2010Q1",3.0115279974,3.58126578930395,3.58126578930395,2.52403222768059,2.49800160535343,2.61957794221658
"2010Q2",4.0616350968,3.83116509881645,3.83116509881645,3.89026555342281,3.89446336626856,3.87512221577446
"2010Q3",-0.2634964989,-0.474308874352837,-0.474308874352837,1.25876001597379,1.34400132641167,0.975371278191059
"2010Q4",-1.0819165664,-0.974449745627698,-0.974449745627698,-0.276498181095688,-0.264784713010023,-0.317676028072958
"2011Q1",0.5394931206,0.605806203521312,0.605806203521312,0.0528406216906644,0.040624464371591,0.0968720535632707
"2011Q2",0.74292017,1.18464104390754,1.18464104390754,0.80297125493028,0.791133623047818,0.846040080901564
"2011Q3",4.5064236214,4.06433439110629,4.06433439110629,2.19639724418409,2.02481810235341,2.63635466715248
