"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",7.3453900789,9.32651908396738,2.55415757928643,9.38472334539445,2.56799073490131,9.12634937272924,2.50600130958053
"2007Q1",8.7233511688,6.72763116108826,2.51827381990513,6.71731877437978,2.52973564112593,6.7645139533442,2.47684596129297
"2007Q2",5.7705811511,6.57891873258359,2.64815043851698,6.56036634432856,2.65277264758912,6.65040750350422,2.63026351507045
"2007Q3",6.1770861042,6.58302671116622,2.512164909888,6.56865847025884,2.5218769761288,6.63478663077206,2.47686264657419
"2007Q4",2.4926885981,2.67392088607729,2.46463908508907,2.68307076776732,2.47473353065294,2.64119436553608,2.42819068165625
"2008Q1",-2.9404890647,-2.26642329930444,2.42079457296989,-2.28192992506424,2.42897598423333,-2.20960149336501,2.39057569298174
"2008Q2",5.0845539988,0.912297485567506,2.37100189703472,0.910754395728719,2.37672638058989,0.918052565251576,2.349528959713
"2008Q3",1.8537554276,-0.38640679741961,2.50503511057151,-0.378286183657603,2.51103460588491,-0.416838499692219,2.48242324517547
"2008Q4",-1.9588955787,-3.90279103622048,2.49075318215818,-3.94620580693052,2.50115523940814,-3.75386515545505,2.45473603958669
"2009Q1",-6.9661522663,-4.21876075101647,2.44566810038405,-4.20760488786395,2.45505669549534,-4.2573095422229,2.41294486725791
"2009Q2",-10.1864495322,-8.08519393547386,2.44372703782034,-7.97879946462341,2.45611024035227,-8.42913528823851,2.4032593708111
"2009Q3",-3.8576262265,0.197935589803471,2.51687966278231,0.204476286781746,2.52448856640379,0.173769848025731,2.48856548871651
"2009Q4",4.9501071585,4.20522286272944,2.65488388548423,4.17195149460296,2.66634913862139,4.32403279738671,2.61353174510923
"2010Q1",11.0319743861,9.13795015666155,2.7918099409304,9.15259617628523,2.79992849829304,9.08299999902608,2.76113727690142
"2010Q2",7.2297889081,9.2839361611361,2.60647070933883,9.30923066748112,2.61893235064624,9.19556748608893,2.56245917225795
"2010Q3",6.1841868293,6.34837515712808,2.63980539026601,6.35176975280671,2.65115667487151,6.3362875257369,2.59898266581317
"2010Q4",3.0245177881,3.50126211982979,2.67005443919922,3.51409292453085,2.68130826404741,3.45566368491162,2.62967063382334
"2011Q1",3.0666346834,3.2310342009323,2.62523836275161,3.21077486678495,2.63690201615234,3.30288910917996,2.583445675869
"2011Q2",3.7890738031,1.92143278813387,2.57394226354236,1.86440737209382,2.58920148432299,2.11529969036548,2.52137558938115
"2011Q3",5.2379688051,2.91054309705017,2.6120490323704,2.90548429533538,2.6246201583325,2.92856103355959,2.56677432891531
