"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",10.316168453,1,0,0,1,2.051248147,3.1421667454,3.7121384498,2.9651666116,2.2184826787,2.4262012559,1.9822059332,3.7396774194,7.0185507989
"2007Q1",-2.5725013699,1,0,0,0,2.1158234665,18.3557031579,3.1421667454,3.7218275577,2.6294904892,2.5294798399,1.9862640145,3.635483871,7.0724470661
"2007Q2",-5.3893746405,1,1,0,0,2.1220080973,18.8145529448,18.3557031579,2.9480129472,2.6890332427,2.4743274372,1.9890164937,3.5044117647,7.0694027392
"2007Q3",-5.1204375688,1,0,1,0,2.1004281869,17.0326294034,18.8145529448,3.6251062424,3.0221517616,2.8306147202,1.9905856842,3.4184848485,7.0663584123
"2007Q4",-4.8790708517,1,0,0,1,2.0938873163,10.316168453,17.0326294034,4.2978423843,2.9509631017,2.6262135573,1.9912381885,3.4645454545,7.0633140854
"2008Q1",-3.6136837079,1,0,0,0,2.104505019,-2.5725013699,10.316168453,4.3348402095,2.875253721,2.463850518,1.9952639116,3.3674193548,7.0981789468
"2008Q2",0.2869705612,1,1,0,0,2.0979480104,-5.3893746405,-2.5725013699,4.4180394194,2.730089403,2.2956449965,2.0004022599,3.4309090909,7.0951346199
"2008Q3",9.8140477321,1,0,1,0,2.07760086,-5.1204375688,-5.3893746405,4.5671033313,3.5746765069,2.3026670826,2.0016301734,3.508125,7.092090293
"2008Q4",10.7213978171,1,0,0,1,2.0721634002,-4.8790708517,-5.1204375688,4.3198198347,3.0981514641,2.3546851223,2.0026664724,3.4925806452,7.0890459661
"2009Q1",1.6827363539,1,0,0,0,2.0885204017,-3.6136837079,-4.8790708517,4.5671519582,2.9626293638,1.3656093945,2.0011658174,3.7710322581,7.1847131399
"2009Q2",-4.2959485089,1,1,0,0,2.0991925229,0.2869705612,-3.6136837079,5.7018767509,2.5423667537,1.1161840155,1.9949860463,3.6216129032,7.181668813
"2009Q3",-9.3972483365,1,0,1,0,2.1182587599,9.8140477321,0.2869705612,6.1816390438,3.3046171655,1.6126706725,1.9809775837,3.3943333333,7.1786244861
"2009Q4",-1.5665921276,1,0,0,1,2.1163949601,10.7213978171,9.8140477321,6.6193081997,3.741315633,2.3499445501,1.9621678495,3.3303225806,7.1755801592
"2010Q1",1.4883022918,1,0,0,0,2.0957676265,1.6827363539,10.7213978171,6.5485648894,3.2852855194,1.7569693808,1.9381628367,3.3909705882,7.2499852592
"2010Q2",5.7309045035,1,1,0,0,2.0801228463,-4.2959485089,1.6827363539,6.7005536875,3.1921114401,2.1984018253,1.9255821091,3.2456,7.2469409323
"2010Q3",8.3957697554,1,0,1,0,2.0754001476,-9.3972483365,-4.2959485089,5.5991816046,4.2980375491,2.5030039898,1.9307898116,2.51125,7.2438966054
"2010Q4",-1.7554917543,1,0,0,1,2.1095374813,-1.5665921276,-9.3972483365,4.3954422062,3.9716623524,2.1228753624,1.9376952178,-0.11,7.2408522785
"2011Q1",2.1860755505,1,0,0,0,2.1021836142,1.4883022918,-1.5665921276,5.1763215746,3.685117143,2.0181256744,1.9465121974,1.6203225806,6.9458461259
"2011Q2",0.9429399514,1,1,0,0,2.1043247938,5.7309045035,1.4883022918,3.6789827569,3.8463043774,1.3448948619,1.9555549889,2.0466666667,6.942801799
"2011Q3",1.3474545801,1,0,1,0,2.1104124814,8.3957697554,5.7309045035,4.0298346807,4.4818230621,1.9699457837,1.9621133564,2.8206896552,6.9397574721
