"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",2.8696904655,4.13108381677301,2.94721534504812,4.1764796118395,2.95813306360502,3.97304955934905,2.90888839400018
"2007Q1",5.3107863793,6.42207075864804,2.97223491953123,6.40645083700346,2.9816381675434,6.47882892330893,2.93781293070049
"2007Q2",3.4932628957,5.8576264547098,2.99619455238878,5.84781666066935,3.00622778495278,5.89308755511541,2.95964206194519
"2007Q3",3.6777415043,6.8241316063467,2.83226360069431,6.88824259276895,2.84595737560056,6.61505113211364,2.78713764124153
"2007Q4",5.8493286875,5.03212288016636,2.95734736561964,4.97980512238621,2.96631045698303,5.22273858044901,2.92445867114227
"2008Q1",6.3610781946,2.58621916748518,2.98712220928105,2.57769580202345,2.9985157508303,2.61695832489579,2.94566584610044
"2008Q2",9.5729783667,8.50740789716321,2.99221464919697,8.50157769451145,3.00339751176525,8.52821392968182,2.95196144326161
"2008Q3",12.9074819268,7.20215925045068,2.87813697188913,7.17946726680494,2.8888267586151,7.28286049412259,2.83979405803664
"2008Q4",-0.0469054158,-1.69391810579677,3.09008125044933,-1.6991281695915,3.10207431519795,-1.6753042390821,3.04684834182591
"2009Q1",-6.2004454333,-5.85440899072527,3.06953928774585,-5.83243955845339,3.08084626354435,-5.93288768965643,3.02880408424366
"2009Q2",-10.8418548412,-7.0285511071579,2.98999720202215,-7.02951397402868,2.9975680020453,-7.02498039317214,2.96175255261838
"2009Q3",-12.248210239,-12.6978953984081,3.08681794171147,-12.7159681600982,3.09798190232248,-12.6335846157719,3.04675993510111
"2009Q4",-3.4063976997,0.0749695458178173,2.98354806716355,0.206359300597877,3.00407907743918,-0.342759193627296,2.91731384035102
"2010Q1",-1.2530624894,-0.246053287049174,2.99868463572732,-0.215968941503724,3.01133302150165,-0.352665661588938,2.95342542816721
"2010Q2",7.3887035825,2.78970619725962,3.07373949762004,2.79390319108055,3.07878291230515,2.77364206048578,3.05435871863098
"2010Q3",4.2537603242,6.7755985931063,3.08139515436031,6.76030632755915,3.08629106441314,6.83371222140562,3.06271834732568
"2010Q4",6.3114462354,3.72502468966669,3.03382116031158,3.67509210017055,3.04602080748502,3.89439931448443,2.99206864605191
"2011Q1",7.873376832,9.04220126947643,3.1048542182953,9.01876752953994,3.11299633321374,9.12825263704799,3.07477049561114
"2011Q2",0.8733169496,-0.226696094271563,3.05029235113837,-0.22523255431558,3.06142999396449,-0.231882787236959,3.0104894977874
"2011Q3",6.489533518,6.21313232740856,3.01103879794031,6.23429327792909,3.0204370968441,6.13756394202793,2.97723416438308
