"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",0.3620576538,-2.01280246254391,2.16214718825289,-2.0488390013555,2.17855649910853,-1.88576437721921,2.1032792406214
"2007Q1",0.3777092476,3.72260905627099,1.98274847220079,3.95556087093944,2.03085811759165,3.09318843025196,1.84650109277076
"2007Q2",6.888298031,7.68920511347926,2.26257252624135,7.68662977034185,2.27216923951686,7.6989208318786,2.22599561113249
"2007Q3",8.0632104912,8.4443796352864,2.19465039669148,8.44906122451306,2.20693824658784,8.42704024614529,2.14852732340393
"2007Q4",10.5001746063,12.2610915042929,2.23201623987644,12.2668440595935,2.24276679288738,12.2396216702972,2.19142706652897
"2008Q1",15.5787887651,11.9355681156486,2.20963280852476,11.9263324579626,2.21592074652685,11.9710134736956,2.1853324914072
"2008Q2",6.742489449,4.41850974573477,2.20644710235036,4.3526578351732,2.21878174652798,4.66090759526306,2.16043722715558
"2008Q3",1.9705512129,-0.304163673471722,2.23693151794777,-0.303479755947363,2.23999872090669,-0.306846207195382,2.22486019113698
"2008Q4",-6.6071555251,-6.90755618490124,2.24049270941767,-6.90295630954869,2.25216925329089,-6.92458056812026,2.19673733174064
"2009Q1",-11.8979243218,-12.8098497280633,2.24290110954418,-12.8394069940668,2.25443985437186,-12.7007046870257,2.19976806058909
"2009Q2",-12.252544745,-10.7683776092664,2.19778941439068,-10.7205392232177,2.21175407528824,-10.9413817899193,2.14652895921507
"2009Q3",-11.9737569556,-10.1151108217738,2.17115437541076,-10.1145022582172,2.17760829016615,-10.1174407639774,2.14626558196588
"2009Q4",-4.4943032248,-3.08119791437621,2.16149973843931,-3.05751778495299,2.17582171939343,-3.16665867174633,2.10900348444451
"2010Q1",-1.4013964228,-1.97694077036641,2.1798751627044,-2.00473799774039,2.19104335492008,-1.87490784386343,2.1383810919207
"2010Q2",2.7452553291,1.39566054918615,2.2086788102327,1.40098876145269,2.21192938871233,1.37485110438579,2.19593751521215
"2010Q3",4.7978892248,2.90101343021561,2.09941074432367,2.83684592632671,2.11731812747086,3.12522500359038,2.03560295006773
"2010Q4",3.8456518455,3.29897872924143,2.13337107200447,3.29449715893003,2.14461101173534,3.31523350831291,2.09209684081449
"2011Q1",1.9998409266,2.68151550920239,2.1553669619333,2.69351749497986,2.16861931581564,2.63864019035535,2.1073443625781
"2011Q2",2.1354538666,3.59619843950831,2.06792190526612,3.62566442182563,2.08279995057071,3.4906067819808,2.01370371406057
"2011Q3",1.9445837113,3.97941494658268,2.06559356283096,4.01338273312608,2.08133511187003,3.85927752976261,2.00892942278452
