"cte","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",266.778506935641,2.05811322892936,13.0052855191887,11.4855140630842,-221.624659077241,-0.0661539773161299,-0.00944116113858556,-1.53806810002162,-0.990118187174779,0.222057027337519,81.691083131737,-1.02670159254097,4.25261892661844
"2007Q1",279.575247824908,2.05797910073861,13.0621461693639,11.5215076445317,-224.792842552813,-0.0513591508098801,-0.0119841633102115,-1.52351721690289,-1.02332496855628,0.244655082826572,81.7601087292935,-1.11313183575476,3.37921881358836
"2007Q2",260.887542755522,2.02782905378181,12.9277614939036,11.3001199385971,-221.512235999597,-0.0594919450145606,-0.00984590453144583,-1.53420569667666,-1.27418079014879,0.281595204188993,84.7267906332614,-1.30578245505067,4.44303052413853
"2007Q3",241.030044015354,2.02399865182786,12.8160167067437,11.2326714579284,-219.230892739097,-0.0587443991597087,-0.0145928887925179,-1.55234707291715,-1.66313371826754,0.306566462806449,86.6950074934788,-1.48522255647713,6.27750120879285
"2007Q4",283.282290634115,2.10585603713981,12.9074855111067,11.5553298285759,-221.807117310916,-0.0644666847252229,-0.0048848035453478,-1.62914480046087,-0.521051260342252,0.116924842381836,74.127449563797,-0.603872832285038,3.78653863371805
"2008Q1",263.093655982105,2.08775791408017,12.9051155060452,11.3704395930467,-220.909998832243,-0.05834000242357,-0.00997548012251409,-1.60245777073925,-1.1674223943183,0.213533877690109,80.2877154382798,-1.10650024687123,5.10586173163175
"2008Q2",239.163785431826,2.11495369305299,12.7694060607937,11.1014412914869,-217.237487845347,-0.0597004187100372,-0.0165724348370603,-1.56760021628105,-1.65462669634138,0.279961804305604,85.6696665752918,-1.47976725972282,6.25653457950244
"2008Q3",254.708598825887,2.15614068229533,12.902384820483,11.3355574769332,-219.994812825848,-0.0592583997984596,-0.0099119506979103,-1.56342743169883,-1.21468291554443,0.217814212053048,82.8005447001092,-1.13949281106745,5.33301891446438
"2008Q4",297.06208247885,2.24912383688494,13.046539760147,11.8933514667325,-224.276343041732,-0.0649258425991364,-0.0017898898470316,-1.62384487716699,-0.00877962361875364,0.0361682253612083,71.7878093578084,-0.187027171501947,2.81702312383975
"2009Q1",261.693604570291,2.21119350719019,12.9754977348507,11.5691317053167,-221.66917426557,-0.0581546353026664,-0.00695472653172008,-1.52771389407299,-0.902649991078935,0.186279124293365,82.7447776201685,-0.950781833212857,4.61494577547471
"2009Q2",264.580118028754,2.18645194730498,13.0003534107665,11.5746473767172,-222.279038563418,-0.0570264433358697,-0.00837409363662666,-1.53919789170812,-0.956088564820099,0.1958068083253,82.3655138272851,-0.991183528249717,4.53226146259514
"2009Q3",254.12655840063,2.14923281242711,12.8867231746932,11.4713222284293,-220.881249764705,-0.0607942609550521,-0.00980199635028709,-1.53699068222584,-1.10427032944212,0.227146430399641,84.4132600503205,-1.10906263389745,5.14672049932363
"2009Q4",257.907352703664,2.14921318123469,12.8836197517838,11.4574186487474,-221.058788120966,-0.0633087831840487,-0.00978848579567591,-1.55985083762769,-0.996524512664786,0.213239400564611,83.3622174089355,-1.03719766627102,4.90096188597595
"2010Q1",244.964426399498,2.1614737280634,12.9249414341258,11.3868908625535,-221.478037173896,-0.0569761677157347,-0.0126387506107187,-1.51892006098489,-1.39589492132461,0.287901995732006,88.9971217130166,-1.38870199226888,5.55119177911501
"2010Q2",235.499429784988,2.11674607496378,12.9248391596561,11.3561019027109,-221.23887273169,-0.0541206382354672,-0.0129959416159673,-1.51298669313955,-1.527793147671,0.304564820000282,91.9979682887682,-1.50592198240123,6.07982086991987
"2010Q3",239.362041041344,2.06962712332304,12.9204631008984,11.1774385695636,-217.931998920974,-0.0658129684069523,-0.0229543154491767,-1.56661993032398,-1.75661361506842,0.319411777683179,86.8432464368501,-1.56810893279108,6.16969906756584
"2010Q4",253.95206442302,2.10427866181956,13.0129222602372,11.4188652122105,-220.82667715192,-0.0644253746138364,-0.0114179425427379,-1.54689028003367,-1.21659946005802,0.255453276247688,84.7113659077953,-1.21889580831422,5.16728349170917
"2011Q1",257.543009396873,2.10403382759654,13.052492895307,11.4723771837907,-222.303022796939,-0.0608567517475506,-0.0117404316922129,-1.53138087858406,-1.19867950647879,0.258102888237626,84.9275071711456,-1.21058373719558,5.00341377036136
"2011Q2",242.750277090076,2.00540048282113,12.8933129935954,11.2503140464672,-218.377493861331,-0.0691381792045573,-0.0126677895763625,-1.52726421543802,-1.40118323164891,0.28264658556129,86.3785387579395,-1.34219500747331,5.69777392330224
"2011Q3",265.912248756618,2.06276910527071,13.0209894179765,11.4736016386902,-221.9172586955,-0.0641084756121402,-0.0104516335634662,-1.53160236743927,-1.06179663034725,0.233144937523561,82.3827587170061,-1.08618108107117,4.31369372848294
