"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",4.0852801796,5.59906394310195,5.59906394310195,6.17820735059683,6.19016503489211,6.13485240276546
"2007Q1",2.3782588665,2.1692674786823,2.1692674786823,2.06089492002264,2.0598759670137,2.06459289436614
"2007Q2",3.0343262885,1.47053650382596,1.47053650382596,0.838633067668052,0.828599008551495,0.875290224427448
"2007Q3",2.5764183619,3.13057094087903,3.13057094087903,3.43704756026008,3.44369763607246,3.41304363151008
"2007Q4",4.0678083043,3.86401105775241,3.86401105775241,2.68341799860842,2.66184372647249,2.7597545630363
"2008Q1",0.7572073241,1.69424882294003,1.69424882294003,-0.704056843682859,-0.758492317945293,-0.506933524368104
"2008Q2",1.3941768417,0.288080989147813,0.288080989147813,0.0424305516591323,0.0360855993797462,0.0656384793783847
"2008Q3",1.1217187658,0.864660921556139,0.864660921556139,0.125456286336804,0.118482597717627,0.150621612328333
"2008Q4",-1.3145326701,-3.17713985454279,-3.17713985454279,-1.31983061726864,-1.3082861488725,-1.3646816415222
"2009Q1",-6.1321504406,-4.91504107057747,-4.91504107057747,-3.71458859166724,-3.66781807432195,-3.86602229860217
"2009Q2",-8.0850739359,-6.41499574124989,-6.41499574124989,-4.45545479000454,-4.4061777600722,-4.6240529378286
"2009Q3",-3.5785811983,-4.36710913554333,-4.36710913554333,-3.52914546260954,-3.51382873789525,-3.58656132270629
"2009Q4",-2.0359235522,-1.42955278684261,-1.42955278684261,-3.16762586520474,-3.2091874572389,-3.01717101727022
"2010Q1",3.8720851778,2.75986031265925,2.75986031265925,2.80011107284904,2.80675018919574,2.77474975516363
"2010Q2",5.4889770542,5.0328813197963,5.0328813197963,5.59774679996568,5.60698660794325,5.56412368940405
"2010Q3",2.6523743439,3.66783701946243,3.66783701946243,5.01110884441895,5.03504291730247,4.92656013802038
"2010Q4",2.6296421943,2.57589209416491,2.57589209416491,2.78855894670761,2.79526448852166,2.76467519101488
"2011Q1",3.5046942259,2.67175960808434,2.67175960808434,3.37725404310185,3.39493487860316,3.31329156519609
"2011Q2",2.7713009679,4.22720414201371,4.22720414201371,2.97304281753729,2.96092305943953,3.01987896527537
"2011Q3",3.7026130895,3.17858361332372,3.17858361332372,1.36819549017576,1.29326664628258,1.60875099051412
