"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",4.9473698246,4.70604779454582,2.75412651095521,4.74187698033821,2.75960984598445,4.57488434824502,2.73395930355705
"2007Q1",2.9216558794,0.23840493122739,2.68621140102611,0.22133667311973,2.6935697993073,0.297919346359859,2.66039458429244
"2007Q2",-1.0085330278,-1.41613167722751,2.6785533692511,-1.39229923873435,2.68415528336817,-1.50216829896865,2.65823186784456
"2007Q3",-4.469844467,-0.930217589200375,2.64200944555011,-0.940008630576904,2.6454788268247,-0.893193811961288,2.62884895929176
"2007Q4",-3.9699203764,0.448839537922086,2.6416221122447,0.454379108593737,2.64635448941662,0.429110228198277,2.62469833199546
"2008Q1",-0.0508070459,-2.84687463217626,2.75863917837844,-2.87555435429711,2.76488689752844,-2.74888040919823,2.73718407137539
"2008Q2",5.153979463,0.56070554108513,2.73562206758774,0.514187003680956,2.7434272171403,0.712510951378938,2.70999490388206
"2008Q3",5.0788586548,5.19544585517145,2.90353266067649,5.17965110966159,2.91048136989311,5.25147198485848,2.87874937218843
"2008Q4",6.7894101054,6.50204637546447,2.85309986269351,6.5082130032831,2.86003097394518,6.4801943602693,2.82840209877948
"2009Q1",-1.7482626275,-0.0706181514639978,2.81154603027778,-0.0435973384995329,2.81902860677979,-0.164446106516286,2.78540720613103
"2009Q2",-8.2279451651,-4.76493739131642,2.75065924560613,-4.762478003366,2.7569884187665,-4.77379360167179,2.72774635787266
"2009Q3",-3.0251176588,-2.80878758337665,2.79041085368733,-2.80819205688852,2.79737626635486,-2.81089368658497,2.76563667199279
"2009Q4",-0.279744937,-2.48413675234864,2.79537962316586,-2.49097463884946,2.80216218351906,-2.46001160937737,2.77131708361569
"2010Q1",-0.1696455439,3.89010688034117,2.68622225093169,3.97597033281728,2.69699668811018,3.62045522110878,2.65210087555488
"2010Q2",4.0959562785,6.1418734895108,2.82383454308796,6.16523338629983,2.83299109812731,6.06041156722354,2.79166832634078
"2010Q3",9.5401368564,6.75841171408238,2.7978973434034,6.74385689771109,2.80702699767964,6.80957884588004,2.76556304599623
"2010Q4",7.5997790401,5.91064822455274,2.77893534120475,5.84230752709207,2.78863902147257,6.1426582084899,2.74573647229246
"2011Q1",5.92452835,5.71105079701006,2.75951292176418,5.67864962212507,2.76789183294964,5.82768082812313,2.72913956765173
"2011Q2",6.1249848369,6.12905656875004,2.78270984191544,6.11113282749754,2.79100953078275,6.19304803925043,2.75287409634456
"2011Q3",0.39704789,-0.893173431085214,2.81088326957766,-0.871077352180765,2.8143119928524,-0.977805869349065,2.79771169786046
