"cte","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",211.943138602287,11.6777958873526,10.5529870550913,13.6142924997571,-411.947841603053,0.244878234879149,-0.0727038930368623,3.0936061209586,3.58869285788256,1.26479994613276,188.135792448047,-0.348997428333896,40.1057804980029
"2007Q1",180.881263712804,11.1914449835687,10.1726858629869,12.9596743971881,-394.577142359171,0.198369718448637,-0.0513400236128048,2.84168334836448,3.56804002173269,0.980563990945796,187.532878227397,-0.257919259598526,39.7269011175736
"2007Q2",164.023784275414,10.851029267143,9.99747035643643,12.5924768859889,-386.308706734319,0.20150952940595,-0.0553274646245968,2.77664659119127,3.60596482483302,0.7450214769798,187.531641089916,-0.158032571764056,39.7135597766001
"2007Q3",226.526784524732,12.1164473089432,10.9170596995441,14.4372827462329,-427.195726517359,0.309409753298014,-0.108553140535664,3.41822305843947,3.78043359028157,1.52182528448658,190.475721052353,-0.248449039540007,41.6842220530305
"2007Q4",187.780989472831,11.3173065316432,10.2356332188627,13.2302444109397,-400.263294968133,0.211025325971945,-0.0508542495595396,2.99245747493341,3.55750519190247,1.09423502708528,188.107290278376,-0.336911755950696,40.2620604181831
"2008Q1",180.817859922513,10.9911126794343,9.98813290529962,12.8552823557844,-393.834621289223,0.237239571400303,-0.0582253132352475,2.88057716149991,3.74305740320098,0.856714556068226,185.916391892514,-0.0990851015711286,39.811903195328
"2008Q2",191.803836622743,11.3584514343642,10.2471904586901,13.2894202564198,-404.407188969391,0.245683477267924,-0.0639156145517212,3.05886210655055,3.72040720002673,1.08718997421577,189.786803088902,-0.252597949329212,40.2638853885356
"2008Q3",187.514999822092,11.5055501426898,10.5227958735324,13.3411638165516,-409.047285597631,0.230845027200524,-0.06509950685975,3.21449286175103,3.50243622377548,1.13847981650312,196.783032645738,-0.556282744606799,40.454098821899
"2008Q4",169.863676864611,11.2790775293294,10.3194349008868,13.2300262039613,-400.773365790656,0.219130637155691,-0.0632108102018502,3.05317227639485,3.67141798115244,1.04243814231879,195.447110162575,-0.243674100189172,40.8747126527542
"2009Q1",179.474045835743,11.3833263871344,10.4103851098825,13.3314381461686,-404.534564741895,0.232196304294895,-0.0630428524430403,3.10642190964037,3.66811916124933,1.07141739357269,194.872588074603,-0.296583472098398,40.7265874440922
"2009Q2",184.896575401184,11.3395259494829,10.3991847266118,13.3849035436855,-405.303918801572,0.208340273101797,-0.042518991689077,3.03144863065519,3.66103771122598,1.13105710634288,193.074775851555,-0.301325650000112,40.7320190570343
"2009Q3",186.83517601833,11.3637274744009,10.4717445524629,13.4275818287469,-407.210475599568,0.234084272240378,-0.0644161864721718,3.10078624822149,3.66559124589617,1.10366548590476,193.663520175364,-0.289066712000373,40.8112632632207
"2009Q4",190.194990244303,11.4863357836804,10.6598320296445,13.6077803854746,-413.249040105808,0.285577872274064,-0.121864022378771,3.24094042971223,3.68580972316424,1.13939663382288,196.192614291423,-0.226954812588165,41.3434815999914
"2010Q1",189.37729330287,11.3809068920011,10.486505290893,13.3789565991722,-407.512450810685,0.230815897497506,-0.0677785136273805,3.05929236469085,3.6265100017651,1.13851677050575,193.251005638329,-0.307497446962284,40.6842137279014
"2010Q2",163.674451902659,10.9047644923136,9.98301155833749,12.5807323328302,-386.765689099818,0.140750446865384,-0.0251719514155842,2.7171607635422,3.43407823243108,0.88856663697207,188.409858693322,-0.266061816698642,39.853856278532
"2010Q3",187.959408741058,11.1515355325769,10.1391382385229,12.8338087866006,-396.477120577815,0.177093477573322,-0.0274073294753389,2.84834522614009,3.40291702285892,0.971865009149393,186.903714670633,-0.394972253486809,39.5876228607238
"2010Q4",213.626291575409,11.6649427496846,10.5937932148974,13.5905855174725,-414.801166390447,0.251090648658102,-0.0830093573095056,3.19283237019325,3.46138123597432,1.24094010489651,190.483305039577,-0.505137242841857,40.1337507205719
"2011Q1",192.142066145837,11.1882170331071,10.1682707812386,13.0415129372374,-396.769513955057,0.205461678446968,-0.0454902564710946,2.81653478716999,3.62173041592959,0.997872396532237,184.840295940272,-0.177130876066319,39.4175823643347
"2011Q2",193.994332448124,11.2629455678003,10.2464249968379,13.0812736446634,-399.246471694893,0.223448209404716,-0.063852063108541,2.90097739850613,3.55781910859049,0.992027534361515,186.162469800622,-0.259290657928311,39.5481401403495
"2011Q3",199.020457952926,11.368652225019,10.3187417225267,13.219652872214,-402.264032348279,0.222589311513212,-0.0600952832371535,2.93005662506664,3.55976148002365,1.07427712391251,186.292698636686,-0.290737129430958,39.6839548657677
