"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",6.4907907701,1,0,0,1,2.0627476436,8.0147615972,4.1849710324,3.2921599569,3.0036286736,2.9810581997,1.9822059332,3.7396774194,6.3852005263
"2007Q1",3.3347096039,1,0,0,0,2.0577006891,12.1350610796,8.0147615972,3.8728849481,2.9871230103,2.7429034298,1.9862640145,3.635483871,6.4917598128
"2007Q2",2.7058874371,1,1,0,0,2.0919363317,11.9343817022,12.1350610796,2.6481806691,2.9557559172,2.9783800024,1.9890164937,3.5044117647,6.4893384422
"2007Q3",6.0990286592,1,0,1,0,2.0730473309,6.1893938297,11.9343817022,3.4997127517,3.7269924205,3.078290148,1.9905856842,3.4184848485,6.4869170715
"2007Q4",-1.0375362002,1,0,0,1,2.0900596956,6.4907907701,6.1893938297,3.8756815769,3.9223778186,2.9856401208,1.9912381885,3.4645454545,6.4844957009
"2008Q1",0.6889833732,1,0,0,0,2.0719469124,3.3347096039,6.4907907701,3.7925145589,2.977829692,2.8899474976,1.9952639116,3.3674193548,6.5549319496
"2008Q2",1.3035263343,1,1,0,0,2.1035316712,2.7058874371,3.3347096039,4.0059852326,2.5521713194,3.028509168,2.0004022599,3.4309090909,6.5525105789
"2008Q3",-2.4405176401,1,0,1,0,2.0987587388,6.0990286592,2.7058874371,3.5710278065,3.1660462166,3.6672906275,2.0016301734,3.508125,6.5500892083
"2008Q4",1.5532953077,1,0,0,1,2.0855301946,-1.0375362002,6.0990286592,3.574007412,3.4107897284,-3.142964544,2.0026664724,3.4925806452,6.5476678376
"2009Q1",-10.1081655826,1,0,0,0,2.0749288684,0.6889833732,-1.0375362002,3.7646119112,3.317042888,3.2652085216,2.0011658174,3.7710322581,6.5792697918
"2009Q2",-7.2167504482,1,1,0,0,2.1091562344,1.3035263343,0.6889833732,4.5219521294,3.7268676399,3.7561487505,1.9949860463,3.6216129032,6.5768484211
"2009Q3",-0.6247146351,1,0,1,0,2.0880282261,-2.4405176401,1.3035263343,5.2107725884,4.0505726309,2.5826660347,1.9809775837,3.3943333333,6.5744270505
"2009Q4",-1.7139466675,1,0,0,1,2.0922242151,1.5532953077,-2.4405176401,5.5028567192,4.2606156292,3.8387105444,1.9621678495,3.3303225806,6.5720056798
"2010Q1",7.315809445,1,0,0,0,2.0286491115,-10.1081655826,1.5532953077,5.6770491004,5.0491676535,3.1103971395,1.9381628367,3.3909705882,6.5423257834
"2010Q2",7.0272427998,1,1,0,0,2.0766258132,-7.2167504482,-10.1081655826,5.8504654161,5.644401145,2.9708889655,1.9255821091,3.2456,6.5399044128
"2010Q3",1.631504142,1,0,1,0,2.0853066149,-0.6247146351,-7.2167504482,4.8537614329,6.187010068,2.8762583881,1.9307898116,2.51125,6.5374830421
"2010Q4",3.022786466,1,0,0,1,2.0847161114,-1.7139466675,-0.6247146351,3.80972208,6.801892476,2.8086332682,1.9376952178,-0.11,6.5350616714
"2011Q1",6.581925202,1,0,0,0,2.0593128171,7.315809445,-1.7139466675,4.0547288461,7.3555315792,2.5603785052,1.9465121974,1.6203225806,6.5433704904
"2011Q2",4.1734378084,1,1,0,0,2.1061201506,7.0272427998,7.315809445,3.1529322273,6.5696530014,2.2852342768,1.9555549889,2.0466666667,6.5409491198
"2011Q3",10.5056220671,1,0,1,0,2.0923349681,1.631504142,7.0272427998,2.9589565959,7.7458856108,2.789170664,1.9621133564,2.8206896552,6.5385277491
