"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",1.42296746,1,0,0,1,2.0413612554,1.6787225687,3.9891214294,3.0418546947,0.8881225156,1.7331513451,1.9822059332,3.7396774194,6.7117632004
"2007Q1",4.0933002921,1,0,0,0,2.0165410152,0.4767856542,1.6787225687,3.9413570907,0.9679081394,2.4075473797,1.9862640145,3.635483871,6.7088441416
"2007Q2",5.1785166292,1,1,0,0,2.0339133282,3.4483574122,0.4767856542,3.4518735531,1.2704028349,-2.3137524863,1.9890164937,3.5044117647,6.7059250828
"2007Q3",5.5965678934,1,0,1,0,2.0428445105,1.1756263436,3.4483574122,3.8086908112,1.7816077909,1.3452814858,1.9905856842,3.4184848485,6.703006024
"2007Q4",3.8607891039,1,0,0,1,2.0474975685,1.42296746,1.1756263436,4.2845118752,1.5678248729,2.4472809447,1.9912381885,3.4645454545,6.7000869652
"2008Q1",-0.9988816853,1,0,0,0,2.0339637933,4.0933002921,1.42296746,4.1362848961,1.2457537983,1.4626737846,1.9952639116,3.3674193548,6.6971679064
"2008Q2",-1.4619550056,1,1,0,0,2.0558403697,5.1785166292,4.0933002921,4.1005629147,1.0121568845,-1.8801968642,2.0004022599,3.4309090909,6.6942488476
"2008Q3",-2.3506124242,1,0,1,0,2.0664943135,5.5965678934,5.1785166292,4.1956478649,1.3251125095,-2.3322574691,2.0016301734,3.508125,6.6913297888
"2008Q4",-5.119173409,1,0,0,1,2.0639491864,3.8607891039,5.5965678934,4.1034615245,1.3441013171,-2.4628634839,2.0026664724,3.4925806452,6.68841073
"2009Q1",-4.8627707491,1,0,0,0,2.0296038937,-0.9988816853,3.8607891039,4.0575047443,1.3562197499,-1.6533460635,2.0011658174,3.7710322581,6.6854916713
"2009Q2",-8.2603258156,1,1,0,0,2.0494443113,-1.4619550056,-0.9988816853,5.0486245296,1.1019794546,0.8635830901,1.9949860463,3.6216129032,6.6825726125
"2009Q3",-3.2978712479,1,0,1,0,2.0561638374,-2.3506124242,-1.4619550056,5.8967707628,1.2469429299,-1.5023258255,1.9809775837,3.3943333333,6.6796535537
"2009Q4",0.6153672232,1,0,0,1,2.041127646,-5.119173409,-2.3506124242,6.8779722639,1.3953972329,1.8124206439,1.9621678495,3.3303225806,6.6767344949
"2010Q1",3.948289197,1,0,0,0,2.0079543927,-4.8627707491,-5.119173409,5.9183936806,1.7065553998,1.9353835378,1.9381628367,3.3909705882,6.6738154361
"2010Q2",8.7819958952,1,1,0,0,2.0120015046,-8.2603258156,-4.8627707491,5.697666387,1.8908549991,2.2148208201,1.9255821091,3.2456,6.6708963773
"2010Q3",5.5926830803,1,0,1,0,2.0415998719,-3.2978712479,-8.2603258156,4.2553510977,1.9238326573,-2.4445994964,1.9307898116,2.51125,6.6679773185
"2010Q4",4.2751487179,1,0,0,1,2.0437919626,0.6153672232,-3.2978712479,2.7315233532,2.0368115264,2.3265530465,1.9376952178,-0.11,6.6650582597
"2011Q1",3.7948787349,1,0,0,0,2.0247717387,3.948289197,0.6153672232,4.4757914107,1.9107873242,2.4514008102,1.9465121974,1.6203225806,6.6621392009
"2011Q2",0.0152801834,1,1,0,0,2.0485585275,8.7819958952,3.948289197,4.08258423,1.8078491898,-2.4821428955,1.9555549889,2.0466666667,6.6592201421
"2011Q3",0.3266470895,1,0,1,0,2.0652336972,5.5926830803,8.7819958952,3.91789146,1.7854953565,-2.3854277395,1.9621133564,2.8206896552,6.6563010833
