"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",3.6934613366,6.07388137687756,6.07388137687756,6.36239835920622,6.37050535162289,6.3339650978017
"2007Q1",-2.9008795388,-1.18149813186603,-1.18149813186603,-1.37521615102023,-1.38020506107315,-1.35765837023483
"2007Q2",1.8799193056,-3.73912578402438,-3.73912578402438,-2.75613533977886,-2.73688136932961,-2.82654214613601
"2007Q3",5.6324862351,5.29171830369748,5.29171830369748,4.30862151859545,4.27935126441787,4.41053227296966
"2007Q4",1.8354915012,4.10539072871977,4.10539072871977,3.11500049907621,3.09099759944631,3.20010415862931
"2008Q1",7.2132961572,4.50184033223051,4.50184033223051,4.19507137879438,4.18767791662731,4.22095435724403
"2008Q2",-0.2774104995,-6.65601866557811,-6.65601866557811,-5.71989090160496,-5.70159771964899,-5.78614104801935
"2008Q3",0.0211051143,-4.03862314846611,-4.03862314846611,-5.23611683844943,-5.28265979203359,-5.07998569916653
"2008Q4",0.024245967,-1.72511913729781,-1.72511913729781,-2.04856768460549,-2.05670614856133,-2.02010441109473
"2009Q1",-16.8319047479,-8.5788604281298,-8.5788604281298,-8.15326988196063,-8.14335171380403,-8.187753183249
"2009Q2",-19.119967341,-10.7986007203798,-10.7986007203798,-10.0273534375559,-10.0097552253037,-10.0885534416654
"2009Q3",-14.1845078682,-13.0684660352524,-13.0684660352524,-13.1178553840715,-13.117254937643,-13.1199695796467
"2009Q4",-4.971127783,-9.08648840793346,-9.08648840793346,-8.24002422379351,-8.21768509322625,-8.32048846934635
"2010Q1",16.1726526216,12.8817770835401,12.8817770835401,14.3507489310106,14.3856989731564,14.2248787994565
"2010Q2",20.013405335,20.0890109563882,20.0890109563882,19.113436125293,19.0852813787724,19.2121201196357
"2010Q3",11.3135287492,15.4799675431282,15.4799675431282,15.3465632265398,15.3382259993254,15.3761225010691
"2010Q4",5.1502477159,6.36465417714972,6.36465417714972,6.37013955167503,6.36884968633212,6.37465941692894
"2011Q1",7.0340453752,3.06395101127518,3.06395101127518,1.30274645109762,1.23376804551506,1.53049329914783
"2011Q2",5.4604190107,9.06110002439,9.06110002439,7.81875393477036,7.78680718328832,7.93332752619302
"2011Q3",6.0730998146,5.19111538139764,5.19111538139764,7.58403790049357,7.65822310962806,7.32649028293386
