"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",5.5141439364,5.48635200516484,5.48635200516484,5.88188668420078,5.89257911427227,5.84420956383314
"2007Q1",4.4426998585,-0.794247087865022,-0.794247087865022,0.18669292480057,0.198496361683457,0.142159581525208
"2007Q2",-0.3184373416,-0.00679447248985266,-0.00679447248985266,-0.792890071951621,-0.812778422490153,-0.723245016128171
"2007Q3",-1.9529599379,-0.139443123606155,-0.139443123606155,0.453003160654456,0.467834386379776,0.401608448988082
"2007Q4",-2.0409465066,-0.283232872943996,-0.283232872943996,-1.49294559373041,-1.5205349059735,-1.39365648640637
"2008Q1",0.5163225318,2.32747482864685,2.32747482864685,1.14275771609243,1.11621513623932,1.23821958906596
"2008Q2",4.7198928465,3.26822231031196,3.26822231031196,2.65161127940474,2.63466996150847,2.71014159984819
"2008Q3",3.4893707943,6.24531831356671,6.24531831356671,7.41592014779487,7.46449483617015,7.25876291775046
"2008Q4",8.4613301992,7.04664929391295,7.04664929391295,7.54299468162508,7.55924470102138,7.48492017317475
"2009Q1",-6.6819312673,-3.44016258272388,-3.44016258272388,-2.48515715843943,-2.4513830581585,-2.59724257619235
"2009Q2",-7.4667746292,-9.2409245293237,-9.2409245293237,-8.36004627922015,-8.34014073068419,-8.43170539962751
"2009Q3",-0.1448270729,-1.56246146110789,-1.56246146110789,-3.05416443544687,-3.10758669155381,-2.87716687417863
"2009Q4",-6.7914957939,-7.06137796377708,-7.06137796377708,-7.04359566865215,-7.04486940870735,-7.03911319346904
"2010Q1",4.8028989106,7.06020386915161,7.06020386915161,5.47672121364465,5.4456792775076,5.59081573866183
"2010Q2",1.8373113211,1.0798233614471,1.0798233614471,1.90642258255915,1.9261793151526,1.83653265362807
"2010Q3",-1.3721225077,0.692606168608647,0.692606168608647,1.37325254918166,1.40053921621353,1.28029826917095
"2010Q4",4.2158307811,4.17047215386982,4.17047215386982,4.34655974708909,4.35066896012684,4.33212793740007
"2011Q1",4.1804776455,2.10719865182763,2.10719865182763,3.31168799463947,3.33720590403566,3.21871329247417
"2011Q2",4.5621714584,8.23383698524186,8.23383698524186,8.13323605987064,8.12706387832231,8.15560179432994
"2011Q3",17.0163885934,11.7998299717017,11.7998299717017,10.3113637676174,10.2571584532038,10.4795585055966
