"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",8.0025412191,11.3658083700655,2.73975777831535,11.3867482673857,2.75272853065225,11.2914527449502,2.69319514975853
"2007Q1",7.9485211661,5.99806354529016,2.69760891335239,5.99954107727984,2.70678654486964,5.99271239540549,2.66410587054229
"2007Q2",5.3638397675,4.838657950772,2.75921801676573,4.84899311044303,2.7716479232665,4.80162211201461,2.71420825487464
"2007Q3",6.0742561525,7.6634583637651,2.63934988241842,7.66287748659061,2.64942202421676,7.66556649866133,2.60246836369914
"2007Q4",6.0738492302,6.84850393399821,2.63400800079318,6.84496693302394,2.64447201021949,6.86121289343298,2.59606126909853
"2008Q1",0.978654302,-0.473145250878448,2.67209692849135,-0.460146900929884,2.68198365908718,-0.520746999051985,2.63557377142911
"2008Q2",3.7544432905,3.3036511120511,2.50768249188405,3.2553451823297,2.51801589548244,3.47124858736123,2.4714957764728
"2008Q3",2.5697511053,-1.23392076140989,2.66857825540953,-1.23699351403992,2.67813101248425,-1.22261351288603,2.63312721011901
"2008Q4",-1.9576658469,-5.04430894762241,2.65960913807017,-5.04257509894125,2.66680659656767,-5.05079023908008,2.63253009408457
"2009Q1",-11.2468394606,-8.73890184330205,2.51464143125051,-8.67202567896359,2.52784760038091,-8.95531698959135,2.47142187283323
"2009Q2",-13.7708160454,-9.09614594378629,2.80521015391765,-9.03627246158497,2.82709792049542,-9.29807707863782,2.73009719351129
"2009Q3",-8.0409565167,-5.31852008288264,2.92250953402871,-5.32676919380493,2.92824371596537,-5.2868697105282,2.90040330619571
"2009Q4",-3.2771800731,-4.23145544939194,2.87280453854937,-4.25110434057911,2.88607521860867,-4.16145373712528,2.8250194077451
"2010Q1",7.5199463134,6.24598871457264,2.80480661232612,6.19158512951374,2.81669782251583,6.44009609445905,2.76196262097423
"2010Q2",10.2565358012,8.79160565518358,2.84188482518156,8.80765560275325,2.84925945258809,8.731244123048,2.81397690115011
"2010Q3",7.2112451057,9.08110760323762,2.70472704809238,9.14755755091407,2.71840752591479,8.85174200363672,2.65696494681623
"2010Q4",9.5202599799,9.21894669608461,2.773373678415,9.22223334890979,2.78453088740048,9.20721855593487,2.73318891751387
"2011Q1",7.6406243019,8.78584334355957,2.83594159603161,8.76236242799935,2.84519514901465,8.87306471670845,2.80130103444398
"2011Q2",6.0569867748,5.39571994936019,2.71381601636593,5.3939609244151,2.72655465584437,5.40190874476828,2.66851423044752
"2011Q3",6.6669030545,4.70892231842708,2.69892863564031,4.70056863839408,2.71056172597251,4.73855443815187,2.65725311545303
