"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.1262422526,1,0,0,1,2.0430925197,1.3024326893,0.1315932208,2.8175650634,2.9963460433,0.5779053945,1.9822059332,3.7396774194,6.5053926305
"2007Q1",5.6037759305,1,0,0,0,2.0531852449,1.7900896077,1.3024326893,3.3730054833,2.761982867,1.8182967418,1.9862640145,3.635483871,6.3241160428
"2007Q2",5.7325700425,1,1,0,0,2.0490582785,3.9049144296,1.7900896077,3.1371522719,2.7331165475,2.3237461554,1.9890164937,3.5044117647,6.3227609164
"2007Q3",5.2907517279,1,0,1,0,2.0185921059,4.9672060354,3.9049144296,3.6646581305,3.6291983412,2.1417448956,1.9905856842,3.4184848485,6.3214057901
"2007Q4",5.0202646679,1,0,0,1,2.0606527154,4.1262422526,4.9672060354,3.9600815438,3.0656709495,2.0107891133,1.9912381885,3.4645454545,6.3200506637
"2008Q1",0.4300379211,1,0,0,0,2.0768646919,5.6037759305,4.1262422526,4.1020648707,2.7024897251,2.0655899575,1.9952639116,3.3674193548,6.3472854553
"2008Q2",3.9390243358,1,1,0,0,2.0732670672,5.7325700425,5.6037759305,4.1703832666,2.9539920703,2.3190176304,2.0004022599,3.4309090909,6.3459303289
"2008Q3",3.5213639641,1,0,1,0,2.0409823323,5.2907517279,5.7325700425,4.280947987,3.1790697655,2.1315118408,2.0016301734,3.508125,6.3445752025
"2008Q4",0.428741961,1,0,0,1,2.0819258238,5.0202646679,5.2907517279,4.4974906424,2.6842226572,1.3828897008,2.0026664724,3.4925806452,6.3432200762
"2009Q1",-4.3850152343,1,0,0,0,2.0787283185,0.4300379211,5.0202646679,5.2570030771,2.9792907375,2.5446845522,2.0011658174,3.7710322581,6.3934095228
"2009Q2",-3.6102736094,1,1,0,0,2.0900457031,3.9390243358,0.4300379211,5.8951824393,2.5769873343,0.9964308131,1.9949860463,3.6216129032,6.3920543964
"2009Q3",-6.1206510737,1,0,1,0,2.0560123178,3.5213639641,3.9390243358,6.4114303632,4.4421676166,1.7910170522,1.9809775837,3.3943333333,6.3906992701
"2009Q4",-5.6851286695,1,0,0,1,2.0837838463,0.428741961,3.5213639641,6.572911028,3.8830953283,2.0618417625,1.9621678495,3.3303225806,6.3893441437
"2010Q1",6.0372830159,1,0,0,0,2.0592542787,-4.3850152343,0.428741961,6.4976041286,3.4224075633,1.4333566278,1.9381628367,3.3909705882,6.376547497
"2010Q2",10.6863839779,1,1,0,0,2.0740764506,-3.6102736094,-4.3850152343,6.7292786845,3.5198008301,1.8287564949,1.9255821091,3.2456,6.3751923706
"2010Q3",6.2547339781,1,0,1,0,2.0285823868,-6.1206510737,-3.6102736094,5.9355788969,5.0577626372,2.1063924212,1.9307898116,2.51125,6.3738372443
"2010Q4",4.1553659001,1,0,0,1,2.0583640229,-5.6851286695,-6.1206510737,5.1198814149,5.7198554517,1.3226882081,1.9376952178,-0.11,6.3724821179
"2011Q1",-3.6839200571,1,0,0,0,2.08471287,6.0372830159,-5.6851286695,5.4269671845,4.3978082292,1.8041603401,1.9465121974,1.6203225806,6.4551563295
"2011Q2",-7.5479232405,1,1,0,0,2.1181706502,10.6863839779,6.0372830159,4.1885872259,4.5499928418,1.4346957298,1.9555549889,2.0466666667,6.4538012031
"2011Q3",8.6199960704,1,0,1,0,2.0549306751,6.2547339781,10.6863839779,3.9260099477,4.807878837,1.8426272838,1.9621133564,2.8206896552,6.4524460767
