"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",6.3380198425,1,0,0,1,2.0126187627,0.0131375652,-1.4720070503,2.1588629976,3.4244346308,1.6701331824,1.9822059332,3.7396774194,6.0787213474
"2007Q1",3.607333238,1,0,0,0,2.007761351,6.8498977266,0.0131375652,3.1787688728,3.5118923304,2.7191132704,1.9862640145,3.635483871,6.1732861921
"2007Q2",5.2174805866,1,1,0,0,2.029296354,3.9448262274,6.8498977266,2.2960013772,2.9855288638,1.2964579948,1.9890164937,3.5044117647,6.1721511707
"2007Q3",5.537932013,1,0,1,0,2.035097417,6.3751745153,3.9448262274,3.0029529797,3.6054645809,2.0710250379,1.9905856842,3.4184848485,6.1710161492
"2007Q4",2.7761059502,1,0,0,1,2.0393073316,6.3380198425,6.3751745153,4.1508444288,3.2629164868,1.4527767312,1.9912381885,3.4645454545,6.1698811277
"2008Q1",5.0231305308,1,0,0,0,2.0231518465,3.607333238,6.3380198425,3.9637876524,2.747092105,2.0104400666,1.9952639116,3.3674193548,6.2002729543
"2008Q2",1.4627548481,1,1,0,0,2.0513842525,5.2174805866,3.607333238,4.2843800599,3.060439454,1.2705326869,2.0004022599,3.4309090909,6.1991379328
"2008Q3",1.0336966798,1,0,1,0,2.058505997,5.537932013,5.2174805866,4.4723995884,2.9948662683,2.2773776295,2.0016301734,3.508125,6.1980029114
"2008Q4",-3.9372077763,1,0,0,1,2.0511994905,2.7761059502,5.537932013,4.2951654151,2.8645631123,0.5754340139,2.0026664724,3.4925806452,6.1968678899
"2009Q1",-9.2663322899,1,0,0,0,2.0444368061,5.0231305308,2.7761059502,3.8161986584,3.1402179955,-1.7276641149,2.0011658174,3.7710322581,6.3062761507
"2009Q2",-8.2759963427,1,1,0,0,2.0576909023,1.4627548481,5.0231305308,4.5948809622,2.5955059638,1.0150036064,1.9949860463,3.6216129032,6.3051411292
"2009Q3",-5.3298129278,1,0,1,0,2.0629722405,1.0336966798,1.4627548481,4.6475788772,2.8800358548,1.1622902344,1.9809775837,3.3943333333,6.3040061077
"2009Q4",3.6648729791,1,0,0,1,2.0337546964,-3.9372077763,1.0336966798,5.0342509965,3.4734379607,1.2024660457,1.9621678495,3.3303225806,6.3028710863
"2010Q1",14.7879005745,1,0,0,0,2.0022052727,-9.2663322899,-3.9372077763,5.9475455442,4.1034597276,1.406373047,1.9381628367,3.3909705882,6.3728610844
"2010Q2",14.0868007279,1,1,0,0,2.0201739052,-8.2759963427,-9.2663322899,5.5072736148,4.2887717682,1.127867591,1.9255821091,3.2456,6.3717260629
"2010Q3",10.6963613771,1,0,1,0,2.0391854758,-5.3298129278,-8.2759963427,4.8974436093,4.6702456375,-1.4797661377,1.9307898116,2.51125,6.3705910414
"2010Q4",13.3357760615,1,0,0,1,2.0493863163,3.6648729791,-5.3298129278,4.1390806799,4.6080194276,2.4586636572,1.9376952178,-0.11,6.3694560199
"2011Q1",14.0684837391,1,0,0,0,2.0621013856,14.7879005745,3.6648729791,4.8007230401,4.7243577642,0.6156279453,1.9465121974,1.6203225806,6.3598383797
"2011Q2",15.4159216733,1,1,0,0,2.0774093069,14.0868007279,14.7879005745,4.2433433847,4.0727342211,1.227107776,1.9555549889,2.0466666667,6.3587033583
"2011Q3",10.9404145839,1,0,1,0,2.0833188215,10.6963613771,14.0868007279,4.2749243844,4.653823673,1.5603671269,1.9621133564,2.8206896552,6.3575683368
