"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.735808571,1,0,0,1,2.0795470642,6.8829839132,4.7572988355,3.4823894163,2.5656628343,-2.09081141,1.9822059332,3.7396774194,6.3650208944
"2007Q1",6.1743433971,1,0,0,0,2.0519240591,8.3681667509,6.8829839132,4.612166085,2.0811915109,2.282716676,1.9862640145,3.635483871,6.6013277357
"2007Q2",10.0598596103,1,1,0,0,2.0599424289,3.9888708389,8.3681667509,4.1399235525,2.3178705339,1.5920111937,1.9890164937,3.5044117647,6.5996722285
"2007Q3",4.042794672,1,0,1,0,2.0815917269,6.3757960996,3.9888708389,3.0962911626,2.5417761756,1.7993885907,1.9905856842,3.4184848485,6.5980167213
"2007Q4",4.2253341993,1,0,0,1,2.0996422541,4.735808571,6.3757960996,4.2947865865,2.0707707891,1.1393165402,1.9912381885,3.4645454545,6.5963612141
"2008Q1",3.1846752898,1,0,0,0,2.077943643,6.1743433971,4.735808571,3.8340233624,2.1249963487,2.0163344384,1.9952639116,3.3674193548,6.6743115455
"2008Q2",-1.3047922083,1,1,0,0,2.1015713834,10.0598596103,6.1743433971,3.6250473207,1.8971302095,2.3910981892,2.0004022599,3.4309090909,6.6726560383
"2008Q3",-0.0961688742,1,0,1,0,2.0988037361,4.042794672,10.0598596103,4.6456241978,2.5831800128,2.3065520397,2.0016301734,3.508125,6.671000531
"2008Q4",-1.3975789521,1,0,0,1,2.1176155505,4.2253341993,4.042794672,3.5196384849,2.5617473801,1.8891538255,2.0026664724,3.4925806452,6.6693450238
"2009Q1",-4.7301456293,1,0,0,0,2.0915588448,3.1846752898,4.2253341993,3.3075724838,2.360987472,1.9907803806,2.0011658174,3.7710322581,6.7358942927
"2009Q2",-4.5180039013,1,1,0,0,2.0958674492,-1.3047922083,3.1846752898,5.2613564379,2.3139892136,1.6509770709,1.9949860463,3.6216129032,6.7342387855
"2009Q3",-2.0525222369,1,0,1,0,2.098385879,-0.0961688742,-1.3047922083,5.5538454805,2.2283341766,2.0564514255,1.9809775837,3.3943333333,6.7325832783
"2009Q4",1.6308351562,1,0,0,1,2.111503129,-1.3975789521,-0.0961688742,6.4417874282,2.3486422709,2.0898476279,1.9621678495,3.3303225806,6.730927771
"2010Q1",4.78367479,1,0,0,0,2.0705143462,-4.7301456293,-1.3975789521,6.7970567817,2.5443421887,-0.1024421597,1.9381628367,3.3909705882,6.7605851761
"2010Q2",3.8958589451,1,1,0,0,2.0757889387,-4.5180039013,-4.7301456293,6.2992567461,2.633049648,2.2141231593,1.9255821091,3.2456,6.7589296689
"2010Q3",5.2841936491,1,0,1,0,2.089379136,-2.0525222369,-4.5180039013,5.7027502514,3.4581373603,-1.1865139151,1.9307898116,2.51125,6.7572741616
"2010Q4",3.619449897,1,0,0,1,2.1185286235,1.6308351562,-2.0525222369,5.0523827652,3.3655658617,1.4223331071,1.9376952178,-0.11,6.7556186544
"2011Q1",3.5622369721,1,0,0,0,2.0908079714,4.78367479,1.6308351562,5.4802148562,3.1107365601,1.5090392534,1.9465121974,1.6203225806,6.7722963824
"2011Q2",3.7514140801,1,1,0,0,2.0923871766,3.8958589451,4.78367479,4.4175781615,2.8150280908,0.5387601951,1.9555549889,2.0466666667,6.7706408752
"2011Q3",4.1744142048,1,0,1,0,2.1117423113,5.2841936491,3.8958589451,3.9623629979,3.1492773613,1.3775553387,1.9621133564,2.8206896552,6.768985368
