"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",5.5141439364,1,0,0,1,2.0615392616,7.4593877149,2.8494090357,3.4446474426,3.525248796,1.3003130066,1.9822059332,3.7396774194,7.0083058346
"2007Q1",4.4426998585,1,0,0,0,2.0329884153,1.9101434189,7.4593877149,3.7242539514,3.2609404402,2.679692447,1.9862640145,3.635483871,7.052221187
"2007Q2",-0.3184373416,1,1,0,0,2.064142324,2.5999198521,1.9101434189,3.0343630525,2.9970872517,0,1.9890164937,3.5044117647,7.0495300938
"2007Q3",-1.9529599379,1,0,1,0,2.06633038,7.2217395078,2.5999198521,3.2088576847,3.0034482485,2.5441534066,1.9905856842,3.4184848485,7.0468390007
"2007Q4",-2.0409465066,1,0,0,1,2.0848499414,5.5141439364,7.2217395078,4.5631358468,4.0895112342,-0.5827674624,1.9912381885,3.4645454545,7.0441479075
"2008Q1",0.5163225318,1,0,0,0,2.0518665052,4.4426998585,5.5141439364,4.2087733034,4.704651473,-1.3075213582,1.9952639116,3.3674193548,7.236744921
"2008Q2",4.7198928465,1,1,0,0,2.0627571616,-0.3184373416,4.4426998585,4.4463946953,4.0926229174,-0.5816007153,2.0004022599,3.4309090909,7.2340538278
"2008Q3",3.4893707943,1,0,1,0,2.0577648673,-1.9529599379,-0.3184373416,4.1635284982,4.1972360493,0.9716892611,2.0016301734,3.508125,7.2313627346
"2008Q4",8.4613301992,1,0,0,1,2.0758945216,-2.0409465066,-1.9529599379,3.4795864239,3.9004956155,-1.2990688517,2.0026664724,3.4925806452,7.2286716414
"2009Q1",-6.6819312673,1,0,0,0,2.0541030964,0.5163225318,-2.0409465066,3.6100163023,5.0378288838,-0.9972422249,2.0011658174,3.7710322581,7.0734008347
"2009Q2",-7.4667746292,1,1,0,0,2.0827863508,4.7198928465,0.5163225318,4.3265948826,3.8665682195,1.521051114,1.9949860463,3.6216129032,7.0707097415
"2009Q3",-0.1448270729,1,0,1,0,2.0726606137,3.4893707943,4.7198928465,5.521280477,3.9673543051,0,1.9809775837,3.3943333333,7.0680186483
"2009Q4",-6.7914957939,1,0,0,1,2.111169448,8.4613301992,3.4893707943,4.6556425367,5.6603448355,2.7536690695,1.9621678495,3.3303225806,7.0653275552
"2010Q1",4.8028989106,1,0,0,0,2.0240688387,-6.6819312673,8.4613301992,4.889627679,4.5976441853,1.7784229227,1.9381628367,3.3909705882,7.0784783923
"2010Q2",1.8373113211,1,1,0,0,2.0490840511,-7.4667746292,-6.6819312673,6.89344973,5.1266306497,1.1454097276,1.9255821091,3.2456,7.0757872991
"2010Q3",-1.3721225077,1,0,1,0,2.0720311819,-0.1448270729,-7.4667746292,5.8806372834,6.4093526981,1.3672748018,1.9307898116,2.51125,7.0730962059
"2010Q4",4.2158307811,1,0,0,1,2.0806249866,-6.7914957939,-0.1448270729,4.623472821,5.5761318729,-1.3800014613,1.9376952178,-0.11,7.0704051128
"2011Q1",4.1804776455,1,0,0,0,2.0444421343,4.8028989106,-6.7914957939,5.2948092917,6.4705543015,-1.0854020123,1.9465121974,1.6203225806,7.1634848888
"2011Q2",4.5621714584,1,1,0,0,2.0569909758,1.8373113211,4.8028989106,4.2907451488,7.2255473941,1.3156572454,1.9555549889,2.0466666667,7.1607937956
"2011Q3",17.0163885934,1,0,1,0,2.0660308689,-1.3721225077,1.8373113211,3.9056020264,7.6549693897,-0.201142486,1.9621133564,2.8206896552,7.1581027025
