"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",4.4138762411,6.74531110259464,2.45958662196181,6.74385760214937,2.464603191757,6.75052537736312,2.44150541029593
"2007Q1",1.8620436674,1.16967278722236,2.4274392685053,1.16484272082032,2.43151463245287,1.18667394457891,2.41303980815018
"2007Q2",-0.0236230232,0.313210419568811,2.39344443568116,0.352216250285801,2.39739253017923,0.174368288793221,2.37933794336218
"2007Q3",2.8383257262,2.75932317768929,2.33565624493358,2.73186216283848,2.33948635458278,2.85718588163131,2.32195552426642
"2007Q4",2.5000793431,2.21816685160745,2.27098984185827,2.23380427448506,2.27517985427117,2.16247186264932,2.25600327832429
"2008Q1",6.8263894262,4.74501380855084,2.26222771266468,4.74659240619251,2.26620729982745,4.73937636847401,2.24795842860414
"2008Q2",6.6493525877,4.39691668924498,2.22435311354176,4.35367147173215,2.22916016925079,4.54019135822032,2.20835221493432
"2008Q3",2.3236540823,-0.323422943615125,2.20414001993674,-0.357426054546819,2.20885290411708,-0.210889718602753,2.18847036521282
"2008Q4",-1.8029640864,2.08782797856886,2.2804753037539,2.09586082787856,2.28608288856496,2.05914556676694,2.26033912117392
"2009Q1",-10.4462910511,-9.29894923164516,2.39304748082248,-9.2612748773866,2.39929197139787,-9.42965544762502,2.37125555387
"2009Q2",-11.6242506741,-9.40878291468749,2.36620950632342,-9.41286407091871,2.37142339696868,-9.39400004886461,2.34722666977157
"2009Q3",-7.0317971252,-5.18180180835182,2.35946672244194,-5.18296409701063,2.36473680940595,-5.17764382443429,2.34051629991446
"2009Q4",4.4088197719,0.335879320302681,2.3716749669965,0.34257056934962,2.37401519100264,0.310316370047166,2.36271313632314
"2010Q1",4.5457876392,6.20723171462097,2.40348334545724,6.19802863766629,2.40705025940661,6.24035522070438,2.39060134144396
"2010Q2",7.3808514603,5.44332970393541,2.41768915862248,5.43857833233362,2.4219166186069,5.46005910288415,2.40274523442924
"2010Q3",5.4115268875,8.92631248211073,2.33941990111841,8.99372655428175,2.34352235821814,8.72036429888971,2.32684220420872
"2010Q4",2.2377238583,0.158086656666503,2.48761303027627,0.103643385512067,2.49434306218869,0.34017696251799,2.46497034983632
"2011Q1",5.9584430058,6.06040249710448,2.46533253236267,6.03896097869304,2.47082175293434,6.13697216838374,2.44562945417544
"2011Q2",3.7559635143,5.62717484878269,2.42066862501792,5.62767143956157,2.42647360528551,5.62540309724874,2.39984302413129
"2011Q3",6.7957606061,3.96899200087886,2.45982529975049,3.98033838840217,2.46308671302813,3.92631324866508,2.44751877297883
