"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",2.8696904655,2.60785262451558,2.60785262451558,4.13108381677301,4.1764796118395,3.97304955934905
"2007Q1",5.3107863793,7.19328786225585,7.19328786225585,6.42207075864804,6.40645083700346,6.47882892330893
"2007Q2",3.4932628957,6.37833932721713,6.37833932721713,5.8576264547098,5.84781666066935,5.89308755511541
"2007Q3",3.6777415043,5.3943617637941,5.3943617637941,6.8241316063467,6.88824259276895,6.61505113211364
"2007Q4",5.8493286875,7.66447082340352,7.66447082340352,5.03212288016636,4.97980512238621,5.22273858044901
"2008Q1",6.3610781946,3.02461552534375,3.02461552534375,2.58621916748518,2.57769580202345,2.61695832489579
"2008Q2",9.5729783667,8.72181932148451,8.72181932148451,8.50740789716321,8.50157769451145,8.52821392968182
"2008Q3",12.9074819268,8.25954031601418,8.25954031601418,7.20215925045068,7.17946726680494,7.28286049412259
"2008Q4",-0.0469054158,-1.46151228915417,-1.46151228915417,-1.69391810579677,-1.6991281695915,-1.6753042390821
"2009Q1",-6.2004454333,-6.82543036494449,-6.82543036494449,-5.85440899072527,-5.83243955845339,-5.93288768965643
"2009Q2",-10.8418548412,-7.12418245791237,-7.12418245791237,-7.0285511071579,-7.02951397402868,-7.02498039317214
"2009Q3",-12.248210239,-11.9226843908815,-11.9226843908815,-12.6978953984081,-12.7159681600982,-12.6335846157719
"2009Q4",-3.4063976997,-2.48751597606789,-2.48751597606789,0.0749695458178173,0.206359300597877,-0.342759193627296
"2010Q1",-1.2530624894,-1.40865104552814,-1.40865104552814,-0.246053287049174,-0.215968941503724,-0.352665661588938
"2010Q2",7.3887035825,2.65987017103896,2.65987017103896,2.78970619725962,2.79390319108055,2.77364206048578
"2010Q3",4.2537603242,7.87623017971679,7.87623017971679,6.7755985931063,6.76030632755915,6.83371222140562
"2010Q4",6.3114462354,5.25386708985797,5.25386708985797,3.72502468966669,3.67509210017055,3.89439931448443
"2011Q1",7.873376832,10.1079115058153,10.1079115058153,9.04220126947643,9.01876752953994,9.12825263704799
"2011Q2",0.8733169496,-0.149439409169805,-0.149439409169805,-0.226696094271563,-0.22523255431558,-0.231882787236959
"2011Q3",6.489533518,5.47285916509352,5.47285916509352,6.21313232740856,6.23429327792909,6.13756394202793
