"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",4.735808571,5.20851283507086,5.20851283507086,5.61982811043177,5.63027786712042,5.58274029511985
"2007Q1",6.1743433971,8.35225577249009,8.35225577249009,6.97491821046509,6.95651539563389,7.04395332318942
"2007Q2",10.0598596103,7.52571256716662,7.52571256716662,6.83324670777326,6.82520943158911,6.86282128207636
"2007Q3",4.042794672,4.02454716476368,4.02454716476368,4.74570301510568,4.76290566170816,4.68466686214386
"2007Q4",4.2253341993,4.09921056035474,4.09921056035474,2.76305062494073,2.71825237936533,2.91650530191792
"2008Q1",3.1846752898,0.872474049896981,0.872474049896981,1.21432768186618,1.2187297941778,1.19738293483041
"2008Q2",-1.3047922083,-1.64345898932537,-1.64345898932537,-1.64870528230185,-1.64830853057648,-1.65011138862482
"2008Q3",-0.0961688742,0.976197050067213,0.976197050067213,-0.742766273321765,-0.77995928112728,-0.607847523134446
"2008Q4",-1.3975789521,-1.55433182091268,-1.55433182091268,-0.368387851424357,-0.334423522799227,-0.486893745833692
"2009Q1",-4.7301456293,-3.06317955202021,-3.06317955202021,-2.71760288853328,-2.72056366900277,-2.70690427647033
"2009Q2",-4.5180039013,-4.32492746288472,-4.32492746288472,-3.02305403050946,-2.98938089212776,-3.13885570628675
"2009Q3",-2.0525222369,-1.77997619617931,-1.77997619617931,-0.635942709844061,-0.599146424368195,-0.762798914870922
"2009Q4",1.6308351562,1.26045405498825,1.26045405498825,0.842121161107608,0.838087126712694,0.856615279428473
"2010Q1",4.78367479,4.00884152818173,4.00884152818173,3.60779329684015,3.59953108137065,3.63674739595585
"2010Q2",3.8958589451,4.62642592713838,4.62642592713838,5.40394503652177,5.42175173236777,5.34302797000618
"2010Q3",5.2841936491,5.25851647941625,5.25851647941625,6.1496907057222,6.17438402911546,6.06302838258455
"2010Q4",3.619449897,3.80000324172597,3.80000324172597,3.96988055627983,3.96854884571009,3.97464402984685
"2011Q1",3.5622369721,2.80439302109786,2.80439302109786,2.40649846596083,2.40638132382321,2.40692371317483
"2011Q2",3.7514140801,5.70058448356527,5.70058448356527,3.97442404947815,3.96328625730962,4.01788788538932
"2011Q3",4.1744142048,2.87342691648585,2.87342691648585,1.47127624344956,1.4325726649634,1.60113354012412
