"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",5.537989948,1,0,0,1,2.0265852139,-2.5548724492,-5.1568940288,2.2884404275,4.5984689782,0.6424569028,1.9822059332,3.7396774194,6.4908164088
"2007Q1",3.3976145906,1,0,0,0,2.0013220665,3.4444499106,-2.5548724492,3.4558564862,5.1858791362,1.4157264547,1.9862640145,3.635483871,6.4887371095
"2007Q2",0.8887833779,1,1,0,0,2.0410899734,10.1615585014,3.4444499106,2.4156250604,4.7303930476,1.3473932935,1.9890164937,3.5044117647,6.4866578103
"2007Q3",2.8002806954,1,0,1,0,2.02655176,7.330574376,10.1615585014,3.6101420845,4.6781734248,1.4920703061,1.9905856842,3.4184848485,6.4845785111
"2007Q4",0.3682001789,1,0,0,1,2.0499940324,5.537989948,7.330574376,5.0828931381,4.7610296548,1.4097741842,1.9912381885,3.4645454545,6.4824992119
"2008Q1",3.3037436986,1,0,0,0,2.0158325861,3.3976145906,5.537989948,4.1433797609,4.7803995091,0.8752559371,1.9952639116,3.3674193548,6.4804199127
"2008Q2",1.3757161564,1,1,0,0,2.0449328583,0.8887833779,3.3976145906,4.2027361636,4.9264112916,1.2630294687,2.0004022599,3.4309090909,6.4783406134
"2008Q3",-1.087276605,1,0,1,0,2.0385460605,2.8002806954,0.8887833779,4.429166089,5.4737684258,1.5327672179,2.0016301734,3.508125,6.4762613142
"2008Q4",-2.1449656362,1,0,0,1,2.0515901688,0.3682001789,2.8002806954,3.5172977604,5.1311838588,2.1040861258,2.0026664724,3.4925806452,6.474182015
"2009Q1",-7.5962464021,1,0,0,0,2.0299486466,3.3037436986,0.3682001789,4.9546205579,5.1130235442,1.8699026115,2.0011658174,3.7710322581,6.4721027158
"2009Q2",-7.9826957103,1,1,0,0,2.0508667935,1.3757161564,3.3037436986,6.8085513622,5.5447284292,1.0486173497,1.9949860463,3.6216129032,6.4700234165
"2009Q3",-3.4534942197,1,0,1,0,2.0337982201,-1.087276605,1.3757161564,6.562722007,5.8855943673,2.2956248847,1.9809775837,3.3943333333,6.4679441173
"2009Q4",-0.6969745109,1,0,0,1,2.0421733426,-2.1449656362,-1.087276605,7.4881693694,5.7408576424,2.1317288207,1.9621678495,3.3303225806,6.4658648181
"2010Q1",5.3360463539,1,0,0,0,1.99563826,-7.5962464021,-2.1449656362,6.6823994225,5.8850954624,-1.219890009,1.9381628367,3.3909705882,5.9938828843
"2010Q2",6.1769182536,1,1,0,0,2.0147362997,-7.9826957103,-7.5962464021,6.1446606322,6.2777132179,-2.1986628944,1.9255821091,3.2456,5.991803585
"2010Q3",4.6766249203,1,0,1,0,2.0185347805,-3.4534942197,-7.9826957103,5.6091194099,6.8072666444,1.5747939911,1.9307898116,2.51125,5.9897242858
"2010Q4",5.5956837169,1,0,0,1,2.039135823,-0.6969745109,-3.4534942197,3.5990067568,7.0714779681,2.2910363414,1.9376952178,-0.11,5.9876449866
"2011Q1",2.9048966142,1,0,0,0,2.0182152737,5.3360463539,-0.6969745109,4.359408432,6.3863033928,-1.1747093898,1.9465121974,1.6203225806,6.8298580041
"2011Q2",0.9709306099,1,1,0,0,2.0407664156,6.1769182536,5.3360463539,2.918723652,6.4015960778,2.7036785414,1.9555549889,2.0466666667,6.8277787049
"2011Q3",3.0808841114,1,0,1,0,2.0383844918,4.6766249203,6.1769182536,2.8238311025,7.0809413111,-0.914558976,1.9621133564,2.8206896552,6.8256994057
