"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",0.3620576538,1,0,0,1,2.0337183979,0.4640266193,-0.3022297779,3.6976205188,3.5621937292,3.2113121669,1.9822059332,3.7396774194,6.4304400166
"2007Q1",0.3777092476,1,0,0,0,2.035704528,0.2970064106,0.4640266193,4.7817757846,3.7255462212,3.1365485253,1.9862640145,3.635483871,6.4497241028
"2007Q2",6.888298031,1,1,0,0,2.0308012757,-0.8431655198,0.2970064106,4.0172087529,4.092456656,3.1797723523,1.9890164937,3.5044117647,6.4479483292
"2007Q3",8.0632104912,1,0,1,0,2.027496392,0.7373076733,-0.8431655198,4.1777688628,5.1141529033,3.2531663246,1.9905856842,3.4184848485,6.4461725556
"2007Q4",10.5001746063,1,0,0,1,2.0352879546,0.3620576538,0.7373076733,3.9977096396,5.2665119026,3.0305906167,1.9912381885,3.4645454545,6.444396782
"2008Q1",15.5787887651,1,0,0,0,2.0373418083,0.3777092476,0.3620576538,4.0463707833,4.6978900892,3.1155280343,1.9952639116,3.3674193548,6.4648373633
"2008Q2",6.742489449,1,1,0,0,2.0597314376,6.888298031,0.3777092476,4.1753514054,4.6612993582,3.2530170235,2.0004022599,3.4309090909,6.4630615897
"2008Q3",1.9705512129,1,0,1,0,2.061174258,8.0632104912,6.888298031,4.0801232574,5.1772732459,3.2294843201,2.0016301734,3.508125,6.4612858161
"2008Q4",-6.6071555251,1,0,0,1,2.0786509189,10.5001746063,8.0632104912,4.6213022179,4.1180960091,2.9119938669,2.0026664724,3.4925806452,6.4595100425
"2009Q1",-11.8979243218,1,0,0,0,2.1002199471,15.5787887651,10.5001746063,4.4163720323,4.2814521065,2.9330609846,2.0011658174,3.7710322581,6.4891413601
"2009Q2",-12.252544745,1,1,0,0,2.0880687648,6.742489449,15.5787887651,4.6742525007,4.088089175,2.9363283258,1.9949860463,3.6216129032,6.4873655865
"2009Q3",-11.9737569556,1,0,1,0,2.0696490249,1.9705512129,6.742489449,5.340791423,4.8617809481,3.3190211937,1.9809775837,3.3943333333,6.4855898129
"2009Q4",-4.4943032248,1,0,0,1,2.0489645219,-6.6071555251,1.9705512129,5.5759589418,4.8494253511,3.1515997428,1.9621678495,3.3303225806,6.4838140393
"2010Q1",-1.4013964228,1,0,0,0,2.0452060876,-11.8979243218,-6.6071555251,5.760429032,5.5556646481,2.7677976527,1.9381628367,3.3909705882,6.4983849022
"2010Q2",2.7452553291,1,1,0,0,2.0313032953,-12.252544745,-11.8979243218,6.4314092987,6.1739763163,2.6866916051,1.9255821091,3.2456,6.4966091286
"2010Q3",4.7978892248,1,0,1,0,2.0142611915,-11.9737569556,-12.252544745,5.3783303554,6.6457087369,2.7410686748,1.9307898116,2.51125,6.4948333551
"2010Q4",3.8456518455,1,0,0,1,2.0289937993,-4.4943032248,-11.9737569556,4.4757912767,6.7206503317,2.952773758,1.9376952178,-0.11,6.4930575815
"2011Q1",1.9998409266,1,0,0,0,2.0390768518,-1.4013964228,-4.4943032248,4.8915901114,6.4842284493,-2.2424134482,1.9465121974,1.6203225806,6.4912818079
"2011Q2",2.1354538666,1,1,0,0,2.043065071,2.7452553291,-1.4013964228,3.6647035122,6.5682258736,2.9843878564,1.9555549889,2.0466666667,6.4895060343
"2011Q3",1.9445837113,1,0,1,0,2.0346137269,4.7978892248,2.7452553291,3.1432130067,7.2013271438,2.933026895,1.9621133564,2.8206896552,6.4877302607
