"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.3617672042,1,0,0,1,2.0437818485,3.7467738328,4.1488604407,3.7118886738,2.6967647079,3.1320442125,1.9822059332,3.7396774194,6.6776884808
"2007Q1",5.226810231,1,0,0,0,2.0508255119,6.3881845652,3.7467738328,4.5051158857,2.383448918,2.3368711845,1.9862640145,3.635483871,6.6760362592
"2007Q2",-1.1526283907,1,1,0,0,2.0763137208,11.647588659,6.3881845652,4.2467017187,2.1281516681,2.0088481828,1.9890164937,3.5044117647,6.6743840375
"2007Q3",-0.8223389331,1,0,1,0,2.0644876848,8.6999938215,11.647588659,4.599369471,2.0517362707,-2.5429661581,1.9905856842,3.4184848485,6.6727318159
"2007Q4",4.4832409744,1,0,0,1,2.0623232731,4.3617672042,8.6999938215,5.0772570151,2.7076352827,2.6785526819,1.9912381885,3.4645454545,6.6710795943
"2008Q1",-0.707071561,1,0,0,0,2.0729519176,5.226810231,4.3617672042,4.7599425436,2.3024385444,-2.1721965892,1.9952639116,3.3674193548,6.6694273727
"2008Q2",0.8108271289,1,1,0,0,2.0712788466,-1.1526283907,5.226810231,4.4801301138,2.2091271487,2.7000766453,2.0004022599,3.4309090909,6.667775151
"2008Q3",-1.6523959766,1,0,1,0,2.0609015468,-0.8223389331,-1.1526283907,4.3025252402,2.3760253474,1.6829008786,2.0016301734,3.508125,6.6661229294
"2008Q4",-1.2036497168,1,0,0,1,2.0813699086,4.4832409744,-0.8223389331,4.0120943764,2.5718095995,2.6157809935,2.0026664724,3.4925806452,6.6644707078
"2009Q1",0.4060017689,1,0,0,0,2.0698702371,-0.707071561,4.4832409744,4.0920488429,2.9651492413,-2.2573667084,2.0011658174,3.7710322581,6.6628184862
"2009Q2",-3.6813366525,1,1,0,0,2.0747860246,0.8108271289,-0.707071561,5.3478886324,2.3461817628,2.6211723026,1.9949860463,3.6216129032,6.6611662645
"2009Q3",3.2267080319,1,0,1,0,2.0536653308,-1.6523959766,0.8108271289,5.8191487056,2.2315505544,-1.3848169594,1.9809775837,3.3943333333,6.6595140429
"2009Q4",1.0610717109,1,0,0,1,2.0761108099,-1.2036497168,-1.6523959766,7.2521482496,2.6656586193,3.2505798892,1.9621678495,3.3303225806,6.6578618213
"2010Q1",3.0115279974,1,0,0,0,2.0716299106,0.4060017689,-1.2036497168,7.5454558679,2.4659214208,2.9844264163,1.9381628367,3.3909705882,6.6562095996
"2010Q2",4.0616350968,1,1,0,0,2.0584964717,-3.6813366525,0.4060017689,7.0827146409,2.7025946917,2.8750650029,1.9255821091,3.2456,6.654557378
"2010Q3",-0.2634964989,1,0,1,0,2.0674574084,3.2267080319,-3.6813366525,6.2993079977,3.4203128938,2.3870712916,1.9307898116,2.51125,6.6529051564
"2010Q4",-1.0819165664,1,0,0,1,2.0806947093,1.0610717109,3.2267080319,4.6119937682,3.5355667883,2.3220775502,1.9376952178,-0.11,6.6512529348
"2011Q1",0.5394931206,1,0,0,0,2.0845157398,3.0115279974,1.0610717109,5.6535825044,3.2778110405,2.5843558383,1.9465121974,1.6203225806,6.6496007131
"2011Q2",0.74292017,1,1,0,0,2.0757871173,4.0616350968,3.0115279974,4.8681402467,2.8130411673,2.4862669485,1.9555549889,2.0466666667,6.6479484915
"2011Q3",4.5064236214,1,0,1,0,2.0663115474,-0.2634964989,4.0616350968,4.687834149,3.6944517327,2.4759258877,1.9621133564,2.8206896552,6.6462962699
