"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",7.0101290707,10.8761716828543,10.8761716828543,11.6931488124346,11.7203955545453,11.5997383549629
"2007Q1",8.7818133132,10.3086204575935,10.3086204575935,8.76616841178343,8.73107649421305,8.89189485373504
"2007Q2",6.9050313943,9.29391412597942,9.29391412597942,8.30009590706345,8.27972369094573,8.37346599601707
"2007Q3",7.9836582944,9.29521648368011,9.29521648368011,8.27745013975226,8.254232309194,8.36021790489085
"2007Q4",7.1547181507,3.28011389471057,3.28011389471057,4.3370652766656,4.35627880934302,4.26595384280814
"2008Q1",7.1695010256,1.5891908850318,1.5891908850318,1.16606763950974,1.15723232933364,1.19728223376979
"2008Q2",6.0579755648,0.174449527580769,0.174449527580769,0.423988522479108,0.428907282333234,0.406187378621221
"2008Q3",3.1379868441,1.34364454437208,1.34364454437208,3.41303898559671,3.46382606627772,3.23141183288442
"2008Q4",-0.8164981485,-0.043888772695277,-0.043888772695277,-0.25066538182773,-0.258109543838118,-0.224486159179811
"2009Q1",-12.6040386356,-8.30722040650929,-8.30722040650929,-6.99225182038937,-6.95141551157664,-7.1268763065661
"2009Q2",-13.0185912527,-8.50956701980193,-8.50956701980193,-7.95286441834782,-7.94401359103575,-7.98393501494219
"2009Q3",-5.6869067239,-4.78984152772419,-4.78984152772419,-5.56338048860412,-5.58284432648539,-5.4944882607662
"2009Q4",-1.9822834593,-4.36795999965422,-4.36795999965422,-5.39496412123667,-5.42259033485657,-5.30051227560168
"2010Q1",5.4207706159,5.56856502336887,5.56856502336887,6.37329348360732,6.39576163504407,6.29447305060154
"2010Q2",9.3529484836,8.4301683777657,8.4301683777657,8.94638937152819,8.96248952332974,8.88956596653368
"2010Q3",5.1228918684,4.59839272462371,4.59839272462371,6.18758016573951,6.23407236006032,6.02472700507526
"2010Q4",6.1398414975,7.76147030658221,7.76147030658221,7.30108738795469,7.28542066035487,7.35697381530129
"2011Q1",7.4464477257,7.05533808528631,7.05533808528631,6.86633177710907,6.86200328500008,6.88154620755802
"2011Q2",6.6197671879,6.52816636599745,6.52816636599745,6.40037139854472,6.39681254685293,6.41279307882263
"2011Q3",8.4926787577,8.60289681343748,8.60289681343748,6.53460677848393,6.4650322340582,6.77304463868832
