"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",4.1504987935,5.54640053389577,2.34558230023027,5.58459766359971,2.3509979220422,5.41549692661108,2.32692706290195
"2007Q1",2.792545569,5.8441249557903,2.30020976399452,5.84205537885784,2.30483713058165,5.85165040331518,2.28330457127321
"2007Q2",2.5766905277,2.59187118848024,2.31176584339273,2.56390571840523,2.316385510724,2.69232065804195,2.29509572757838
"2007Q3",1.2846568193,-1.15619706460159,2.25376177994412,-1.19856122374806,2.25942970986305,-1.0169738742859,2.23503378011179
"2007Q4",2.5917751921,-1.99859335236234,2.30160555118345,-1.99532897168967,2.30432840731125,-2.01098065301041,2.29124373013599
"2008Q1",3.5687038275,2.77834310869465,2.44753750708586,2.77306024724398,2.4528957242665,2.79696917976265,2.42855143151633
"2008Q2",3.038267657,0.466935981387341,2.42896253302905,0.476799291824151,2.43313586605386,0.430724498793616,2.41357896633352
"2008Q3",-0.6537255925,-2.22147259759797,2.43700076384615,-2.23078363592788,2.44122940336771,-2.18909510208395,2.42223894859978
"2008Q4",-6.7387636678,-5.35940766892478,2.38168696670999,-5.36039538168128,2.38571180228564,-5.35590780082159,2.36737025646383
"2009Q1",-9.0423874665,-6.88194092310063,2.37017131884652,-6.85731547201281,2.37495493563645,-6.96610207949129,2.35374920452867
"2009Q2",-13.0409628598,-10.7354403009358,2.40227736831139,-10.7093995448122,2.40751607048412,-10.8243492233675,2.38430454123774
"2009Q3",-8.7810284534,-6.51214894772368,2.35499149261128,-6.50855235769156,2.36006491528876,-6.52488868701041,2.33693195506724
"2009Q4",-1.9047502356,0.494308299802724,2.40997072423458,0.484026785369769,2.41379482413018,0.532108725828331,2.39585878605556
"2010Q1",0.5799278063,-1.23437913043755,2.40627886305313,-1.21879391688151,2.40968666458348,-1.29181649474493,2.39367794815046
"2010Q2",4.9184809621,5.17704767779308,2.40569254302899,5.19903785255048,2.40932033872177,5.0995307731223,2.39286044344593
"2010Q3",3.3336447509,4.47794102030005,2.32056175770294,4.48819772436377,2.32413554140005,4.44211794828112,2.30803636921193
"2010Q4",3.6882505566,3.40935022196676,2.38917778032937,3.37668390968821,2.39287289064707,3.52508894894216,2.37603953209351
"2011Q1",5.332982104,2.29294154237138,2.2796571089028,2.2509667867017,2.28477674511933,2.4296218507771,2.2629060285699
"2011Q2",5.309906806,5.3946771765683,2.32381514273512,5.37523696953619,2.32851880289251,5.46379734806493,2.30701348905966
"2011Q3",7.2462330343,8.56092359996551,2.33035022065396,8.60272221179319,2.33541042623462,8.41735695875143,2.31288550310722
