"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",4.9473698246,1,0,0,1,2.0200929678,0.7468076688,8.0192056831,4.7907516226,2.0941973996,-1.0794488706,1.9822059332,3.7396774194,5.6241147125
"2007Q1",2.9216558794,1,0,0,0,2.0303154578,3.6381006311,0.7468076688,4.4608227199,1.671847359,0.5451974001,1.9862640145,3.635483871,5.621905599
"2007Q2",-1.0085330278,1,1,0,0,2.0503345602,2.7914230562,3.6381006311,3.6203170169,1.6760742402,0.4385291675,1.9890164937,3.5044117647,5.6196964855
"2007Q3",-4.469844467,1,0,1,0,2.0521188491,6.1133089576,2.7914230562,4.1482614569,1.92490919,0,1.9905856842,3.4184848485,5.6174873721
"2007Q4",-3.9699203764,1,0,0,1,2.0410645266,4.9473698246,6.1133089576,4.7039300351,2.2503074405,-0.3987345768,1.9912381885,3.4645454545,5.6152782586
"2008Q1",-0.0508070459,1,0,0,0,2.0428222226,2.9216558794,4.9473698246,5.3375301029,2.2754715337,-1.2908395018,1.9952639116,3.3674193548,5.6130691451
"2008Q2",5.153979463,1,1,0,0,2.0459323204,-1.0085330278,2.9216558794,5.1986398396,2.2355583043,0.4132819192,2.0004022599,3.4309090909,5.6108600316
"2008Q3",5.0788586548,1,0,1,0,2.0322593339,-4.469844467,-1.0085330278,4.6506919583,2.1016907552,1.0669655809,2.0016301734,3.508125,5.6086509182
"2008Q4",6.7894101054,1,0,0,1,2.0234718156,-3.9699203764,-4.469844467,4.1051664343,1.9592497693,2.1533687739,2.0026664724,3.4925806452,5.6064418047
"2009Q1",-1.7482626275,1,0,0,0,2.0426015143,-0.0508070459,-3.9699203764,3.3678846451,2.7122337066,0.7389395243,2.0011658174,3.7710322581,5.6042326912
"2009Q2",-8.2279451651,1,1,0,0,2.0677580333,5.153979463,-0.0508070459,3.7303749869,2.3154294673,0.24294761,1.9949860463,3.6216129032,5.6020235778
"2009Q3",-3.0251176588,1,0,1,0,2.0537746809,5.0788586548,5.153979463,4.7494010047,2.2428071004,-2.4289418721,1.9809775837,3.3943333333,5.5998144643
"2009Q4",-0.279744937,1,0,0,1,2.0520000031,6.7894101054,5.0788586548,5.1963415752,2.6403182991,0.3468385868,1.9621678495,3.3303225806,5.5976053508
"2010Q1",-0.1696455439,1,0,0,0,2.034941753,-1.7482626275,6.7894101054,6.0490707219,2.7087051288,-0.001600527,1.9381628367,3.3909705882,7.2069860317
"2010Q2",4.0959562785,1,1,0,0,2.0304684892,-8.2279451651,-1.7482626275,6.5773832245,1.6830101309,0.4257096758,1.9255821091,3.2456,7.2047769182
"2010Q3",9.5401368564,1,0,1,0,2.0404339422,-3.0251176588,-8.2279451651,5.0999139797,2.3697858821,0.2633491803,1.9307898116,2.51125,7.2025678048
"2010Q4",7.5997790401,1,0,0,1,2.0507833838,-0.279744937,-3.0251176588,4.0270012438,2.5973591519,0.9468150011,1.9376952178,-0.11,7.2003586913
"2011Q1",5.92452835,1,0,0,0,2.0342043661,-0.1696455439,-0.279744937,4.870566845,2.4904748508,-0.0309997104,1.9465121974,1.6203225806,7.244354176
"2011Q2",6.1249848369,1,1,0,0,2.0479023484,4.0959562785,-0.1696455439,3.577066669,2.5408275832,0.6630852136,1.9555549889,2.0466666667,7.2421450625
"2011Q3",0.39704789,1,0,1,0,2.0800072214,9.5401368564,4.0959562785,3.4564779301,2.7169804697,0.0304103249,1.9621133564,2.8206896552,7.239935949
