"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",-3.2487905611,-3.73979974811568,3.66939457409695,-3.72090954787943,3.67850440941228,-3.80727988147453,3.63666579404447
"2007Q1",-8.2121168072,-11.6229016678617,3.62521012648096,-11.6471233374916,3.63521199621376,-11.5386614264947,3.59020778468257
"2007Q2",-0.4517651448,-3.04991119103611,3.57745128788403,-3.05247358205014,3.58563225571537,-3.04082730324712,3.54829712507025
"2007Q3",-3.9687347007,1.579792209768,3.53522125932925,1.63158593675477,3.54800129250705,1.40567910303307,3.49191619163929
"2007Q4",-4.8243088488,-0.301792143874063,3.71705562006955,-0.314083429036057,3.72307737490912,-0.255534606083619,3.69430511542322
"2008Q1",-4.4299349601,-3.85998001016339,3.7402290915205,-3.82890337996405,3.74929275371093,-3.9699388491983,3.70798114225317
"2008Q2",0.5600335626,-4.44412791395095,3.60145383524012,-4.51852988642232,3.61509722770024,-4.19893871235879,3.55612203241587
"2008Q3",6.8656402787,5.11170760240819,3.72388417545088,5.10545509071121,3.734487958493,5.13389926857209,3.68600254080671
"2008Q4",9.4172222208,5.28079519585371,3.76069606808446,5.29455447547441,3.76288288843446,5.22695525624542,3.75212680833596
"2009Q1",2.1675967431,4.35380630710604,3.76640354916195,4.32682957625208,3.77116531175388,4.452636314966,3.74890703190691
"2009Q2",-8.018031942,-6.05330478252272,3.67976469734207,-6.07049210889871,3.68516180107774,-5.99151819361929,3.66029696486342
"2009Q3",-6.771553273,-3.89317737825208,3.63142835648087,-3.89004854549032,3.63700090300004,-3.90422335199091,3.61168638311941
"2009Q4",-11.6336384924,-9.48230005531642,3.63324163842876,-9.48248741227878,3.63882000057155,-9.48163800731091,3.61346085586476
"2010Q1",-9.737806888,-7.6652001516058,3.57318749889274,-7.58128284454458,3.57903292272449,-7.95154867568812,3.55316894204478
"2010Q2",-7.437561944,-4.27659744064954,3.54411110697936,-4.23269941325067,3.55100386358281,-4.42556399544373,3.52062016121361
"2010Q3",7.8084811056,-0.0527817552875243,3.52572447366234,-0.151001168994839,3.53807015395445,0.249472932411608,3.48745842381711
"2010Q4",5.9643934404,4.50416001846469,3.79138882265572,4.4363929100592,3.80006722009698,4.74087952858865,3.7609168791371
"2011Q1",5.8969221742,4.41267514141162,3.73252568418355,4.3670134738023,3.74166925446694,4.57159890321945,3.70052567057022
"2011Q2",4.051941889,6.76059397497503,3.68595494382914,6.8037312927129,3.69642782939582,6.6120322982955,3.64965715124791
"2011Q3",-5.1496171558,-4.09483105513724,3.74018170954857,-4.08070728514348,3.74982458652192,-4.1447281634498,3.70591401121109
