"itaee_c","itaee_yfilt_ma","itaee_Qfilt_ma","itaee_yfilt_ma.one","itaee_Qfilt_ma.one","itaee_yfilt_ma.two","itaee_Qfilt_ma.two"
"2006Q4",1.7826372829,4.21846170799752,2.93484754979293,4.28272227034467,2.94736563573084,4.00015754863539,2.89191677513066
"2007Q1",2.9103708417,3.17812648992052,2.94285495588781,3.17864328999601,2.95309387816862,3.17628233049073,2.90602415160134
"2007Q2",0.4462223717,0.797598085214114,2.89202858248052,0.793209737154523,2.90178098891116,0.813257240263338,2.8569572693121
"2007Q3",1.4641429282,2.66257494846317,2.88133147891393,2.65655463550979,2.8905445544549,2.6841261891794,2.84810664616801
"2007Q4",0.4583269978,0.227063721082516,2.74241073304831,0.191788905081786,2.74997357133792,0.355334033659019,2.71473228136634
"2008Q1",0.5423134981,-2.58148427388724,2.69973403451762,-2.57738266326623,2.70585781199716,-2.59668472967012,2.6769173279611
"2008Q2",3.8835695747,-1.55521929165485,2.71296262196119,-1.58959289272753,2.72380978932853,-1.43873433814829,2.6758768738414
"2008Q3",0.1342736875,-2.09213641189098,2.89807581781279,-2.12076317855936,2.9095205086084,-1.99233772767551,2.85781893357857
"2008Q4",-1.1807403502,-2.96587101593554,2.8743031983005,-2.95980800460125,2.88291812667603,-2.9879107346834,2.84276704367736
"2009Q1",-7.2024574673,-4.73842538937486,2.85130348829394,-4.70131968387031,2.86323170804373,-4.86662588961204,2.80970169834208
"2009Q2",-13.0880567192,-5.4468946008243,2.80633732607166,-5.33336584511452,2.82880686002056,-5.79145433399909,2.73701303883472
"2009Q3",-1.5417579447,1.32169963898388,3.18394573885516,1.30861228447418,3.18841321512036,1.37199854776108,3.16671713348823
"2009Q4",4.1101018685,3.86225514253131,3.17841415183844,3.89064786315959,3.18759455429714,3.75914732692068,3.14485027006616
"2010Q1",8.9666349693,8.72197526073544,3.13117414901093,8.70261648527757,3.1411221782888,8.79085455831105,3.09551943517539
"2010Q2",15.239313688,14.9838621729381,3.10888612464282,14.9665670300429,3.11907456543795,15.0454412171183,3.07233607068432
"2010Q3",7.5398844733,8.75162303159147,3.02917493481752,8.82096763825855,3.03652425970828,8.49872469843775,3.00221965455592
"2010Q4",6.3539613848,5.84619136238789,3.04615320152314,5.79856470676554,3.05457397629482,6.0178186606502,3.01561308093035
"2011Q1",5.9981847022,6.61560259487837,2.9963050133833,6.59472490422154,3.00488013762385,6.69088026352993,2.96518020562656
"2011Q2",4.8175246812,2.68890277248998,2.96785763761191,2.6911929690544,2.9763215767472,2.68069184319543,2.93731182984059
"2011Q3",4.6594888625,1.58278170265955,2.94776136315269,1.5691530273741,2.95736100915444,1.63062228140508,2.91381348884665
