"itaee_c","itaee_yhat.one","itaee_yhat.two","itaee_yfilt_ma","itaee_yfilt_ma.one","itaee_yfilt_ma.two"
"2006Q4",4.1262422526,4.60130630754137,4.60130630754137,5.22530452542342,5.24093808340599,5.16973184197268
"2007Q1",5.6037759305,4.05541560489366,4.05541560489366,6.33304644392798,6.37676102082004,6.17347217969103
"2007Q2",5.7325700425,8.25995660998333,8.25995660998333,8.31044890087156,8.31093749003886,8.30865650350634
"2007Q3",5.2907517279,6.76601802115049,6.76601802115049,7.08186553784119,7.09168590224211,7.0469538459957
"2007Q4",5.0202646679,2.99810815722948,2.99810815722948,3.54347303072637,3.55398180190162,3.50466779734749
"2008Q1",0.4300379211,0.752489924400576,0.752489924400576,0.434741150588221,0.424656704983681,0.470905006247773
"2008Q2",3.9390243358,1.2956299440062,1.2956299440062,0.0926776826751544,0.0616647739460382,0.199782209288565
"2008Q3",3.5213639641,5.5654250788281,5.5654250788281,3.71327383649523,3.68554428731172,3.81586904883283
"2008Q4",0.428741961,-0.529583071800166,-0.529583071800166,-0.463435117315288,-0.463326510006501,-0.463824384506181
"2009Q1",-4.3850152343,-3.97367409621629,-3.97367409621629,-4.63390479631122,-4.65320161278377,-4.56528023610056
"2009Q2",-3.6102736094,-3.79168773302632,-3.79168773302632,-3.6546899422998,-3.6512227436224,-3.66706809588332
"2009Q3",-6.1206510737,-7.09239970596454,-7.09239970596454,-4.94056124781869,-4.88538281360811,-5.13522103073707
"2009Q4",-5.6851286695,-2.95470951695063,-2.95470951695063,-2.54153319938445,-2.53872610879999,-2.55181550192551
"2010Q1",6.0372830159,8.01931353540676,8.01931353540676,5.20893539308001,5.16050604287497,5.38743843113379
"2010Q2",10.6863839779,7.7216316901593,7.7216316901593,7.94407572505228,7.95044079529481,7.92017120781407
"2010Q3",6.2547339781,7.20323443323035,7.20323443323035,8.56497224156736,8.6170234281194,8.39239184692136
"2010Q4",4.1553659001,3.93036423584072,3.93036423584072,2.4227957302945,2.37375840795876,2.59081311766789
"2011Q1",-3.6839200571,-4.85138339259332,-4.85138339259332,-3.3758124674574,-3.3396480377379,-3.5058222236227
"2011Q2",-7.5479232405,-4.28574900501486,-4.28574900501486,-3.39532198729144,-3.38308394495395,-3.43923757180207
"2011Q3",8.6199960704,5.12391683919632,5.12391683919632,2.80218183152759,2.5547087167946,3.3857603670444
